NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC,...58,...59
Distichlis spicata,POACEAE,DISP,19-Oct-17,NEWFS-805,805,NEWFS,NA,"Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Barn Island WMA,Wequetequock Cove,"Take I-95 S until exit 91; Turn left onto Taugwonk Rd (signs for No Main St/Stonington/Pequot Trail), turn left onto CT-234 E, turn right onto Farmholme Rd, turn right onto US-1 S, turn left onto Greenhaven Rd, turn right onto Palmer Neck Rd: population in low marsh, near water","41∞20' 17.7"" N","71∞52' 31.4"" W",41.33825,-71.87538,GPS,NAD83,2,FT,CT DEEP,Spartina patens:Spartina alterniflora:Juncus gerardii:Juncus gerardii:Salicornia depressa:Solidago sempervirens,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,"Granite, gneiss","Silt, Sand",272 plants sampled,1000,2,P,"˚inflorescence grows from intersection of diverging grass leaves, inflated inflorescence˚",NA,M. Piantedosi - NEWFS:In Field:19 OCT 2017,1:19 OCT 2017:Smithsonian,NA,NA,NA,NA,1,174,WEB,1,"7.5 YR 5/3 ""brown""",14-Dec-17,DISTICHLIS,spicata,2017,NA,NA,NA
Schoenoplectus americanus,CYPERACEAE,SCAM6,15-Aug-17,NEWFS-675,675,NEWFS,NA,"Cecil, A., Estevez, C., Kang, K., Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New Haven,Hammonasset Beach SP,NA,"Take I-95 S until exit 62, turn left onto State Hwy 450, follow road until the roundabout and take the second exit towards Meigs Point Nature Center, population should be next to the parking lot immediately after the roundabout on the right.","41∞16' 15.1"" N","72∞33' 37.2"" W",41.27086,-72.56033,GPS,NAD27,21,FT,CT DEEP,Morella caroliniensis:Hibiscus moscheutos:Juncus gerardii,Flooded,salt marsh,0,NA,salt marsh,recreation; conservation,gneiss,"Clay, Silt",1000 plants sampled,5000,1,P,"stem like bract rising above 1-4 small football shaped spikes, concave sided stem with small wings on edges",NA,M. Piantedosi - NEWFS:In Field:15 AUG 2017,2:15 AUG 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,44,WEB,2-Jan,"10 YR 3/1 ""very dark grey""",7-Dec-17,SCHOENOPLECTUS,americanus,2017,NA,NA,NA
Bolboschoenus robustus,CYPERACEAE,BORO5,24-Jul-17,NCBG-719,719,NCBG,NA,"Dakar, J., Healy, C., Faucette, A.",US,63,Middle Atlantic Coastal Plains (Omernik),Virginia,Northumberland,Dameron Marsh NAP,N/A,Population in marsh at end of preserve boardwalk trail.,"37∞46' 56.1036"" N","76∞18' 9.2736"" W",37.78225,-76.30257,GPS,NAD83,0,FT,VA DCR,Phragmites australis:Teucrium canadense:Baccharis halimifolia:Juncus roemerianus:Salicornia depressa:Spartina patens:Distichlis spicata,NA,Tidal Marsh,0-2,NA,Low Tidal Marsh,Conservation/Recreation,"Fine-silty, mixed, active, mesic aquic hapludults",Other : Silt loam,75 plants sampled,1000+,1,P,NA,NA,"C. Healy, NCBG:In Field:24 JUL 2017","2:24 JUL 2017:NCU, US",NA,NA,NA,NA,1,CH-27,WEB,4,10 YR 5/4,4-Dec-17,BOLBOSCHOENUS,robustus,2017,NA,NA,NA
Smilax rotundifolia,SMILACACEAE,SMRO,22-Oct-15,NCBG-380,380,NCBG,NA,"HERATY, M., DAKAR, J.",US,63,Middle Atlantic Coastal Plains (Omernik),Virginia,King George,CALEDON STATE PARK,CALEDON MARSH TRAIL,"FROM VISITOR'S CENTER, FOLLOW BOYD'S HOLE TRAIL NW. CONTINUE LEFT AT TRIANGLE FIELD AND FOLLOW THE CALEDON MARSH TRAIL. POPULATION LOCATED AT END OF TRAIL ALONG THE CALEDON MARSH EDGE.","38∞20' 38.7"" N","77∞10' 05.9"" W",38.34408,-77.1683,GPS,WGS84,8,FT,VA STATE PARKS,Juniperus virginiana:Baccharis halimifolia:Ilex opaca:Spartina cynosuroides:Phragmites australis,NA,MARSH,0-2,NA,FRESH/BRACKISH MARSH,CONSERVATION/RECREATION,"SILICEOUS, MESIC PSAMMENTIC HAPLUDULTS","Sand, Other : LOAM",50 plants sampled,500,3,P,NA,NA,J.DAKAR - NCBG:In Field:22 OCT 2015,"2:22 OCT 2015:NCU, US",NA,NA,NA,NA,NA,JD-141,WEB,30-Oct,10 YR 4/3,11-Sep-16,SMILAX,rotundifolia,2015,NA,NA,NA
Lycopus americanus,LAMIACEAE,LYAM,9-Nov-17,NEWFS-893,893,NEWFS,NA,"Cecil, A.; Estevez, C.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Marland Place Dam,Marsh off Stevens St.; Bridge on Shawsheen River,"From Boston, take 93N to exit 42 and turn right onto Dascomb Rd. Merge onto Andover St and continue onto Red Spring Rd. Turn right onto Essex St and sharp left onto Railroad St. Park at Whole Foods and walk down Main St toward Stevens St. Access is across bridge on left. Population in dense back area.","42∞39' 40.0"" N","71∞08' 50.3"" W",42.66111,-71.1473,GPS,NAD83,38,FT,Town of Andover,Carex crinita:Carex lurida:Cyperus cephalanthus:Cyperus erythrorhizos:Cyperus erythrorhizos:Cyperus erythrorhizos:Solidago rugosa:Solidago canadensis:Eutrochium dubium:Typha sp.:Typha sp.:Typha sp.,Flooded,Freshwater wetland,NA,NA,Freshwater wetland,Conservation/hydrologic,"Granite, pegmatite",Clay,56 plants sampled,75+,1,P,˚distinctly and irregularly lobed opposite leaves; white tubular flowers clustered around the axil˚,NA,M. Piantedosi - NEWFS:In Field:09 NOV 2017,2:09 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,262,WEB,3-Jan,"7.5 YR 3/2 ""Black""",19-Dec-17,LYCOPUS,americanus,2017,NA,NA,NA
Euthamia graminifolia,ASTERACEAE,EUGR5,10-Nov-17,NEWFS-903,903,NEWFS,NA,"Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Newport,John C. Whitehead Preserve,Hope's Path; Dundery Brook,"Take MA-24 S to Fish Rd in Tiverton; take the Fish Rd exit from RI-24 S; take RI-77 S to Meetinghouse Ln in Little Compton, a small parking area should be to your left right before the Meetinghouse Ln intersection. Follow the bog trail to Hope‚Äôs Trail to the three ponds in the back of the preserve. The ponds can also be accessed from another parking lot further along the road and to the right.","41∞30' 35.7"" N","71∞11' 23.7"" W",41.50991,-71.18991,GPS,NAD83,80,FT,TNC,Eutrochium dubium:Carex lurida:Carex lurida:Carex lurida:Solidago altissima:Spiraea tomentosa,Mowed:Flooded,Freshwater pond/wet meadow,NA,NA,Freshwater pond/wet meadow,Conservation/recreation,Mica schist,Silt,74 plants sampled,200+,1,P,˚fruits emerge attached to pappus hairs from tannish cone-shaped inflorescence˚,NA,M. Piantedosi - NEWFS:In Field:10 NOV 2017,2:10 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,702,WEB,2-Jan,"2.5 Y 3/1 ""very dark gray""",19-Dec-17,EUTHAMIA,graminifolia,2017,NA,NA,NA
Carex annectens,CYPERACEAE,CAAN6,19-Aug-16,NEWFS-363,363,NEWFS,NA,"Rogers, J., Karlsson, C.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,"Rattlesnake Brook, Freetown",marsh off of narrows road,Ref. NEWFS-360,"41∞46' 55"" N","71∞5' 11"" W",41.78194,-71.08638,GPS,NAD83,6,FT,Town of Freetwon,Carex lurida:Lythrum salicaria:Juncus effusus:Typha angustifolia:Phragmites australis:Toxicodendron radicans,Flooded,brackish marsh,0,NA,brackish marsh,conservation,"sandstone, graywacke (shale)",Clay,130 plants sampled,500+,<1,P,Leaf blades shorter than flowering stems,NA,::,"2:19 AUG 2016:Smithsonian, NEWFS",NA,NA,NA,NA,NA,NEWFS-37,ACH,<3,7.5YR 2.5/1 black,3-Apr-19,CAREX,annectens,2016,NA,NA,NA
Leersia oryzoides,POACEAE,LEOR,4-Oct-16,NCBG-576,576,NCBG,NA,"Dakar, J., Faucette, A.",US,65,Southeastern Plains (Omernik),Maryland,Charles,Smallwood State Park,Sweden Point Rd,"From Rison, MD, head north on MD-224, turn left onto Sweden Point Rd, population will be on the left in approx 1 mile, in marsh","38∞33' 21.6"" N","77∞11' 05.3"" W",38.556,-77.1848,GPS,NAD83,5,FT,MD DNR,Polygonum sagittatum:Salix nigra:Sparganium americanum:Alnus serrulata:Saururus cernuus:Typha latifolia:Toxicodendron radicans,NA,Shrubland,0-2,NA,Alder-Black Willow Tidal Shrubland,Conservation/Recreation,"Coarse-Loamy, Mixed, Active, Nonacid, Mesic, Fluvaquentic Endoaquepts",Other : Loam,69 plants sampled,5000+,3,P,NA,NA,A. Faucette-NCBG:In Field:04 OCT 2016,"2:04 OCT 2016:NCU, US",NA,NA,NA,NA,1,ALF-548,WEB,5,10 YR 3/3,12-Dec-16,LEERSIA,oryzoides,2016,NA,NA,NA
Typha latifolia,TYPHACEAE,TYLA,11-Oct-17,NEWFS-784,784,NEWFS,NA,"Kang K.; Estevez, C.; Piantedosi, M.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Suffolk,"Grape Island, Boston Harbor Islands",Freshwater wetland area,Take ferry to the island from Boston Harbor. Turn right from the dock and the population is to the left through the Phragmites.,"42∞16' 08.2"" N","70∞55' 14.8"" W",42.26894,-70.92077,GPS,NAD83,9,FT,National Park Service,Verbena hastata:Scirpus cyperinus:Phragmites australis:Schoenoplectus americanus:Bolboschoenus maritimus:Rosa sp.,Flooded,Freshwater wetland,NA,NA,Freshwater wetland,Conservation/recreation,Marine sediment,"Clay, Silt, Sand",108 plants sampled,200+,1,P,˚lacks carpellate bracteoles; stigma wider than style˚,NA,M. Piantedosi - NEWFS:In Field:13 OCT 2017,1:13 OCT 2017:Smithsonian,NA,NA,NA,NA,1,153,WEB,8-Jul,"10 YR 4/2 ""dark grayish brown""",13-Dec-17,TYPHA,latifolia,2017,NA,NA,NA
Distichlis spicata,POACEAE,DISP,26-Sep-17,NEWFS-735,735,NEWFS,NA,"Estevez, C.; Tokarz, E.; Kang, K.",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,Long Pasture Wildlife Sanctuary,Along either side of the beach boardwalk,From Boston take 93S to MA3. Follow MA-3 and US-6 to Willow Ave in Yarmouth. Take exit 7 and turn left onto Main St. Turn right onto Bone Hill Rd and the sanctuary is on the left. Walk past visitor center to Salt Marsh boardwalk.,"41∞42' 37.7"" N","70∞16' 29.8"" W",41.71047,-70.27494,GPS,NAD83,7,FT,Mass. Audubon,:Spartina patens:Spartina patens:Iva frutescens,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,Granite,"Silt, Sand",326 plants sampled,2000+,1,P,˚Soft flat lying grass (more upright in sheltered areas) with bottle brush shaped seed head that is green and plump upon maturity˚,NA,M. Piantedosi - NEWFS:In Field:26 SEP 2017,1:26 SEP 2017:Smithsonian,NA,NA,NA,NA,1,104,WEB,1-1.5,"7.5 YR 3/2 ""Black""",8-Dec-17,DISTICHLIS,spicata,2017,NA,NA,NA
Iva frutescens,ASTERACEAE,IVFR,11-Oct-17,NCBG-744,744,NCBG,NA,"Dakar, J., Faucette, A., Healy, C.",US,63,Middle Atlantic Coastal Plains (Omernik),Virginia,Accomack,Corratock Preserve,N/A,"From Corratock House, continue on Teackle Rd to end. Population in marsh.","37∞35' 31"" N","75∞55' 16.4"" W",37.59194,-75.92122,GPS,NAD83,2,FT,David Turner,Borrichia frutescens:Distichlis spicata:Juniperus virginiana:Salicornia depressa:Limonium carolinianum:Spartina alterniflora,NA,Marsh,0,NA,Tidal Marsh,Conservation/Recreation,"Coarse-loamy, mixed, active, non-acid, thermic mollic fluvaquents",Other : Sandy loam,75 plants sampled,2000+,1,P,NA,NA,"A. Faucette, NCBG:In Field:11 OCT 2017","2:11 OCT 2017:NCU, US",NA,NA,NA,NA,1,ALF-615,WEB,5,10 YR 3/1,4-Dec-17,IVA,frutescens,2017,NA,NA,NA
Fimbristylis castanea,CYPERACEAE,FICA4,21-Sep-16,NCBG-520,520,NCBG,NA,"Walker, S., Healy, C., Flood, M.",US,63,Middle Atlantic Coastal Plains (Omernik),Virginia,Accomack,Chincoteaugue NWR,Service Rd,"From Wildlife Loop, continue onto Service Rd at NW corner of loop, drive 0.8 miles, population on both sides of road.","37∞55' 15.8"" N","75∞19' 34.2"" W",37.92105,-75.32616,GPS,WGS84,5,FT,USFWS,Digitaria sp.:Lespedeza cuneata:Diodia teres:Phragmites australis:Mikania scandens:Panicum amarum:Pinus taeda:Baccharis halimifolia,NA,Tidal salt shrub,0-2,NA,Irregularly flooded eastern tidal salt shrub,Conservation and Recreation,"Mixed, thermic typic psammaquents",Other : Fine sand,210 plants sampled,1000+,1,P,NA,NA,S. Walker - NCBG:In Field:21 SEP 2016,"2:21 SEP 2016:NCU, US",NA,NA,NA,NA,1,SW-15,WEB,2-Jan,10 YR 4/2,12-Dec-16,FIMBRISTYLIS,castanea,2016,NA,NA,NA
Carex scoparia var. scoparia,CYPERACEAE,CASCS,1-Sep-17,NEWFS-703,703,NEWFS,NA,"Tokarz, E.; Cecil, A.; Kang, K.",US,58,Northeastern Highlands (Omernik),Massachusetts,Hampshire,"Guyette Farm, Plainfield",Guyette trail,"Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow a little less than a mile down the trail through the woods.","42∞29' 8.3"" N","72∞53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1263,FT,Franklin Land Trust,Solidago sp.:Carex crinita:Juncus effusus:Carex lurida:Carex lurida:Populus tremuloides:Carex scoparia var. scoparia,Mowed,wet meadow,5,NE,wet meadow,conservation/recreation,Quartzite,"Clay, Silt",207 plants sampled,1000+,2,P,"~0.5 inch long small rounded spikelets alternate in a densely packed cluster on stem, sometimes drooping",NA,M. Piantedosi - NEWFS:In Field:01 SEP 2017,"2:01 SEP 2017:NEWFS, Smithsnian",NA,NA,NA,NA,1,72,WEB,3-Jan,"7.5 YR 3/4 ""dark brown""",7-Dec-17,CAREX,scoparia,2017,NA,NA,NA
Carex lurida,CYPERACEAE,CALU5,29-Aug-17,NEWFS-693,693,NEWFS,NA,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Newport,John C. Whitehead Preserve,Hope's Path; Dundery Brook,"Take MA-24 S to Fish Rd in Tiverton; take the Fish Rd exit from RI-24 S; take RI-77 S to Meetinghouse Ln in Little Compton, a small parking area should be to your left right before the Meetinghouse Ln intersection","41∞30' 35.7"" N","71∞11' 23.7"" W",41.50991,-71.18991,NA,NAD83,95,FT,TNC,Carex intumescens:Juncus effusus:Solidago sp.:Carex lupulina,Mowed:Flooded,Freshwater pond; wet meadow,NA,NA,Freshwater pond; wet meadow,Conservation; Recreation,Mica schist,Silt,360 plants sampled,500+,2,P,"1-2"" spikes with inflated perigynia pointed straight outward; 1-5 spikes per stem˚",NA,M. Piantedosi - NEWFS:In Field:29 AUG 2017,2:29 AUG 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,62,WEB,2-Jan,"2.5 Y 3/1 ""very dark grey""",7-Dec-17,CAREX,lurida,2017,NA,NA,NA
Hudsonia tomentosa,CISTACEAE,HUTO,14-Jul-15,MARSB-137,137,MARSB,NA,"Feinberg, L.; Russell, K.",US,84,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Heckscher State Park,"Fitness Trail, Parking Lot 7","Enter Heckscher State Park. Continue towards the beach and turn right into the first parking lot. There is a patch West of the parking lot, and the population extends East along the beach","40∞42' 5.9"" N","73∞10' 26.6"" W",40.70163,-73.17405,GPS,NAD83,4,FT,NY OPRHP,Juniperus virginiana:Pinus sp.:Morella pensylvanica:Phragmites australis:Toxicodendron radicans:Carex silicea:Pityopsis falcata,NA,Beach/dune,0,NA,North Atlantic Coastal shrub & Grass dune,Conservation/recreation,Outwash sand & gravel,Sand,550 +,1500 +,20,B,"Flowers yellow, remain folded into stem. Seed heads light brown. Leaves, light bluish-green, are also folded into stem.",NA,::,"2:14 JUL 2015:MARSB, Smithsonian",NA,NA,NA,NA,NA,9913,WEB,0.5,Light tan,26-Jul-16,HUDSONIA,tomentosa,2015,NA,NA,NA
Pycnanthemum muticum,LAMIACEAE,PYMU,4-Oct-17,NEWFS-753,753,NEWFS,NA,"Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,NA,Great Swamp WMA,"Great Neck Road, adjacent to wetland, powerline cut","From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk down trail at end of Great Neck Rd. Population under southern power lines, over a km in.","41∞28' 0.4"" N","71∞34' 59.9"" W",41.46677,-71.5833,GPS,NAD83,96,FT,USFWS,:Eutrochium dubium:Ilex glabra:Lespedeza capitata:Schizachyrium scoparium,Mowed,Meadow,NA,NA,Meadow,Conservation/recreation,Augen gneiss,"Clay, Silt",533 plants sampled,1000+,1,P,"˚aromatic musky minty scent, green inflorescences look like monochromatic sunflowers with brown seeds poking out of comb holes˚",NA,M. Piantedosi - NEWFS:In Field:04 OCT 2017,2:04 OCT 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,122,WEB,3-Feb,"7.5 YR 3/2 ""Black""",13-Dec-17,PYCNANTHEMUM,muticum,2017,NA,NA,NA
Fimbristylis castanea,CYPERACEAE,FICA4,28-Sep-16,NCBG-562,562,NCBG,NA,"Healy, C., Walker, S., Flood, M.",US,63,Middle Atlantic Coastal Plains (Omernik),Virginia,Virginia Beach,First Landing State Park,64 St. entrance,"From Visitor's Center head south on Shore Drive toward VA-343 S and onto Atlantic ave., turn right onto 64th St. Population is along path on either side of boardwalk.","36∞53' 17.591"" N","76∞00 19.843"" W",36.88821,-76.00551,GPS,WGS84,4,FT,VA DNR,Distichlis spicata:Spartina alterniflora:Juniperus virginiana:Symphyotrichum tenuifolium:Iva frutescens:Juncus roemerianus,NA,Salt Marsh,0-2,NA,MId-Atlantic Low Salt Marsh,Conservation/Recreation,"Sandy or Sandy-skeletal, Siliceous, Dysic, Thermic Terric Haplosaprists",Other : Muck,60 plants sampled,300+,1,P,NA,NA,S. Walker:In Field:28 SEP 2016,"2:28 SEP 2016:NCU,US",NA,NA,NA,NA,1,SW-17,WEB,2-Jan,10 YR 2/2,13-Dec-16,FIMBRISTYLIS,castanea,2016,NA,NA,NA
Limonium carolinianum,PLUMBAGINACEAE,LICA17,30-Oct-15,MARSB-415,415,MARSB,NA,"Feinberg, L., Russell, K.",US,84,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Orient Point State park,"Beaches, Marsh","Enter Orient Point State Park. Park in the lot at the end, and walk along beaches","41∞7' 30.4"" N","72∞16' 39.2"" W",41.12511,-72.27755,GPS,NAD83,4,FT,NYSOPRHP,Juniperus virginiana:Prunus maritima:Morella pensylvanica:Spartina alterniflora:Spartina patens:Distichlis spicata:Solidago sempervirens:Schizachyrium littorale:Panicum virgatum,NA,"Marsh, beach",NA,NA,North Atlantic Coastal Beach,Conservation/recreation,Beaches,Sand,350 +,2000 +,180,P,NA,NA,::,2:30 OCT 2015:MARSB:Smithsonian,NA,NA,NA,NA,NA,10351,WEB,0.75,2.5Y 8/1,25-Aug-16,LIMONIUM,carolinianum,2015,NA,NA,NA
Spartina cynosuroides,POACEAE,SPCY,22-Oct-15,NCBG-383,383,NCBG,NA,"Dakar, J., Heraty, M.",US,65,Southeastern Plains (Omernik),Virginia,King George,Caledon State Park,Caledon Marsh Trail,"From visitors center, follow Boyd's Hole Trail northwest. Continue left at triangle field and follow the Caledon Marsh trail. Population located at the end of trail along Caledon Marsh edge towards the beach.","38∞20' 38.7"" N","77∞10' 05.9"" W",38.34408,-77.1683,GPS,WGS84,8,FT,Virginia State Parks,NA,NA,Marsh,0-2,NA,Fresh/brackish marsh,Conservation/recreation,"Siliceous, mesic psammentic hapludults",: Loam,75 plants sampled,3000,2,P,NA,NA,J. DAKAR:In Field:22 OCT 2015,"2:22 OCT 2015:NCU, US",NA,NA,NA,NA,NA,JD-138,WEB,12-Oct,10Y/R 4/3,14-Sep-16,SPARTINA,cynosuroides,2015,NA,NA,NA
Typha angustifolia,TYPHACEAE,TYAN,21-Sep-16,NCBG-534,534,NCBG,NA,"Dakar, J.",US,65,Southeastern Plains (Omernik),Virginia,Prince William,Occoquan Bay NWR,Easy Rd,"From entrance, follow road to SW corner of parking lot, go through gate, turn left at fork, drive 3300 ft, population on left in marsh.","38∞38' 19.8"" N","77∞13' 47.8"" W",38.63883,-77.22994,GPS,NAD83,1,FT,USFWS,Hibiscus moscheutos:Sagittaria sp.:Pontederia cordata:Polygonum arifolium:Scirpus cyperinus:Rosa palustris,NA,Marsh,0-2,NA,Cattail brackish tidal marsh,Conservation and Recreation,"Fine-loamy, mixed, active, acid, mesic typic hydraquents",Other : Mucky silt loam,50 plants sampled,1000+,1,P,NA,NA,J. Dakar - NCBG:In Field:21 SEP 2016,"2:21 SEP 2016:NCU, US",NA,NA,NA,NA,1,JD-179,WEB,8-Jun,10 YR 3/2,12-Dec-16,TYPHA,angustifolia,2016,NA,NA,NA
Bolboschoenus maritimus,CYPERACEAE,BOMA7,19-Oct-17,NEWFS-812,812,NEWFS,NA,"Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,NA,Barn Island WMA,Wequetequock Cove,CT DEEP,"41∞20' 17.7"" N","71∞52' 31.4"" W",41.33825,-71.87538,GPS,NAD83,2,FT,CT DEEP,Distichlis spicata:Salicornia depressa:Spartina patens:Iva frutescens:Solidago sempervirens:Limonium carolinianum:Atriplex prostrata,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,"Granite, gneiss","Silt, Sand",50 plants sampled,100+,1,P,˚long bract subtends axillary inflorescence˚,NA,M. Piantedosi - NEWFS:In Field:19 OCT 2017,2:19 OCT 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,181,WEB,4-Mar,"7.5 YR 5/3 ""Brown""",14-Dec-17,BOLBOSCHOENUS,maritimus,2017,NA,NA,NA
Limonium carolinianum,PLUMBAGINACEAE,LICA17,13-Oct-17,NEWFS-792,792,NEWFS,NA,"Piantedosi, M.; Cecil, A.; Estevez, C.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,"Grape Island, Boston Harbor Islands",Salt marsh area,Take ferry to the island from Boston Harbor. Turn right from the dock and the population is to the left lining the salt marsh,"42∞16' 07.5"" N","70∞55' 14.1"" W",42.26875,-70.92058,GPS,NAD83,7,FT,National Park Service,Spartina patens:Solidago sempervirens:Distichlis spicata:Spartina alterniflora,Flooded:Tidal forces,Fringe marsh,NA,NA,Fringe marsh,Conservation/recreation,Marine sediment,"Clay, Silt, Sand",234 plants sampled,500+,1,P,˚Pale purple flower on open lattice-like inflorescence˚,NA,M. Piantedosi - NEWFS:In Field:13 OCT 2017,1:13 OCT 2017:Smithsonian,NA,NA,NA,NA,1,161,WEB,1,"10 YR 4/2 ""dark grayish brown""",14-Dec-17,LIMONIUM,carolinianum,2017,NA,NA,NA
Spartina pectinata,POACEAE,SPPE,18-Oct-17,NEWFS-802,802,NEWFS,NA,"Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Parker River NWR,Roadside,"Take 95N to exit 56. Follow Scotland Rd to Parker St. At the traffic circle, take State St. and make right on Parker St. Right on MA 1AS, left on Rolfe√¢‚˙¨‚¸¢s Ln. Right on Water St., right on Sunset Dr. to enter refuge. Population is located in cranberry bog a couple miles up the main road from the entrance.","42∞43' 29.4"" N","70∞47' 05.8"" W",42.72483,-70.78494,GPS,NAD83,5,FT,USFWS,Vaccinium macrocarpon:Scirpus cyperinus:Toxicodendron radicans:Schoenoplectus americanus:Iris versicolor,Flooded,Bog,NA,NA,Bog,Conservation/recreation,Matic rock/granite,"Silt, Sand",plants sampled,NA,NA,NA,NA,NA,M. Piantedosi - NEWFS:In Field:18 OCT 2017,2:18 OCT 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,171,LJP,NA,"7.5 YR 3/1 ""very dark grey""",12-Aug-19,SPARTINA,pectinata,2017,NA,NA,NA
Triglochin maritima,JUNCAGINACEAE,TRMA20,25-Jul-17,NEWFS-641,641,NEWFS,NA,"Estevez, C.; Tokarz, E.; Piantedosi, M.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Parker River National Wildlife Refuge,NA,"Take 95N to exit 56. Follow Scotland Rd to Parker St. At the traffic circle, take State St. and make right on Parker St. Right on MA 1AS, left on Rolfe√˚¬¢√¢‚Äö¬¨√¢‚Äû¬¢s Ln. Right on Water St., right on Sunset Dr. to enter refuge. Population is to right side of road towards the mainland side of the island just past the park gate.","42∞43' 29.4"" N","70∞47' 05.8"" W",42.72483,-70.78494,GPS,NAD83,7,FT,USFWS,Juncus gerardii:Distichlis spicata:Spartina alterniflora:Spartina patens:Iva frutescens:Salicornia depressa,Flooded,salt marsh,0,NA,salt marsh,Conservation/recreation,matic rock/granite,"Clay, Silt",200 plants sampled,1000+,1,P,Capsular fruit regularly spaced on a long spike with at least three seeds per capsule˚,NA,M. Piantedosi; NEWFS:In Field:25 JUL 2017,2:25 JUL 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,10,WEB,1,"7.5 YR 5/3 ""brown""",7-Dec-17,TRIGLOCHIN,maritima,2017,NA,NA,NA
