Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,,,,,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-CO932-408,HYHO-SOS-CO932-408-GRAND-20,0.033,377622,0.1201,HYHO,owl's-claws,Hymenoxys,hoopesii,,,,,Hymenoxys hoopesii,ASTERACEAE,HYHO,8/20/2020,CO932-408,408,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Grand,BLM area,Trail,"From Wolford Reservoir Overlook, take US-40 south to CO-134. Turn west onto CO-134, follow for 2 miles. Turn west onto County Highway 19, follow for 3.8 miles where the road become Forest Road 100. Continue on 100. Turn northeast onto Forest Road 101 to Red Dirt Reservoir, follow 101 for 3.1 miles and take the first east turn toward the reservoir. Park at gate that leads out east over dam. Walk over dam and follow trail north around reservoir about 1.5 miles. Population is west of trail in aspen grove and sagebrush north and east of trees.","40°11' 44.3364"" N","106°34' 24.5064"" W",40.19564,-106.57347,GPS,WGS84,2807,M,BLM,Populus tremuloides:Erigeron speciosus:Achillea millefolium:Poa sp.:Daucus sp.,Grazed:Trampled,hillslope/swell,40,SW,aspen forest; sagebrush shrubland,recreation; grazing,"Dakota sandstone, sedimentary",Clay,100,300,30,P,"flowers: dark yellow to orange ray and disc flowers, ray flowers drooping and 2 lobed at apex; inflorescence: branching with solitary heads; leaves: dense basal rosette, leaves up stem alternate, pubescent; stem: pubescent, red at base becoming green at top",,"Gardner, M., Varone, E.:In Field:16 JUL 2020","2:16 JUL 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",,,,,2,MG23,AEL,3-Feb,7.5YR 3/1,44133,HYMENOXYS,hoopesii,2020,
'SOS-CO932-409,HEMU3-SOS-CO932-409-JACKSON-20,0.0103,1360119,0.0333,HEMU3,showy goldeneye,Heliomeris,multiflora,,,,,Heliomeris multiflora,ASTERACEAE,HEMU3,8/26/2020,CO932-409,409,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Jackson,BLM Area,Dirt trail,"Take CO-14 E off Us-40 E, follow road about .5 miles, there are small pull-offs on either side of road, park car and go under fenced gate, follow game trails south up the hill about another .5 miles to GPS point","40°23' 4.902"" N","106°34' 13.3068"" W",40.38469,-106.57036,GPS,WGS84,2647,M,BLM,Populus tremuloides:Poa sp.:Wyethia amplexicaulis:Erigeron speciosus:Eriogonum umbellatum:Artemisia tridentata:Lupinus sp.,,Hillslope,20,NW,"Aspen forest, mixed foothills shrubland",Recreation,Pierre shale,Silt,1000,"<3,000",26,P,"Stems branching, leaves linear to ovate, short hairy, singular flower heads, yellow ray flowers, yellow disk flowers",,"M. Gardner, E. Varone DBG:In Field:03 AUG 2020","2:03 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",,,44075,44091,,EV16,AEL,1-1.5,10YR 4/2,44133,HELIOMERIS,multiflora,2020,
'SOS-CO932-410,ERSP4-SOS-CO932-410-GRAND-20,0.004,2945454,0.0153,ERSP4,aspen fleabane,Erigeron,speciosus,,,,,Erigeron speciosus,ASTERACEAE,ERSP4,8/27/2020,CO932-410,410,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Grand,BLM Area,"Dirt road, trail","From Tabernash, head south on US-40E, turn left/east onto CO HWY 83, turn left/north onto CO Rd 84/FS 129, turn left/north onto Strawberry Rd, continue onto US Forest Service Road 2751 for about 2.4 miles to GPS point","40°1' 23.7864"" N","106°50' 24.8634"" W",40.02327,-106.84023,GPS,WGS84,2793,M,BLM,Pinus sp.:Populus tremuloides:Poa sp.:Achillea millefolium:Purshia tridentata:Cirsium sp.:Elymus elymoides:Aster sp.,,Swell,4,SE,Mixed forest,Recreation,"Igneous, granite","Silt, Sand",400,"<1,000",22,P,"Erect stems, cauline leaves oblanceolate to ovate, glabrous, involucre glandular, flowers in terminal groups, blue violet rays, yellow disks",,"M. Gardner, E. Varone DBG:In Field:03 SEP 2020","2:03 SEP 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",,,,,,EV22,AEL,.8-1,7.5YR 3/1,44133,ERIGERON,speciosus,2020,
'SOS-CO932-411,ERSP4-SOS-CO932-411-EAGLE-20,0.0034,3600000,0.0125,ERSP4,aspen fleabane,Erigeron,speciosus,,,,,Erigeron speciosus,ASTERACEAE,ERSP4,9/2/2020,CO932-411,411,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Routt,BLM area,Dirt road/trail,"From Toponas going south CO-131, 2.4 miles after passing CO-134 turn off, turn into King Mountain Trailhead parking lot. Park and walk southwest up old dirt road about 0.55 miles where footpath head northwest off dirt road toward aspen grove. Population is about 0.2 miles down trail, on both sides of trail in sagebrush.","40°1' 39.6228"" N","106°47' 33.5538"" W",40.02767,-106.79265,GPS,WGS84,2551,M,BLM,Artemisia tridentata:Ericameria parryi:Populus tremuloides:Poa sp.:Artemisia sp.,,hillslope,24,NE,sagebrush shrubland; mixed aspen conifer forest,recreation,"Mesozoic and Paleozoic, sedimentary, clastic",Clay,500,<2000,22,P,"flowers: light purple ray, yellow disc; leaves: alternate, slightly toothed, sessile, oblanceolate, pubescent; stems: green, pubescent",,"Gardner, M., Varone, E.:In Field:02 SEP 2020","2:02 SEP 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",,,,,2,MG33,AEL,1,7.5YR 3/1,44133,ERIGERON,speciosus,2020,
'SOS-CO932-412,ORLU2-SOS-CO932-412-GRAND-20,0.0031,3910334,0.0115,ORLU2,yellow owl's-clover,Orthocarpus,luteus,,,,,Orthocarpus luteus,SCROPHULARIACEAE,ORLU2,9/3/2020,CO932-412,412,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Grand,BLM area,Dirt road/trail,"From Tabernash going south on US-40, go east onto Co HWY 83. At the split go north on USFS 129/County Rd 84. Follow 84 for 0.8 miles and go west onto Strawberry Rd. Follow Strawberry Rd/USFS 2751 for 2.8 miles. Pull into camp spot on southwest side of road. Population is in field at campsite, along USFS 2751, and along trail that goes from campsite on east side of road. Trail runs parallel to 2751 and comes out at pull off to the east 0.6 miles from campsite.","40°1' 10.8264"" N","106°50' 32.8164"" W",40.01967,-106.84244,GPS,WGS84,2783,M,BLM,Populus tremuloides:Erigeron speciosus:Pascopyrum smithii:Ericameria parryi:Juniperus scopulorum:Pinus sp.:Poa sp.,,swell,2,SE,aspen conifer mixed forest; grassy meadow,recreation,"Early Proterozoic, igneous, granite, granodiorite, quartz monzonite","Clay, Other : loam",500,<1500,30,P,"flowers: yellow, partly covered by calyx; leaves: sessile, lanceolate, purple to reddish, green toward top of stem, pubescent; stem: red to purple, pubescent; seed pods: brown and dry if mature, green when immature",,"Gardner, M., Varone, E.:In Field:27 AUG 2020","2:03 SEP 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",,,,,2,MG34,AEL,0.3-0.8,10YR 4/3,44133,ORTHOCARPUS,luteus,2020,
'SOS-CO932-413,MEMU3-SOS-CO932-413-EAGLE-20,0.0158,715457,0.0633,MEMU3,Adonis blazingstar,Mentzelia,multiflora,,,,,Mentzelia multiflora,LOASACEAE,MEMU3,9/10/2020,CO932-413,413,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Eagle,BLM area,Dirt road,"Take CO-131 south from Toponas, turn south west on Colorado River Rd headed southwest toward Bond. Follow Colorado River Rd for 1 mile. Population is on northwest side of road on berm.","39°54' 40.3734"" N","106°44' 38.9358"" W",39.91121,-106.74414,GPS,WGS84,2050,M,BLM,Artemisia tridentata:Juniperus scopulorum:Senecio spartioides:Pinus edulis:Ericameria nauseosa:Opuntia sp.,,"hillslope, berm",0,SE,sagebrush shrubland; pinyon juniper forest; roadside berm,recreation,"Maroon Fm, sedimentary, sandstone, siltstone, conglomerate, limestone","Clay, Other : loam",50,100,1,P,"flowers: yellow petals, orange-yellow sepals; leaves: linear on stem and lobed at base, hirsute; stem: brownish red, hirsute, highly branched",,"Gardner, M., Varone, E.:In Field:02 SEP 2020","2:10 SEP 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",,,44090,,2,MG35,AEL,1-1.5,5YR 3/4,44133,MENTZELIA,multiflora,2020,
'SOS-CO932-414,ERNA10-SOS-CO932-414-JACKSON-20,0.0158,609677,0.0743,ERNA10,rubber rabbitbrush,Ericameria,nauseosa,,,,,Ericameria nauseosa,ASTERACEAE,ERNA10,9/15/2020,CO932-414,414,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Jackson,BLM area,OHV area,"From Cowdrey go north on 125, turn east onto 6E, follow 6E for 3.4 miles and turn southeast toward North Sand Hills. Continue southeast for 2.3 miles driving past the information center. Turn northeast up hill toward dunefield 0.8 miles past info center. Travel northeast up sandy road 0.24 miles until arriving at aspen grove camp site. Population is northeast and southeast of camp site/aspen grove in sagebrush shrubland.","40°52' 13.9614"" N","106°12' 24.498"" W",40.87054,-106.2068,GPS,WGS84,2590,M,BLM,Artemisia tridentata:Agoseris glauca:Eriogonum umbellatum:Chrysothamnus viscidiflorus:Achnatherum hymenoides:Crepis acuminata,,dune,12,SW,sagebrush shrubland; aspen forest; sand dunes,recreation,"Eolian deposit, dune sand, silt, Peoria loess",Sand,1000,"<3,000",20,P,"flowers: yellow disc, lacking rays, terminal cymose clusters; leaves: sage/green leaves, tomentose, sessile, alternate; stem: green at top, turning gray, flaky and woody with age",,"Gardner, M., Varone, E.:In Field:29 JUL 2020","2:13 AUG 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",,,,,2,MG29,AEL,4-Jan,2.5Y 5/2,44133,ERICAMERIA,nauseosa,2020,
'SOS-CO932-415,ELEL5-SOS-CO932-415-JACKSON-20,0.0309,366752,0.1236,ELEL5,squirreltail (Bottlebrush),Elymus,elymoides,,,,,Elymus elymoides,POACEAE,ELEL5,9/15/2020,CO932-415,415,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Jackson,BLM Area,,"From US-40E/CO-14E intersection take CO-14E for 17.4 miles, turn right/east onto CO Rd 34, follow for about 3 miles, take a slight right/southeast and follow dirt road to GPS point. Population is in grassy fields","40°33' 51.21"" N","106°20' 52.7058"" W",40.56422,-106.34797,GPS,WGS84,2493,M,BLM,Artemisia tridentata:Aster sp.:Juncus sp.:Carex sp.:Poa sp.:Salix sp.:Sarcobatus sp.:Populus tremuloides,,Floodplain,0,,"Wetland meadow, mixed foothills, grassland/shrubland",Recreation,"Coalmont FM, sandstone, shale, coal",Sand,1015,"<5,000",36,P,"Culms erect to spreading, sheaths open, glabrous to pubescent, purplish, blades flat to folded to in-rolled, ascending, inflorescence compact to open, entire rachis disarticulate, fading to straw",,"M. Gardner, E. Varone DBG:In Field:26 AUG 2020","2:26 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",,,,,,EV21,AEL,.5-.7,10YR 4/3,44133,ELYMUS,elymoides,2020,
'SOS-CO932-416,ASSP-SOS-CO932-416-EAGLE-20,0.1565,78002,0.5815,ASSP,showy milkweed,Asclepias,speciosa,,,,,Asclepias speciosa,ASCLEPIADACEAE,ASSP,9/16/2020,CO932-416,416,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Eagle,BLM Area,CO-131,"From Wolcott, follow CO-131 north to GPS point, about .4 miles. Collection is along ditch .4 miles up/west the road","39°42' 16.2246"" N","106°40' 48.612"" W",39.7045,-106.68017,GPS,WGS84,2163,M,BLM,Artemisia tridentata:Bromus sp.:Poa sp.:Rumex sp.,,Flat,0,,Mixed foothills sagebrush shrubland,Recreation,"Sedimentary, shale, limestone",Clay,100,<500,1.5,P,"Unbranched erect stem, leaves opposite, larger, lance-ovate, pubescent, solitary umbels, dense white pubescent, terminal, corolla pink-cream, horns present",,"M. Gardner, E. Varone DBG:In Field:21 JUL 2020","2:21 JUL 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",,,,,,EV13,AEL,4-Mar,2.5YR 5/1,44133,ASCLEPIAS,speciosa,2020,
'SOS-CO932-417,CHVI8-SOS-CO932-417-GRAND-20,0.0054,1139698,0.0397,CHVI8,yellow rabbitbrush,Chrysothamnus,viscidiflorus,,,,,Chrysothamnus viscidiflorus,ASTERACEAE,CHVI8,9/16/2020,CO932-417,417,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Grand,BLM Area,Dirt road,"From Parshall take CO HWY 20 from US-40 E, follow for about 3.7 miles, park and walk to GPS point","40°3' 57.2688"" N","106°8' 0.9018"" W",40.0659,-106.13358,GPS,WGS84,2553,M,BLM,Artemisia tridentata:Eriogonum umbellatum:Penstemon sp.:Poa sp.:Achillea millefolium:Ericameria parryi:Aster sp.,,Upland hillslope,5,NW,"Sagebrush shrubland, foothills grassland",Recreation,"Igneous, granite",Silt,1000,"<3,000",28,P,"Tan/gray flaky bark, leaves opposite, sessile, twisted, flower dense panicle above leaf, 3-5 bracts, tips acute to obtuse/round, imbricate, sticky, disk flowers yellow",,"M. Gardner, E. Varone DBG:In Field:12 AUG 2020","2:12 AUG 0202:Smithsonian (US), Denver Botanic Gardens (KHD)",,,,,,EV17,AEL,.7-1.5,7.5YR 3/2,44133,CHRYSOTHAMNUS,viscidiflorus,2020,
'SOS-CO932-419,ERNA10-SOS-CO932-419-JACKSON-20,0.0193,526218,0.0861,ERNA10,rubber rabbitbrush,Ericameria,nauseosa,,,,,Ericameria nauseosa,ASTERACEAE,ERNA10,9/17/2020,CO932-419,419,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Jackson,BLM area,Dirt road,"From Coalmont on 26, take CO-14 southwest for 9 miles. Turn west onto dirt road with mailbox at the end running parallel to Lawrence Number 1 Ditch. Follow for 0.2 miles and veer south at split in road. Population is 0.15 miles down road, both northwest and southeast sides of road.","40°26' 39.5484"" N","106°27' 4.536"" W",40.44431,-106.45126,GPS,WGS84,2566,M,BLM,Artemisia tridentata:Lupinus argenteus:Eriogonum umbellatum:Symphoricarpos rotundifolius:Chrysothamnus viscidiflorus,,hillslope,11,NW,sagebrush shrubland; open dry hillside,recreation,"Coalmont Fm, sandstone, conglomerate, shale, coal",Clay,1500,"<5,000",17,P,"flowers: yellow disc, lacking rays, terminal cymose clusters; leaves: sage/green leaves, tomentose, sessile, alternate; stem: green at top, turning gray, flaky and woody with age",,"Gardner, M., Varone, E.:In Field:17 SEP 2020","2:17 SEP 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",,,,,2,MG36,AEL,1-4.5,10YR 3/2,44133,ERICAMERIA,nauseosa,2020,
'SOS-CO932-423,CHVI8-SOS-CO932-423-GRAND-20,0.0109,1239344,0.0365,CHVI8,yellow rabbitbrush,Chrysothamnus,viscidiflorus,,,,,Chrysothamnus viscidiflorus,ASTERACEAE,CHVI8,9/24/2020,CO932-423,423,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Grand,BLM Area,,"Highway 9 to Williams Peak Rd/FS200, go through gate, follow dirt road about 1.5 miles to GPS point. Collected on right/south side continuing uphill","34°54' 53.5674"" N","106°18' 7.0698"" W",34.91487,-106.30196,GPS,WGS84,2526,M,BLM,Artemisia tridentata:Amelanchier alnifolia:Poa sp.:Ericameria nauseosa:Balsamorhiza sagittata:Aster sp.,,"Flat, swell",2,NW,Sagebrush shrubland,Recreation,Pierre shale,Silt,1000,"<3,000",26,P,"Tan/gray flaky bark, leaves opposite, sessile, twisted, flower dense panicle above leaf, 3-5 bracts, tips acute to obtuse/round, imbricate, sticky, disk flowers yellow",,"M. Gardner, E. Varone DBG:In Field:12 AUG 2020","2:12 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",,,,,,EV18,AEL,.7 - 1.5,10YR 3/2,44133,CHRYSOTHAMNUS,viscidiflorus,2020,
'SOS-CO932-424,ERNA10-SOS-CO932-424-GRAND-20,0.0046,1230602,0.0368,ERNA10,rubber rabbitbrush,Ericameria,nauseosa,,,,,Ericameria nauseosa,ASTERACEAE,ERNA10,9/24/2020,CO932-424,424,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Grand,BLM Area,,"From Kremmling head east on Park Ave/US-40, turn left/north onto 22nd St, continue onto CO HWY 22 for about 8.3 miles, turn left/north onto County Rd 2, follow for about 5.3 miles to GPS point","40°12' 4.5354"" N","106°19' 49.476"" W",40.20125,-106.33041,GPS,WGS84,2528,M,BLM,Artemisia tridentata:Symphoricarpos rotundifolius:Amelanchier alnifolia:Eriogonum umbellatum:Ericameria parryi:Chrysothamnus viscidiflorus:Achillea millefolium:Populus tremuloides:Poa sp.,,Hillslope,25,NE,Sagebrush shrubland,"Recreation, grazing","Troublesome FM, sedimentary, sandstone, siltstone",Clay,1000,"<3,000",28,P,"Flexible, dense tomentum, white-greenish stems, leaves linear, alternate, crowded terminal cymose clusters, involucre strongly imbricate, ray flowers yellow",,"M. Gardner, E. Varone DBG:In Field:17 AUG 2020","2:17 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",,,,,,EV19,AEL,6-Jan,10YR 4/2,44133,ERICAMERIA,nauseosa,2020,
'SOS-CO932-425,CHVI8-SOS-CO932-425-EAGLE-20,0.0056,1232608,0.0367,CHVI8,yellow rabbitbrush,Chrysothamnus,viscidiflorus,,,,,Chrysothamnus viscidiflorus,ASTERACEAE,CHVI8,9/30/2020,CO932-425,425,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Eagle,BLM area,Dirt road,"Take CO-131 south from Toponas, turn south west on Colorado River Rd, follow for 1.4 miles and turn north 8600. Follow 8600 for 0.4 miles taking the two-track northwest. Stop at Y. Population is about 0.1 miles on both west and east sides of ditch spreading up the hillsides.","39°54' 37.5042"" N","106°45' 6.0258"" W",39.91041,-106.75167,GPS,WGS84,2045,M,BLM,Artemisia tridentata:Artemisia nova:Juniperus scopulorum:Senecio spartioides:Pinus edulis:Ericameria nauseosa:Astragalus pardalinus:Opuntia sp.,,ditch/floodplain/swell,0,SW,sagebrush shrubland; pinyon juniper forest; wash,recreation,"Minturn Fm, sedimentary, sandstone, conglomerate, shale, limestone",Clay,1000,"<5,000",7,B,"flowers: disc bright yellow, lacking rays, 1-3 florets per head; leaves: alternate, sessile, twisted; stem: brown and flaky at base and green at top",,"Gardner, M., Varone, E.:In Field:25 AUG 2020","2:25 AUG 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",,,,,2,MG31,AEL,0.5-1.5,5YR 4/3,44133,CHRYSOTHAMNUS,viscidiflorus,2020,
'SOS-CO932-426,ERNA10-SOS-CO932-426-EAGLE-20,0.0168,400777,0.1131,ERNA10,rubber rabbitbrush,Ericameria,nauseosa,,,,,Ericameria nauseosa,ASTERACEAE,ERNA10,9/30/2020,CO932-426,426,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Eagle,BLM Area,,"From Toponas, head south on CO-131 S, after about 2 miles take a right/west onto Colorado River Rd, follow for about 1.5 miles then take a right/north onto 8600, follow for about .4 miles, park and walk out to GPS point","39°54' 37.5366"" N","106°45' 6.0696"" W",39.91042,-106.75168,GPS,WGS84,2045,M,BLM,Artemisia tridentata:Chrysothamnus viscidiflorus:Senecio spartioides:Juniperus sp.:Pinus sp.:Aster sp.:Poa sp.:Opuntia sp.:Astragalus sp.,,"Flat, swell",0,SW,Sagebrush shrubland,Recreation,"Minturn FM, sedimentary, sandstone",Clay,2000,"<5,000",30,P,"Flexible, dense tomentum, white-greenish stems, leaves linear, alternate, crowded terminal cymose clusters, involucre strongly imbricate, ray flowers yellow",,"M. Gardner, E. Varone DBG:In Field:25 AUG 2020","2:25 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",,,44111,,,EV20,AEL,6-Jan,5YR 4/3,44133,ERICAMERIA,nauseosa,2020,
'SOS-CO932-427,ERNA10-SOS-CO932-427-GRAND-20,0.0082,637078,0.0711,ERNA10,rubber rabbitbrush,Ericameria,nauseosa,,,,,Ericameria nauseosa,ASTERACEAE,ERNA10,10/8/2020,CO932-427,427,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Grand,BLM Area,,"From Kremmling head south on CO-9S/6th St for about 2 miles, turn left/east onto CO HWY 33, follow for 6 miles to pull off on left/north, park and walk over to GPS point","40°27' 38.4498"" N","106°16' 9.3462"" W",40.46068,-106.26926,GPS,WGS84,2306,M,BLM,Artemisia tridentata:Populus tremuloides:Chrysothamnus viscidiflorus:Salix sp.:Carex sp.:Juncus sp.:Juniperus sp.:Bromus sp.:Poa sp.,,"Floodplain, swell",2,W,"Sagebrush shrubland, riparian",Recreation,"Igneous, granite, quartz",Clay,2000,"<5,000",7,P,"Flexible, dense tomentum, white-greenish stems, leaves linear, alternate, crowded terminal cymose clusters, involucre strongly imbricate, ray flowers yellow",,"M. Gardner, E. Varone DBG:In Field:08 OCT 2020","2:08 OCT 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",,,,,,EV26,AEL,6-Jan,7.5YR 4/2,44133,ERICAMERIA,nauseosa,2020,
'SOS-CO932-428,ARTRV-SOS-CO932-428-ROUTT-20,0.0047,2362500,0.0191,ARTRV,mountain big sagebrush,Artemisia,tridentata,spp.,vaseyana,,,Artemisia tridentata ssp. vaseyana,ASTERACEAE,ARTRV,10/22/2020,CO932-428,428,CO932,,"Gardner, M., Varone, E.",US,21E,Southern Rockies (Omernik),Colorado,Routt,BLM Area,Ridge Trail,"From Steamboat Springs take US-40W/S Lincoln Ave north, turn left/northwest onto 13th St, continue onto CO Rd 33, turn left/south onto CO Rd 45, for .9 miles to Emerald Mountain, park in the lot and walk up the multi-use trail, species is in lot and follows trails","40°27' 15.5658"" N","106°55' 1.4046"" W",40.45432,-106.91705,GPS,WGS84,2085,M,BLM,Wyethia arizonica:Aster sp.:Quercus sp.:Populus tremuloides:Pinus sp.:Lupinus sp.:Poa sp.:Pascopyrum smithii,,"Flat mesa, swell",10,"SW, W",Mixed woodland,Recreation,"Mancos shale, sandstone",Silt,1000,"<3,000",22,P,"Silky tomentose throughout vegetative parts, leaves 3-lobed at tip, wedge shaped at base, floral erect, dense narrow panicles, rays lacking, disks yellow",,"M. Gardner, E. Varone DBG:In Field:09 SEP 2020","2:09 SEP 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",,,,,,EV24,AEL,1.3-3.2,7.5YR 3/1,44133,ARTEMISIA,tridentata,2020,
'SOS-NV030-1506,PUNU2-SOS-NV030-1506-MONO-20,0.0086,1325316,0.0342,PUNU2,Nuttall's alkaligrass,Puccinellia,nuttalliana,,,,,Puccinellia nuttalliana,POACEAE,PUNU2,8/25/2020,NV030-1506,1506,NV030,,"McCreary, M., Mahlmeister, K.",US,13E,Central Basin and Range (Omernik),California,Mono,Inyo National Forest,Mono Lake,Grassy area near lakeshore. North of large rabbitbrush patch.,"38°03' 10.4890"" N","119°04' 31.6173"" W",38.05291,-119.07544,Map,Google Map,6390,FT,Forest Service,Distichlis sp.:Hordeum jubatum:Sarcobatus vermiculatus:Sarcobatus sp.,NA,Ancient lake bed,,,Sedge dominated marshy wetland,Recreation,Salt marsh,Sand,200,1000,2,P,,,D. Tonenna - BLM:From pressed specimen on day of collection:25 AUG 2020,0::,,,,,1,,WEB,1,5 Y 2.5/1,44148,PUCCINELLIA,nuttalliana,2020,
'SOS-NV030-1507,ERUM-SOS-NV030-1507-MONO-20,0.124,137746,0.3292,ERUM,sulphur-flower buckwheat,Eriogonum,umbellatum,,,,,Eriogonum umbellatum,POLYGONACEAE,ERUM,9/2/2020,NV030-1507,1507,NV030,,"McCreary, M., Mahlmeister, K.",US,5E,Sierra Nevada (Omernik),California,Mono,Inyo National Forest,Grant Lake,"End of service road. West of 158, drive to turnaround point, hike East towards Grant Lake Marina, between road and first ""shelf""/plateau","37°50' 05.6"" N","119°07' 38.6"" W",37.83488,-119.12738,Map,Google Map,"7,500-7,600",FT,Forest Service,Purshia tridentata:Artemisia tridentata:Ribes cereum,NA,Hill/mountain side,45,E,Antelope bitterbrush and Big Sagebrush dominated hillside,Recreation,Mountain hillside,Sand,5000,>5000,5,P,,,D. Tonenna -- BLM:From pressed specimen on day of collection:02 SEP 2020,0::,,,,,1,,WEB,1,2.5 Y 4/3,44148,ERIOGONUM,umbellatum,2020,
'SOS-NV030-1508,ANLI2-SOS-NV030-1508-MONO-20,0.332,73443,0.6176,ANLI2,poison angelica,Angelica,lineariloba,,,,,Angelica lineariloba,APIACEAE,ANLI2,9/3/2020,NV030-1508,1508,NV030,,"McCreary, M., Mahlmeister, K., Tonenna, D.",US,13E,Central Basin and Range (Omernik),California,Mono,Inyo National Forest,Mono Craters,"From 395 S, turn east onto HWY 120. Follow 120 for approx. 3 miles. Then turn left onto Mono Craters road. Follow dirt road for approx. 0.3 miles, keeping left at fork. Road ends in parking area. Follow hiking path around the mountain and up through the valley for approx. 1.5 miles, Plants are on either side of trail up and down slope.","37°51' 01.6"" N","119°04' 58.0"" W",37.85044,-119.08277,Map,Google Map,7246,FT,Forest Service,Purshia tridentata:Chrysothamnus viscidiflorus:Artemisia tridentata ssp. vaseyana:Pinus jeffreyi:Achnatherum hymenoides:Eriogonum umbellatum,NA,Dormant volcano,45,,"Population on either side of service road between Mono Craters, occurs on hillside adjacent to outer rim of crater",Recreation,"Pumice gravel, sand",Sand,500,"500-1,000",3,P,,,D. Tonenna - BLM:In Field:10 AUG 2020,0::,,,,,1,,WEB,3,% Y 5/1,44148,ANGELICA,lineariloba,2020,
'SOS-NV030-1509,ASFA-SOS-NV030-1509-WASHOE-20,0.1179,100176,0.4527,ASFA,Mexican whorled milkweed,Asclepias,fascicularis,,,,,Asclepias fascicularis,ASCLEPIADACEAE,ASFA,9/10/2020,NV030-1509,1509,NV030,,"McCreary, M., Mahlmeister, K., Tonenna, D.",US,13E,Central Basin and Range (Omernik),Nevada,Washoe,Washoe Lake State Park,Miner's Mayhem parking lot,"West of Eastlake Blvd., off of County road 222. Around parking lot with mine maze and between this parking lot and the group area parking lot.","39°14' 21.3"" N","119°46' 02.3"" W",39.23925,-119.7673,Map,,5033,FT,State of Nevada,Artemisia tridentata:Ericameria nauseosa:Tetradymia canescens,Grazed:Human foot traffic,Lakeshore,,,"Polar and High Montane Scrub, Grassland, and Barrens; wetland area in valley",Recreation,Valley basin,Sand,75,100,2,P,,,D. Tonenna - BLM:In Field:10 SEP 2020,0::,,,44095,,1,,WEB,3,5 yr 3/1,44151,ASCLEPIAS,fascicularis,2020,
