NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CN+R1+M1:N84,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Triadenum virginicum,CLUSIACEAE,TRVI2,26-Oct-17,NEWFS-831,831,NEWFS,,"Kang, K.; Cecil, A.; Estevez, C.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,Rattlesnake Brok,,"Park at intersection between South Main St. and Narrows Rd in Freetown, MA. Walk in 0.2 miles to muddy flats.","41°46' 51.7"" N","71°05' 09.2"" W",41.78102,-71.08588,GPS,NAD83,12,FT,MA DER/Town of Freetown,Eleocharis obtusa:Cephalanthus occidentalis:Pontederia cordata:Carex stricta:Juncus canadensis:Dulichium arundinaceum:Scirpus cyperinus:Hypericum sp.,Flooded:Excavation,Brackish wetland,,,Brackish wetland,Conservation/recreation,Granite,"Clay, Silt",517 plants sampled,2000+,1,P,ûopposite leaves with pink bulbous fruitsû,,M. Piantedosi - NEWFS:In Field:26 OCT 2017,1:26 OCT 2017:Smithsonian,,,,,1,200,WEB,1,"7.5 YR 3/1 ""very dark grey""",15-Dec-17,TRIADENUM,virginicum,2017,
Cephalanthus occidentalis,RUBIACEAE,CEOC2,26-Oct-17,NEWFS-832,832,NEWFS,,"Cecil, A.; Estevez, C.; Tokarz, E.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,Rattlesnake Brook,,"Park at intersection between South Main St. and Narrows Rd in Freetown, MA. Walk in 0.2 miles to muddy flats.","41°46' 51.7"" N","71°05' 09.2"" W",41.78102,-71.08588,GPS,NAD83,12,FT,MA DER/Town of Freetown,Eleocharis obtusa:Triadenum virginicum:Pontederia cordata:Spiraea tomentosa:Clethra alnifolia:Carex stricta:Chamaedaphne calyculata,Flooded:Excavation,Brackish wetland,,,Brackish wetland,Conservation/recreation,Granite,"Clay, Silt",127 plants sampled,500+,1,P,"ûball-like multiple fruit shatters into individual fruits when ripens, greenish to brownish colorû",,M. Piantedosi - NEWFS:In Field:26 OCT 2017,1:26 OCT 2017:Smithsonian,,,,,1,201,WEB,3,"7.5 YR 3/1 ""very dark grey""",15-Dec-17,CEPHALANTHUS,occidentalis,2017,
Scirpus cyperinus,CYPERACEAE,SCCY,26-Oct-17,NEWFS-833,833,NEWFS,,"Cecil, A.; Estevez, C.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,Rattlesnake Brook,,"Park at intersection between South Main St. and Narrows Rd in Freetown, MA. Walk in 0.2 miles to muddy flats.","41°46' 51.7"" N","71°05' 09.2"" W",41.78102,-71.08588,GPS,NAD83,12,FT,MA DER/Town of Freetown,Triadenum virginicum:Pontederia cordata:Chamaedaphne calyculata:Cephalanthus occidentalis:Spiraea tomentosa:Carex stricta,Flooded:Excavation,Brackish wetland,,,Brackish wetland,Conservation/recreation,Granite,"Clay, Silt",142 plants sampled,300+,1,P,ûsmall white seeds loosely wrapped up in drooping terminal wooly inflorescenceû,,M. Piantedosi - NEWFS:In Field:26 OCT 2017,1:26 OCT 2017:Smithsonian,,,,,1,202,WEB,4-Mar,"7.5 YR 3/1 ""very dark grey""",15-Dec-17,SCIRPUS,cyperinus,2017,
Spiraea tomentosa,ROSACEAE,SPTO2,26-Oct-17,NEWFS-835,835,NEWFS,,"Kang, K.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,Rattlesnake Brook,,"Park at intersection between South Main St. and Narrows Rd in Freetown, MA. Walk in 0.2 miles to muddy flats.","41°46' 51.7"" N","71°05' 09.2"" W",41.78102,-71.08588,GPS,NAD83,12,FT,MA DER/Town of Freetown,Triadenum virginicum:Pontederia cordata:Cephalanthus occidentalis:Cephalanthus occidentalis:Scirpus cyperinus,Flooded:Excavation,Brackish wetland,,,Brackish wetland,Conservation/recreation,Granite,"Clay, Silt",113 plants sampled,150+,1,P,"ûseeds arranged in circles of six at varying levels, spiraling along inflorescenceû",,M. Piantedosi - NEWFS:In Field:26 OCT 2017,1:26 OCT 2017:Smithsonian,,,,,1,204,WEB,4-Feb,"7.5 YR 3/1 ""very dark grey""",15-Dec-17,SPIRAEA,tomentosa,2017,
Spiraea alba,ROSACEAE,SPAL2,26-Oct-17,NEWFS-837,837,NEWFS,,"Tokarz, E.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,Rattlesnake Brook,,"Park at intersection between South Main St. and Narrows Rd in Freetown, MA. Walk in 0.2 miles to muddy flats.","41°46' 51.7"" N","71°05' 09.2"" W",41.78102,-71.08588,GPS,NAD83,12,FT,MA DER/Town of Freetown,Pontederia cordata:Cephalanthus occidentalis:Solidago rugosa:Scirpus cyperinus:Scirpus cyperinus,Flooded:Excavation,Brackish wetland,,,Brackish wetland,Conservation/recreation,Granite,"Clay, Silt",40 plants sampled,75+,1,P,"ûUpright stems; leaves alternate, narrow, toothed; five-locular dehiscent fruitû",,M. Piantedosi - NEWFS:In Field:26 OCT 2017,1:26 OCT 2017:Smithsonian,,,,,1,206,WEB,4-Mar,"7.5 YR 3/1 ""very dark grey""",15-Dec-17,SPIRAEA,alba,2017,
Chamaedaphne calyculata,ERICACEAE,CHCA2,26-Oct-17,NEWFS-838,838,NEWFS,,"Kang, K.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,Rattlesnake Brook,,"Park at intersection between South Main St. and Narrows Rd in Freetown, MA. Walk in 0.2 miles to muddy flats.","41°46' 51.7"" N","71°05' 09.2"" W",41.78102,-71.08588,GPS,NAD83,96,FT,MA DER/Town of Freetown,:Cephalanthus occidentalis:Carex stricta:Scirpus cyperinus:Clethra alnifolia,Flooded:Excavation,Brackish wetland,,,Brackish wetland,Conservation/recreation,Granite,"Clay, Silt",50 plants sampled,120+,2,P,"ûLeaves waxy, upright, with finely toothed margins that roll under slightly; forms clonal thicketsû",,M. Piantedosi - NEWFS:In Field:26 OCT 2017,1 :26 OCT 2017:Smithsonian,,,,,1,207,WEB,4-Mar,"7.5 YR 3/1 ""very dark grey""",15-Dec-17,CHAMAEDAPHNE,calyculata,2017,
Solidago rugosa,ASTERACEAE,SORU2,26-Oct-17,NEWFS-839,839,NEWFS,,"Estevez, C.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,,Rattlesnake Brook,,"Park at intersection between South Main St. and Narrows Rd in Freetown, MA. Walk in 0.2 miles to muddy flats.","41°46' 51.7"" N","71°05' 09.2"" W",41.78102,-71.08588,GPS,NAD83,12,FT,MA DER/Town of Freetown,Cephalanthus occidentalis:Scirpus cyperinus:Scirpus cyperinus:Clethra alnifolia:Spiraea alba:Hypericum sp.,Flooded:Excavation,Brackish wetland,,,Brakcish wetland,Conservation/recreation,Granite,"Clay, Silt",103 plants sampled,150,1,P,ûspreading and slightly nodding inflorescence; leaves are pubescent on both the adaxial and abaxial leaf surfaces; leaves have a prominent mid vein and are sharply serrated; leaves feel rough to the touch and look particularly wrinklyû,,M. Piantedosi - NEWFS:In Field:26 OCT 2017,1:26 OCT 2017:Smithsonian,,,,,1,208,WEB,3-Feb,"7.5 YR 3/1 ""very dark grey""",15-Dec-17,SOLIDAGO,rugosa,2017,
Euthamia graminifolia,ASTERACEAE,EUGR5,27-Oct-17,NEWFS-840,840,NEWFS,,"Tokarz, E.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,"Grape Island, Boston Harbor Islands",,"Take ferry to the island from Hingham marina. Follow the main trials around the island to find population scattered in fields, thickets, and disturbed areas.","42°16' 07.5"" N","70°55' 14.1"" W",42.26875,-70.92058,GPS,NAD83,7,FT,National Park Service,Rosa multiflora:Celastrus orbiculatus:Rhus typhina:Betula populifolia:Ailanthus altissima:Ailanthus altissima:Ailanthus altissima:Solidago rugosa:Solidago rugosa:Lycopus americanus:Mimulus ringens,Grazed,Thicket/anthropogenic,,,Thicket/anthropogenic,Conservation/recreation,Marine sediment,"Clay, Silt",84 plants sampled,300,2,P,"ûLeaves alternate, linear, with three conspicuous veins. Composite flowers are flat-headedû",,M. Piantedosi - NEWFS:In Field:27 OCT 2017,2:27 OCT 2017:SmithsonianûNew England Wild Flower Society,,,,,1,209,WEB,3-Jan,"10 YR 4/2 ""dark grayish brown""",15-Dec-17,EUTHAMIA,graminifolia,2017,
Betula populifolia,BETULACEAE,BEPO,27-Oct-17,NEWFS-842,842,NEWFS,,"Kang, K.; Cecil, A.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,"Grape Island, Boston Harbor Islands",,"Take ferry to the island from Hingham marina. Population is consistent throughout forest, but collections were made primarily from the trail.","42°16' 08.2"" N","70°55' 14.8"" W",42.26894,-70.92077,GPS,NAD83,77,FT,National Park Service,Rosa multiflora:Celastrus orbiculatus:Acer rubrum:Ailanthus altissima:Schizachyrium scoparium:Solidago rugosa:Rhus typhina:Rubus sp.,,Coastal forest/anthropogenic,,,Coastal forest/anthropogenic,Conservation/recreation,Marine sediment,"Clay, Silt",51 plants sampled,200,3,P,ûGlossy-green triangular leaves that resemble the leaves of Populus sp. but with the white chevroned bark characteristic of Betula sp.. Fruit a catkin. û,,M. Piantedosi - NEWFS:In Field:27 OCT 2017,1 :27 OCT 2017:Smithsonian,,,,,1,211,WEB,25-Oct,"10 YR 4/2 ""dark grayish brown""",15-Dec-17,BETULA,populifolia,2017,
Schizachyrium scoparium,POACEAE,SCSC,27-Oct-17,NEWFS-843,843,NEWFS,,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,"Grape Island, Boston Harbor Islands",Main Trail,"Take ferry to the island from Hingham marina. Population is concentrated on western end of island, off-trail.","42°16' 08.2"" N","70°55' 14.8"" W",42.26894,-70.92077,GPS,NAD83,7,FT,National Park Service,Rhus typhina:Solidago rugosa:Euthamia graminifolia:Morella caroliniensis,,Coastal forest/anthropogenic,,,Coastal forest/anthropogenic,Conservation/recreation,marine sediment,"Clay, Silt",220 plants sampled,1000+,1,P,"ûFruits spaced along grass stalk, with white hairs.û",,M. Piantedosi - NEWFS:In Field:27 OCT 2017,1:27 OCT 2017:Smithsonian,,,,,1,212,WEB,3-Feb,"10 YR 4/2 ""dark grayish brown""",15-Dec-17,SCHIZACHYRIUM,scoparium,2017,
Morella caroliniensis,MYRICACEAE,MOCA7,27-Oct-17,NEWFS-844,844,NEWFS,,"Cecil, A.; Kang, K.; Estevez, C.; Tokarz, E.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,"Grape Island, Boston Harbor Islands",,"Take ferry to the island from Hingham marina. Population is concentrated on western end of island, off-trail.","42°16' 08.2"" N","70°55' 14.8"" W",42.26894,-70.92077,GPS,NAD83,28,FT,National Park Service,Schizachyrium scoparium:Solidago rugosa:Euthamia graminifolia:Rhus typhina,,Coastal forest/anthropogenic,,,Coastal forest/anthropogenic,Conservation/recreation,Marine sediment,"Clay, Silt",61 plants sampled,100+,2,P,"ûdrupes have a bluish waxy coating that rubs off; glossy entire leaves, aromaticû",,M. Piantedosi - NEWFS:In Field:27 OCT 2017,2:27 OCT 2017:SmithsonianûNew England Wild Flower Society,,,,,1,213,WEB,6-Mar,"10 YR 4/2 ""dark grayish brown""",15-Dec-17,MORELLA,caroliniensis,2017,
