Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-NV052-805,ENFA-SOS-NV052-805-CLARK-20,0.012,330419,0.1372,ENFA,brittlebush,Encelia,farinosa,,,,,Encelia farinosa,ASTERACEAE,ENFA,4/23/2020,NV052-805,805,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,River Mountains,N Enduro Canyon,"From highway I-11 S (95 S), take Exit 17 onto Wagonwheel Drive. Turn left onto Wagonwheel Drive. Continue on Wagonwheel Drive for 0.7 miles. At this point Wagonwheel drive turns into Foothills Drive heading north. Continue on Foothills Drive for 1 mile to reach a parking lot for the bike path. From the parking lot, continue over the bike path onto a dirt road. Continue for 0.4 miles, turn southeast (left), continue 400 feet, and turn sharply north (right). Head north for 0.3 miles and turn east (right) to reach parking area. Population found on steep southwestern slopes along first 0.5 miles of foot trail.","36°0 49.5284"" N","114°54' 28.5768"" W",36.01375,-114.90793,GPS,NAD83,2510,FT,BLM,Sphaeralcea ambigua:Eriogonum pusillum:Mentzelia involucrata:Phacelia crenulata:Lotus strigosus:Gilia scopulorum:Perityle emoryi:Opuntia basilaris,None,Mountain,13,W,A3278 CEGL005145 Creosotebush Shrubland,Recreation,Younger rhyolitic flows and shallow intrusive rocks,Other : Sandy loam,50,500+,2,P,Yellow-to-orange ray florets; long ovate-to-deltoid silvery leaves.,,::,3:26 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,140L0619F0309-8,WEB,2-3,10 YR 3/4,44133,ENCELIA,farinosa,2020,
'SOS-NV052-806,PHCR-SOS-NV052-806-CLARK-20,0.0245,408354,0.111,PHCR,cleftleaf wildheliotrope,Phacelia,crenulata,,,,,Phacelia crenulata,HYDROPHYLLACEAE,PHCR,4/23/2020,NV052-806,806,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,River Mountains,N Enduro Canyon,"From highway I-11 S (95 S), take Exit 17 onto Wagonwheel Drive. Turn left onto Wagonwheel Drive. Continue on Wagonwheel Drive for 0.7 miles. At this point Wagonwheel drive turns into Foothills Drive heading north. Continue on Foothills Drive for 1 mile to reach a parking lot for the bike path. From the parking lot, continue over the bike path onto a dirt road. Continue for 0.4 miles, turn southeast (left), continue 400 feet, and turn sharply north (right). Head north for 0.3 miles and turn east (right) to reach parking area. Population found on steep southwestern slopes along first 0.5 miles of foot trail.","36°0 56.3976"" N","114°54' 44.8956"" W",36.01566,-114.91247,GPS,NAD83,2303,FT,BLM,Sphaeralcea ambigua:Eriogonum pusillum:Mentzelia involucrata:Lotus strigosus:Encelia farinosa:Gilia scopulorum:Perityle emoryi:Opuntia basilaris,None,Mountain,13,W,A3278 CEGL005145 Creosotebush Shrubland,Recreation,Younger rhyolitic flows and shallow intrusive rocks,Other : Sandy loam,50,500+,2,P,"Purple to lavender-blue flowers with 5, partly used lobes. Unpleasant odor. Hairs on stems and buds. Leaves deeply lobed.",,::,3:12 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,140L0619F0309-9,WEB,0.5,10 YR 3/4,44133,PHACELIA,crenulata,2020,
'SOS-NV052-807,CABR23-SOS-NV052-807-CLARK-20,0.0154,743590,0.061,CABR23,yellow cups,Camissonia,brevipes,,,,,Camissonia brevipes,ONAGRACEAE,CABR23,4/23/2020,NV052-807,807,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,River Mountains,Water Tank Canyon,"From highway I-11 S (95 S), take Exit 17 onto Wagonwheel Drive. Turn left onto Wagonwheel Drive. Continue on Wagonwheel Drive for 0.7 miles. At this point Wagonwheel drive turns into Foothills Drive heading north. Continue on Foothills Drive for 1 mile to reach a parking lot for the bike path. From the parking lot, continue over the bike path onto a dirt road. Continue east on dirt road for 0.4 miles, take a slight turn south (right) and continue for 0.2 miles, take a slight turn east (left) and continue for 0.1 miles to parking area and a large water tank. A foot trail continues into the canyon on the southern side of the tank. Population found on steep western slopes along first 0.5 miles north side of foot trail.","36°0 32.0724"" N","114°54' 32.2812"" W",36.0089,-114.90896,GPS,NAD83,2398,FT,BLM,Chaenactis fremontii:Calycoseris wrightii:Hymenoclea salsola:Larrea tridentata:Eschscholzia minutiflora:Lotus strigosus,None,Canyon,15,W,A3278 CEGL005145 Creosotebush Shrubland,Recreation,Younger rhyolitic flows and shallow intrusive rocks,Other : Sandy loam,200,1000+,1,P,"Inflorescence in a raceme formation. Flower heads with 4 round yellow petals; broad leaves that are pinnately lobed and growing at or near base. Peduncles, petioles, and buds are hairy.",,::,3:19 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,140L0619F0309-10,WEB,0.8,10 YR 3/4,44133,CAMISSONIA,brevipes,2020,
'SOS-NV052-808,CHFR-SOS-NV052-808-CLARK-20,0.0195,617478,0.0734,CHFR,pincushion flower,Chaenactis,fremontii,,,,,Chaenactis fremontii,ASTERACEAE,CHFR,4/27/2020,NV052-808,808,NV052,,"Calvillo, S., Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Piute-Eldorodo Area of Critical Environmental Concern,"E of Searchlight, NV, NW of Cottonwood Cove","From Cottonwood Cove Road and US Rte. 95 intersection in Searchlight, NV take Cottowood Cove going E. Continue for approximately 6.75 miles then turn N onto a dirt BLM road. 0.55 miles down this road is the center point of the population.","35°29' 0.4632"" N","114°48' 24.6924"" W",35.48346,-114.80685,GPS,WGS84,2273,FT,BLM,Hymenoclea salsola:Amsinckia tessellata:Eriophyllum wallacei:Malacothrix glabrata:Larrea tridentata:Encelia farinosa:Funastrum cynanchoides:Funastrum cynanchoides ssp. heterophyllum,,Wash,2,NE,CEGL005761 Larrea tridentata- Ambrosia dumosa Desert-Hymenoclea salsola Desert shrubland,Recreation/Conservation,Proterozoic basement rocks- felsic phaneritic intrusive rocks,Other : Loamy sand,1300,4000,3,P,,,::,"3:02 APR 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office",,,44040,,,140L0619F0318-7,WEB,0.75,"Dry:10YR 5/3, Wet: 10YR 3/3",44133,CHAENACTIS,fremontii,2020,
'SOS-NV052-809,BAMU-SOS-NV052-809-CLARK-20,0.0258,415765,0.109,BAMU,desert marigold,Baileya,multiradiata,,,,,Baileya multiradiata,ASTERACEAE,BAMU,4/21/2020,NV052-809,809,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Piute/El Dorado,S of NV-163,"From I-95, turn E onto NV-163 and continue for 8.3 miles. Turn S into a dirt parking lot and continue on the main dirt road for 1.5 miles. Population is on both sides of road.","35°9' 12.0708"" N","114°43' 11.9172"" W",35.15335,-114.71997,GPS,NAD83,2651,FT,BLM,Amsinckia tessellata:Larrea tridentata:Porophyllum gracile:Amsonia tomentosa:Lotus rigidus:Stephanomeria pauciflora,None,Hill,6,N,A3277 CEGL005760 Creosotebush - Burrobush - Eastern Mojave Buckwheat Desert Shrubland,Recreation,"Alluvium, undifferentiated",Other : Sandy loam,125,700,2,P,"Stems and leaves are woolly, leaves basal and lower cauline; flower heads solitary, with yellow disk and ray flowers.",,::,3:24 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,43957,,2,140L0619F0309-11,WEB,1,7.5 YR 3/4,44133,BAILEYA,multiradiata,2020,
'SOS-NV052-810,ESMI-SOS-NV052-810-CLARK-20,0.0146,773269,0.0586,ESMI,pygmy poppy,Eschscholzia,minutiflora,,,,,Eschscholzia minutiflora,PAPAVERACEAE,ESMI,4/28/2020,NV052-810,810,NV052,,"Calvillo, S., Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Piute-Eldorado Area of Critical Environmental Concern,South Piute Valley,"From US Rte. 95 and Christmas Tree Pass intersection in Cal-Nev-Ari, NV head S on US Rte. 95 for approximately 5.27 miles. Then turn E on NV-163. Continue for approximately 1.5 miles then turn S onto unmarked dirt road. Continue for .26 miles where you will find the center of the population.","35°11' 10.4352"" N","114°49' 42.2184"" W",35.18623,-114.82839,GPS,WGS84,2729,FT,BLM,Larrea tridentata:Ambrosia dumosa:Malacothrix glabrata:Lupinus sparsiflorus:Amsinckia tessellata:Rafinesquia neomexicana:Brassica tournefortii:Eschscholzia glyptosperma,,Toeslope,1,NW,CEGL002954 Larrea tridentata- Ambrosia dumosa shrubland,"Recreation, Conservation",Proterozoic basement rocks- felsic intrusive rocks,Other : Loamy sand,700,5000,3,P,,,::,"3:13 APR 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office û",,,43955,,,140L0619F0318-8,WEB,0.6,"Dry: 10YR 4/3, Wet: 10YR 5/3",44125,ESCHSCHOLZIA,minutiflora,2020,
'SOS-NV052-811,HYSA-SOS-NV052-811-CLARK-20,0.245,57923,0.783,HYSA,burrobrush,Hymenoclea,salsola,,,,,Hymenoclea salsola,ASTERACEAE,HYSA,4/29/2020,NV052-811,811,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,El Dorado Mountains,Cottonwood Cove Road,"From I-95 in Searchlight, turn E onto Cottonwood Cove Road and continue for 7.7 miles. Turn N onto an unnamed dirt road headed towards Black Mountain and continue for 0.5 miles. Population is found in a wide, sandy wash.","35°29' 5.2944"" N","114°46' 45.3612"" W",35.4848,-114.77926,GPS,NAD83,1900,FT,BLM,Ambrosia dumosa:Phacelia crenulata:Chaenactis fremontii:Chamaesyce polycarpa:Porophyllum gracile:Salvia columbariae:Mimulus bigelovii:Antheropeas wallacei:Funastrum hirtellum:Dalea sp.,None,wash,1,E,A3146 CEGL003065 Teddy-bear Cholla Shrubland,recreation,"alluvium, undifferentiated",Sand,100,500+,1,P,"Plant rounded, odorous; leaves linear; flowers white to green, papery.",,::,"3:18 MAR 2020:Smithsonian, Utah Valley University Herbarium, Las Vegas Bureau of Land Management Field Office",,,,,2,140L0619F0309-12,WEB,3-4,7.5 YR 5/1,44133,HYMENOCLEA,salsola,2020,
'SOS-NV052-812,ENFASOS-NV052-812-CLARK-20,0.0372,323445,0.1402,ENFA,brittlebush,Encelia,farinosa,,,,,Encelia farinosa,ASTERACEAE,ENFA,4/29/2020,NV052-812,812,NV052,,"Calvillo, S., Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,North Dead Mountains Wilderness Area,"East of US Rte. 95, SW of Laughlin, NV","From the intersection of US Rte. 95 and Christmas Tree Pass Rd. head S on US Rte. 95 for 5.28 miles then go E on NV 163. Continue for 4.4 miles, then turn S onto a dirt road. Continue down this road for 7.69 miles, then turn SW (left) to follow Mojave Rd. Population is 0.15 miles SW of the fork in the road.","35°4' 32.8368"" N","114°43' 1.6494"" W",35.07578,-114.71712,GPS,WGS84,1522,FT,BLM,Larrea tridentata:Amsinckia tessellata:Ambrosia dumosa:Eriogonum fasciculatum:Phacelia crenulata:Krameria erecta:Senegalia greggii,,Toeslope,3,SE,CEGL002955 Larrea tridentata- Encelia farinosa Shrubland,Recreation,Felsic phaneritic intrusive rocks,Sand,767,4000,6,P,,,::,"3:29 APR 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office",,,43956,,,"140L0619F0318-9,10,11",AEL,2.5,"Dry: 10YR 6/2, Wet: 10YR 5/3",44130,ENCELIA,farinosa,2020,
'SOS-NV052-813,XYT02-SOS-NV052-813-CLARK-20,0.083,241791,0.1875,XYTO2,Mojave woodyaster,Xylorhiza,tortifolia,,,,,Xylorhiza tortifolia,ASTERACEAE,XYTO2,4/29/2020,NV052-813,813,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Nelson,Aztec Wash,"From I-95, turn E onto NV-165 and continue for 13.2 miles. Turn N (left) into Aztec Wash and continue for 0.3 miles. Population is on the E side of the wash on a rocky hill.","35°42' 44"" N","114°47' 41"" W",35.71222,-114.79472,GPS,NAD83,2290,FT,BLM,Larrea tridentata:Sphaeralcea ambigua:Ambrosia dumosa:Opuntia basilaris:Eriogonum fasciculatum:Anisocoma acaulis:Perityle emoryi:Porophyllum gracile:Phacelia crenulata,None,Mountain,12,NE,A3277 CEGL005762 Creosotebush - Burrobush - Mojave Yucca Desert Shrubland,Recreation,Younger andesite and intermediate flows and breccias,Clay,50,200,1,P,"Stems branching at base; leaves are linear or lanceolate with pointed tips and spiny edges. Leaf surfaces are hairy and glandular. Ray flowers purple to white, disk flowers yellow.",,::,3:08 APR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,43958,,2,140L0619F0309-13,WEB,1-1.5,2.5 Y 6/3,44133,XYLORHIZA,tortifolia,2020,
'SOS-NV052-814,CABR23-SOS-NV052-814-CLARK-20,0.0175,782051,0.058,CABR23,yellow cups,Camissonia,brevipes,,,,,Camissonia brevipes,ONAGRACEAE,CABR23,4/29/2020,NV052-814,814,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Nelson,Aztec Wash,"From I-95, turn E onto NV-165 and continue for 13.2 miles. Turn N (left) into Aztec Wash and continue for 0.9 miles. Population is found on both sides of road.","35°43' 7.23"" N","114°47' 24.4752"" W",35.71867,-114.79013,GPS,NAD83,2215,FT,BLM,Larrea tridentata:Ambrosia dumosa:Amsinckia tessellata:Mentzelia jonesii:Malacothrix glabrata:Opuntia basilaris:Chamaesyce sp.,None,Valley,4,SE,A3277 CEGL005762 Creosotebush - Burrobush - Mojave Yucca Desert Shrubland,Recreation,Younger andesite and intermediate flows and breccias,Sand,100,1000,1,P,"Inflorescence in a raceme formation. Flower heads with 4 round yellow petals; broad leaves that are pinnately lobed and growing at or near base. Peduncles, petioles, and buds hairy.",,::,3:08 APR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-14,WEB,0.8,5 YR 3/3,44133,CAMISSONIA,brevipes,2020,
'SOS-NV052-815,AMTET-SOS-NV052-815-CLARK-20,0.0901,113190,0.4007,AMTET,bristly fiddleneck,Amsinckia,tessellata,,,,,Amsinckia tessellata,BORAGINACEAE,AMTE3,4/30/2020,NV052-815,815,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Ivanpah Valley,Jean,"From I-15 S, turn SE onto NV 161 and continue for 1 mile. Turn S onto S Las Vegas Blvd and continue for 0.5 miles, then turn E onto Prison Rd. Continue for 1 mile, then turn S onto unnamed paved road towards Sierra Ready Mix Quarry, continuing for 4.9 miles past the quarry and onto the dirt road. Continue for another 0.5 miles, then turn N at the first intersection and continue up the road for 4.4 miles. At this intersection, turn W and continue for 0.5 miles and turn N onto the powerline road. Continue for 1.9 miles, then the population is on both sides of the road.","35°45' 24.7752"" N","115°12' 23.2416"" W",35.75688,-115.20645,GPS,NAD83,3009,FT,BLM,Leptosiphon aureus:Malacothrix glabrata:Rafinesquia neomexicana:Antheropeas wallacei:Ambrosia dumosa,None,Valley,4,W,A3278 CEGL005145 Creosote Shrubland,"Recreation, energy","Alluvium, undifferentiated",Other : Sandy clay loam,200,600,3,P,"Plant erect, curled at top, with long bristly hairs; calyx lobes 2 to 4; flower yellow to orange, 5-lobed.",,::,3:31 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-15,WEB,1.5-2,5 YR 3/4,44133,AMSINCKIA,tessellata,2020,
'SOS-NV052-816,RANE-SOS-NV052-816-CLARK-20,0.0769,118706,0.3821,RANE,New Mexico plumeseed,Rafinesquia,neomexicana,,,,,Rafinesquia neomexicana,ASTERACEAE,RANE,4/30/2020,NV052-816,816,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Ivanpah Valley,Jean,"From I-15 S, turn SE onto NV 161 and continue for 1 mile. Turn S onto S Las Vegas Blvd and continue for 0.5 miles, then turn E onto Prison Rd. Continue for 1 mile, then turn S onto unnamed paved road towards Sierra Ready Mix Quarry, continuing for 4.9 miles past the quarry and onto the dirt road. Continue for another 0.5 miles, then turn N at the first intersection and continue up the road for 4.4 miles. At this intersection, turn W and continue for 0.5 miles and turn N onto the powerline road. Continue for 2.4 miles, then the population is on both sides of the road.","35°45' 28.1988"" N","115°11' 54.8664"" W",35.75783,-115.19857,GPS,NAD83,3074,FT,BLM,Leptosiphon aureus:Amsinckia tessellata:Malacothrix glabrata:Antheropeas wallacei:Ambrosia dumosa,None,Valley,4,W,A3278 CEGL005145 Creosote Shrubland,"Recreation, energy","Alluvium, undifferentiated",Other : Sandy clay loam,200,1000,2,P,"White ray flowers with weak, erect stems. Leaves are gray-green and are alternate and toothed or narrowly lobed. Leaves are also glabrous and hairless. Plant contains a milky sap.",,::,3:31 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-16,WEB,1,5 YR 3/4,44133,RAFINESQUIA,neomexicana,2020,
'SOS-NV052-817,CABR23-SOS-NV052-817-CLARK-20,0.014,832275,0.0545,CABR23,yellow cups,Camissonia,brevipes,,,,,Camissonia brevipes,ONAGRACEAE,CABR23,4/30/2020,NV052-817,817,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Ivanpah Valley,Jean,"From I-15 S, turn SE onto NV 161 and continue for 1 mile. Turn S onto S Las Vegas Blvd and continue for 0.5 miles, then turn E onto Prison Rd. Continue for 1 mile, then turn S onto unnamed paved road towards Sierra Ready Mix Quarry, continuing for 4.9 miles past the quarry and onto the dirt road. Continue for another 0.5 miles, then turn N at the first intersection and continue up the road for 4.4 miles. At this intersection, turn W and continue for 0.5 miles and turn N onto the powerline road. Continue for 4.6 miles up the road and through the canyon. Population is on the steep slopes on the W side of the canyon.","35°45' 32.6088"" N","115°9' 39.7116"" W",35.75905,-115.16103,GPS,NAD83,3199,FT,BLM,Phacelia crenulata:Eschscholzia minutiflora:Encelia virginensis:Chaenactis fremontii:Mentzelia jonesii:Allionia incarnata,None,Footslope,19,SE,A3278 CEGL005145 Creosote Shrubland,"Recreation, energy",Andesite and basalt flows,Other : Sandy loam,100,500,1,P,"Inflorescence in a raceme formation. Flower heads with 4 round yellow petals; broad leaves that are pinnately lobed and growing at or near base. Peduncles, petioles, and buds hairy.",,::,3:31 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-17,WEB,0.8,10 YR 4/3,44133,CAMISSONIA,brevipes,2020,
'SOS-NV052-818,SPAM2-SOS-NV052-818-CLARK-20,0.0441,226369,0.2003,SPAM2,desert globemallow,Sphaeralcea,ambigua,,,,,Sphaeralcea ambigua,MALVACEAE,SPAM2,4/30/2020,NV052-818,818,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Ivanpah Valley,Jean,"From I-15 S, turn SE onto NV 161 and continue for 1 mile. Turn S onto S Las Vegas Blvd and continue for 0.5 miles, then turn E onto Prison Rd. Continue for 1 mile, then turn S onto unnamed paved road towards Sierra Ready Mix Quarry, continuing for 4.9 miles past the quarry and onto the dirt road. Continue for another 0.5 miles, then turn N at the first intersection and continue up the road for 4.4 miles. At this intersection, turn W and continue for 0.5 miles and turn N onto the powerline road. Continue for 4.6 miles up the road and through the canyon. Population is on the steep, rocky NE facing slopes on the W side of the canyon.","35°45' 35.82"" N","115°9' 45.9144"" W",35.75995,-115.16275,GPS,NAD83,3242,FT,BLM,Ambrosia dumosa:Camissonia brevipes:Xylorhiza tortifolia:Mentzelia jonesii:Phacelia crenulata:Eriogonum fasciculatum:Dasyochloa pulchella,None,Backslope,16,NE,A3278 CEGL005145 Creosote Shrubland,"Recreation, energy",Andesite and basalt flows,Other : Sandy clay loam,100,500,2,P,"Flowers red to orange, with 5 rounded petals; leaves palmately veined, pubescent.",,::,3:31 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-18,WEB,2-3,7.5 YR 4/4,44133,SPHAERALCEA,ambigua,2020,
'SOS-NV052-819,XYTO2-SOS-NV052-819-CLARK-20,0.039,232353,0.1952,XYTO2,Mojave woodyaster,Xylorhiza,tortifolia,,,,,Xylorhiza tortifolia,ASTERACEAE,XYTO2,5/4/2020,NV052-819,819,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Rainbow Gardens,Rainbow Gardens Road,"From Las Vegas, take E Lake Mead Blvd (NV 147) east towards Lake Mead. Continue on E Lake Mead Blvd after passing the fork with Pabco Road for 1.4 miles. Turn into the lot/ road west of E Lake Mead Blvd and continue on dirt road after passing sign/trailhead for ÃûÆ’Ã†â€™Ãûâ€ Ã¢âú¬âü¢ÃûÆ’Ã¢âú¬Â ÃûÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃûÆ’Ã†â€™ÃûÂ¢Ã¢â€šÂ¬Ã…Â¡ÃûÆ’Ã¢âú¬Å¡Ãûâ€šÃúÂ¢ÃûÆ’Ã†â€™Ãûâ€ Ã¢âú¬âü¢ÃûÆ’Ã¢âú¬Å¡Ãûâ€šÃúÂ¢ÃûÆ’Ã†â€™Ãûâ€šÃúÂ¢ÃûÆ’ÃúÂ¢ÃûÂ¢Ã¢â€šÂ¬Ã…Â¡Ãûâ€šÃúÂ¬ÃûÆ’Ã¢âú¬Â¦Ãûâ€šÃúÂ¡ÃûÆ’Ã†â€™ÃûÂ¢Ã¢â€šÂ¬Ã…Â¡ÃûÆ’Ã¢âú¬Å¡Ãûâ€šÃúÂ¬ÃûÆ’Ã†â€™Ãûâ€ Ã¢âú¬âü¢ÃûÆ’ÃúÂ¢ÃûÂ¢Ã¢âú¬Å¡ÃúÂ¬Ãûâ€šÃúÂ¦ÃûÆ’Ã†â€™Ãûâ€šÃúÂ¢ÃûÆ’ÃúÂ¢ÃûÂ¢Ã¢â€šÂ¬Ã…Â¡Ãûâ€šÃúÂ¬ÃûÆ’Ã¢âú¬Â¦ÃûÂ¢Ã¢â€šÂ¬Ã…â€œSunrise Mountain.ÃûÆ’Ã†â€™Ãûâ€ Ã¢âú¬âü¢ÃûÆ’Ã¢âú¬Â ÃûÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃûÆ’Ã†â€™ÃûÂ¢Ã¢â€šÂ¬Ã…Â¡ÃûÆ’Ã¢âú¬Å¡Ãûâ€šÃúÂ¢ÃûÆ’Ã†â€™Ãûâ€ Ã¢âú¬âü¢ÃûÆ’Ã¢âú¬Å¡Ãûâ€šÃúÂ¢ÃûÆ’Ã†â€™Ãûâ€šÃúÂ¢ÃûÆ’ÃúÂ¢ÃûÂ¢Ã¢â€šÂ¬Ã…Â¡Ãûâ€šÃúÂ¬ÃûÆ’Ã¢âú¬Â¦Ãûâ€šÃúÂ¡ÃûÆ’Ã†â€™ÃûÂ¢Ã¢â€šÂ¬Ã…Â¡ÃûÆ’Ã¢âú¬Å¡Ãûâ€šÃúÂ¬ÃûÆ’Ã†â€™Ãûâ€ Ã¢âú¬âü¢ÃûÆ’ÃúÂ¢ÃûÂ¢Ã¢âú¬Å¡ÃúÂ¬Ãûâ€¦ÃúÂ¡ÃûÆ’Ã†â€™ÃûÂ¢Ã¢â€šÂ¬Ã…Â¡ÃûÆ’Ã¢âú¬Å¡Ãûâ€šÃúÂ Continue 0.8 miles and keep slightly right (westernmost fork). Continue 0.8 miles and turn NW (right) onto Rainbow Gardens Road. Continue for 0.5 miles; population east of road on hillside.","36°10' 3.4752"" N","114°56' 17.9844"" W",36.16763,-114.93832,GPS,NAD83,1847,FT,BLM,Amphipappus fremontii:Phacelia pulchella:Mentzelia involucrata:Chaenactis fremontii:Plantago ovata:Encelia farinosa:Enceliopsis argophylla:Enceliopsis argophylla:Enceliopsis argophylla:Enceliopsis argophylla:Mentzelia tricuspis,None,Backslope,14,W,A3277 CEGL005756 Creosotebush - Burrobush - Fremont's Chaffbush Desert Shrubland,Recreation,Cratonal Sequence - Continentally derived siltstone and clay,Clay,100,200+,0.5,P,White to light-lavender petals with 18-60 ray florets and yellow at the center. Gray-green stems with fine hairs. Leaves are dentate and growing from the base or lower portion of the plant. Woody base.,,::,3:30 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,140L0619F0309-19,WEB,1-1.5,5 YR 4/6,44133,XYLORHIZA,tortifolia,2020,
