NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Cakile edentula,BRASSICACEAE,CAED,26-Sep-16,MARSB-603,603,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Nickerson Beach,,"From Meadowbrook State Parkway S, take exit M10 for Loop Parkway. Exit towards Long Beach, merge onto Lido Blvd, and turn left onto Donna Ln. The Beach is on your left and the population spreads along the dune edge closest towards the beach.","40°35' 34.7"" N","73°35' 57.6"" W",40.59297,-73.59933,GPS,NAD83,3,FT,Nassau County Parks,Ammophila breviligulata:Solidago sempervirens:Schizachyrium littorale:Cyperus grayi:Spartina x caespitosa:Schoenoplectus pungens:Cenchrus tribuloides,Flooded,Beach,0-10,,Beach dune,"Recreation, conservation",Beaches,Sand,600+,2000+,100,B,"Fleshy, alternate, simple leaves. Flowers with four white/pink petals and 8 stamens. Flower heads contain one seed and the whole plant dries up when the seed is ripe.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:26 SEP 2016:Smithsonian, MARSB",,,,,,SAN 10755,WEB,0.5-2,light tan,16-Nov-16,CAKILE,edentula,2016,
Pityopsis falcata,ASTERACEAE,PIFA,27-Sep-16,MARSB-605,605,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Robert Cushman Murphey Park,,"From NY-24 N, turn left onto River Rd. Drive ~1.3 miles to a parking lot on your left. Walk the full loop trail that starts in the parking lot.","40°54' 15.4"" N","72°46' 00.6"" W",40.90427,-72.76683,GPS,NAD83,59,FT,Suffolk County Parks,Pinus rigida:Hudsonia ericoides:Andropogon virginicus:Diodia teres:Carex pensylvanica:Comptonia peregrina:Quercus sp.:Aristida tuberculosa,,Outwash plains,0-10,,Pine barrens,"Conservation, recreation",Carver and Plymouth sands,Sand,450+,1000+,60+,P,"Simple, entire, alternate linear leaves. Radiate heads with yellow rays.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:27 SEP 2016:Smithsonian, MARSB",,,,,,SAN 10789,WEB,0.5-1,medium brown,16-Nov-16,PITYOPSIS,falcata,2016,
Typha latifolia,TYPHACEAE,TYLA,28-Sep-16,MARSB-608,608,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Wertheim National Wildlife Refuge,,"From Montauk Hwy (NY 80 E), turn right onto Smith Rd. Drive past the main entrance on your right to the maintenance entrance (the next right). Unlock the gate and drive on the main road until you reach the salt marsh. Population is throughout the salt marsh and surrounds the large pond on the left.","40°46' 18.2"" N","72°53' 6.1"" W",40.77172,-72.88502,GPS,NAD83,-6,FT,U.S. Fish & Wildlife,Phragmites australis:Hibiscus moscheutos:Panicum virgatum:Symphyotrichum subulatum:Symphyotrichum tenuifolium:Triadenum virginicum:Schoenoplectus pungens:Schoenoplectus americanus:Schoenoplectus tabernaemontani:Schoenoplectus robustus:Scirpus cyperinus,Flooded,Tidal marsh,0,,Tidal high salt marsh,Conservation,Walpole sandy loam,Sand,100+,3000+,100+,P,"Round stem, wide cylindrical infloresences at the tip of the stem",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:28 SEP 2016:Smithsonian, MARSB",,,,,,SAN 10782,WEB,6-Apr,dark brown,11-Jul-17,TYPHA,latifolia,2016,
Scirpus cyperinus,CYPERACEAE,SCCY,28-Sep-16,MARSB-609,609,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Wertheim National Wildlife Refuge,,"From Montauk Hwy (NY 80 E), turn right onto Smith Rd. Drive past the main entrance on your right to the maintenance entrance (the next right). Unlock the gate and drive on the main road until you reach the salt marsh. The population is intermingled with Phragmites surrounding the large pond on the left and on the edges of the main road through the salt marsh.","40°46' 18.2"" N","72°53' 6.1"" W",40.77172,-72.88502,GPS,NAD83,-6,FT,U.S. Fish & Wildlife,Phragmites australis:Typha latifolia:Hibiscus moscheutos:Panicum virgatum:Baccharis halimifolia:Iva frutescens:Triadenum virginicum:Solidago sempervirens:Pluchea odorata,Flooded,Tidal marsh,0,,Tidal high salt marsh,Conservation,Walpole sandy loam,Sand,80 plants sampled,200+,20+,P,"Vaguely triangular stem, branches radiate from one point at the top of the stem, flowers are in three-dimensional, woolly egg-shaped clusters. The end stalks of the flower clusters droop and the inflorescence has long leafy bracts.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:28 SEP 2016:Smithsonian, MARSB",,,,,,SAN 10793,WEB,5-Mar,,16-Nov-16,SCIRPUS,cyperinus,2016,
Spartina x caespitosa,POACEAE,Spartina x caespitosa,19-Oct-16,MARSB-624,624,MARSB,,L. Shriver,US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Cupsogue Beach County Park,,"From Westhampton Beach, take Jessup Ln across the bridge to the island, then turn right onto Dune Rd. Drive west on Dune Rd until you reach Cupsogue Beach County Park. Park in the first lot and walk West into the park. The population boarders the salt marsh on the north shore.","40°46' 19.9"" N","72°44' 19.9"" W",40.77219,-72.73886,GPS,NAD83,0,FT,Suffolk County Parks,Iva frutescens:Spartina alterniflora:Spartina patens:Distichlis spicata:Solidago sempervirens:Limonium carolinianum,Flooded,Tidal marsh,0-10,,Tidal high salt marsh edge,"Conservation, recreation",Tidal marsh,Sand,500+,2000+,20,P,"Round stem, flower branches arranged vertically, seed arranged tightly on one side of each branch. Purple/red rhizomes.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:19 OCT 2016:Smithsonian, MARSB",,,,,1,SAN 10878,ACH,0.5-3,10 YR 8/2 very pale brown,4-Apr-19,SPARTINA,caespitosa,2016,
Spartina x caespitosa,POACEAE,Spartina x caespitosa,20-Oct-16,MARSB-626,624,MARSB,,L. Shriver,US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Shinnecock County Park West,,Drive south over the Ponquogue Bridge and take a right on Dune Rd. Park on Road L or K. The population is on the salt marsh edge on the north side of Dune Rd.,"40°51' 3.7"" N","72°30' 33.8"" W",40.85102,-72.50938,GPS,NAD83,6,FT,Suffolk County Parks,Morella pensylvanica:Phragmites australis:Baccharis halimifolia:Solidago sempervirens:Spartina x caespitosa:Spartina alterniflora:Distichlis spicata:Spartina patens:Limonium carolinianum:Iva frutescens,,Tidal marshes,0-10,,Tidal high salt marsh edge,"Recreation, conservation",Tidal marsh,Sand,1000+,10000+,20,P,"Round stem, flower branches arranged vertically, seed arranged tightly on one side of each branch. Purple/red rhizomes.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:20 OCT 2016:MARSB, Smithsonian",,,,,1,SAN 10880,WEB,3-Jan,10 YR 8/2 (very pale brown),16-Nov-16,SPARTINA,caespitosa,2016,
Juncus effusus,JUNCACEAE,JUEF,16-Jul-16,MARSB-632,632,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Lums Pond State Park,Little Jersey Trail,"From 301 South, turn left onto Howell School Road, then turn right ontp Buck Jersey Road. Turn right onto road with sign for Lums Pond State Park. Park in the nature center/ visitors center parking lot (before toll booth). Follow road past toll booth until you reach a power-cut line. The population is located on both sides of the power cut line, but primarily to the left.","39°33' 54.7"" N","75°43' 50.2"" W",39.56519,-75.73061,,NAD83,99,FT,DE State Parks,Dichanthelium scoparium:Panicum virgatum:Liquidambar styraciflua:Andropogon virginicus:Rubus pensilvanicus:Carex intumescens:Carex lurida,,field,0,,field/ meaodw (power-cut line),Recreation,Fallingston,: Sandy Clay,260 plants sampled,1300,1.5,P,Round stemmed rush with flower head sticking out from the side of the stem. Circular seeds/ seed heads.,,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:16 JUL 2016:Smithsonian and MARSB,,,,,,,WEB,3-Jan,7.5YR 2.5/1 Black,16-Nov-16,JUNCUS,effusus,2016,
Schoenoplectus americanus,CYPERACEAE,SCAM6,3-Aug-16,MARSB-638,638,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Pea Patch Island,Fort DE State Park,Park in parking lot at 45 Clinton Street. Take ferry to Pea Patch Island. Walk to end of dock. Population extends to the left and right of the dock throughout the salt marsh.,"39°35' 10.1"" N","75°34' 17.3"" W",39.58613,-75.57147,GPS,NAD83,-17,FT,DE State Parks,Schoenoplectus tabernaemontani:Phragmites australis:Hibiscus moscheutos:Spartina alterniflora,,Island,0,N,Salt Water Marsh,tourism,broadkill,Silt,1500 plants sampled,50000+,3,P,"Triangular, concave stem with orange/greyish/brown inflorescence on side stem. Near top of stem.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:03 AUG 2016:MASRB and Smithsonian,,,19-Aug-16,,,,WEB,4-Feb,2.5Y 2.5/1 Black,16-Nov-16,SCHOENOPLECTUS,americanus,2016,
Scirpus atrovirens,CYPERACEAE,SCAT2,11-Aug-16,MARSB-641,641,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,White Clay Creek State park,Paved road by house,"From University of DE, travel north on S Maine ST. Continue onto New London Road (896N), then turn right onto Wedgwood road. Continue until parking lot at end of road. Follow Mill Pace Road trail onto Creekside Road Trail. Trail will intersect with paved road. Walk up paved road until you reach residential house with parking lot designated for hunters. Fields behind house contains the population.","39°43' 5.1"" N","75°46' 23"" W",39.71808,-75.77305,GPS,NAD83,212,FT,DE State Parks,Microstegium vimineum:Juncus effusus:Prunus serotina:Liquidambar styraciflua:Euthamia graminifolia,,hilly field,0-2,N,meadow,recreation,glenelg,Clay,150 plants sampled,750+,0.5,P,"Grass with branching, drooping, inflorescence. Brown inflorescence with white seeds.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:11 AUG 2016:MARSB and Smithsonian,,,,,,,WEB,4-Mar,7.5YR 3/3 Dark Brown,16-Nov-16,SCIRPUS,atrovirens,2016,
Cyperus grayi,CYPERACEAE,CYGR2,17-Aug-16,MARSB-643,643,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,Sussex,Fenwick Island State Park,Behind first dune,Drive south on DE-1 S down Fenwick Island. Continue south following signs for Fenwick Island State Park. Turn east into Fenwick Island State Park.,"38°28' 24.3"" N","75°3' 1.7"" W",38.47341,-75.05047,GPS,NAD83,10,FT,DE State Parks,Cakile edentula:Ammophila breviligulata:Myrica cerifera:Morella cerifera:Diodia teres:Toxicodendron radicans,,Dunes,0,,Beach dunes,Recreation,broadkill,Other,400 plants sampled,1500+,1.5,P,"Short sedge, spiny inflorescence.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:17 AUG 2016:Smithsonian and MARSB,,,,,,,WEB,0.5,2.5YR 6/3 Light Yellowish Brown,16-Nov-16,CYPERUS,grayi,2016,
Typha latifolia,TYPHACEAE,TYLA,18-Aug-16,MARSB-645,645,MARSB,,BG and GTK,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,Kent,Tidbury Park,marsh,"Moving south on DE-1, passed Dover, then turn off onto the Puncheon Run Connector. Turn right onto US-13 N, then turn right onto S State ST. Then turn left into Tidbury Park. From parking lot, follow west trail until you reach the marsh. Follow the trail along the marsh, over a steep dirt bike hill, until you reach an opening to the marsh on the right.","39°6' 41.3"" N","75°30' 30.2"" W",39.11147,-75.50838,GPS,NAD83,4,FT,Kent County Parks and Recreation,Ilex opaca:Schoenoplectus tabernaemontani:Clethra alnifolia:Asclepias incarnata:Polygonum sp.,Flooded,Fresh Water Marsh,0,,"Deciduous forest, wetland",recreation,sassafras,: silty clay,109 plants sampled,2000+,1,P,"Tall green stem (reed-like) with long, thick, brown, cat-tail like inflorescence.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:18 AUG 2016:Smithsonian and MARSB,,,,,,,ACH,6-Apr,5Y 2.5/1 Black,4-Apr-19,TYPHA,latifolia,2016,
Scirpus atrovirens,CYPERACEAE,SCAT2,24-Sep-16,MARSB-647,647,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Bechtel Park,Behind Tennis Courts,"From I-95, drive west on Naamans Rd (92) until you reach Betchtel Park (entrance on right). Enter park, driving along looped road until you are behind the Tennis Courts. Population is along the road on the forests edge.","39°49' 21.3"" N","75°28' 30.5"" W",39.82258,-75.47513,GPS,NAD83,27,FT,New Castle County Parks,Microstegium vimineum:Liquidambar styraciflua:Vitis sp.:Acer saccharinum:Parthenocissus quinquefolia:Toxicodendron radicans:Smilax sp.,Trampled,hard-wood forest,0,,Deciduous forest,recreation,Udorthents,Clay,192 plants sampled,300,0.25,P,"Green, glabrous culm. Up to 8 alternate leaves along culm, yellowish green to dark green. Inflorescence composed of 1-3 compound umbels of spiklets. 3 more more leafy bracts under inflorescence. Inflorescence, reddish brown.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:24 AUG 2016:Smithsonian and MARSB,,,,,,,WEB,2-3.5,10 YR 4/2,16-Nov-16,SCIRPUS,atrovirens,2016,
Scirpus cyperinus,CYPERACEAE,SCCY,21-Sep-16,MARSB-653,653,MARSB,,BG & GTK,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Lums Pond State Park,Little Jersey Trail,"From 301 south (moving south) turn left (east) onto Buck Jersey Road, then turn right (south) onto Lums Pond State Park (look for sign). Park in Nature Center parking lot, walk south on road past park entrance toll booth until you reach power-cut line. Population extends along power-cut line toward the left for about a mile.","39°33' 57.4"" N","75°43' 46.2"" W",39.56594,-75.7295,GPS,NAD83,104,FT,Delaware State Parks,Liquidambar styraciflua:Panicum virgatum:Chasmanthium laxum:Rubus pensilvanicus:Carex intumescens:Microstegium vimineum,Mowed,field,0,,meadow,recreation,sassafras,Other : silty clay,200+,800+,2.5,P,"Perennial sedge with attractive, copper-colored, woolly inflorescences. It grows in dense tussocks and has white flowers. When seeds are ready, inflorescences turn dark and woolly, with small orange seeds.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:21 SEP 2016:Smithsonian and MARSB,,,,,1,,WEB,5-Mar,2.5Y 2.5/1,16-Nov-16,SCIRPUS,cyperinus,2016,
Chasmanthium laxum,POACEAE,CHLA6,21-Sep-16,MARSB-654,654,MARSB,,BG & GTK,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Lums Pond State Park,Little Jersey Trail,"From 301 south (moving south) turn left (east) onto Buck Jersey Road, then turn right (south) onto Lums Pond State Park (look for sign). Park in Nature Center parking lot, walk south on road past park entrance toll booth until you reach power-cut line. Population extends along power-cut line toward the left for about a mile.","39°34' 09.9"" N","75°43' 30.5"" W",39.56941,-75.72513,GPS,NAD83,109,FT,State Parks,Liquidambar styraciflua:Rubus pensilvanicus:Microstegium vimineum,Mowed,field,0,N,meadow,recreation,sassafras,Other : silty clay,400+,1000+,1,P,Small grass that has triangle shaped seed heads lining the upper stem.,,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:21 SEP 2016:Smithsonian and MARSB,,,,,1,,WEB,3-Jan,2.5Y 2.5/1,16-Nov-16,CHASMANTHIUM,laxum,2016,
Panicum anceps,POACEAE,PAAN,28-Sep-16,MARSB-664,664,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,White Clay Creek State Park,Farm house at end of Creekside trail,"From University of DE, travel north on South Main Street, continue onto New London Road (896N). Turn right onto Wedgewood Road. Continue until you reach parking lot. Walk down north park road and turn off onto Creekside trail. Follow trail until you reach clearing and farm house. Population located in field adjacent to the white farm house.","39°43' 5.1"" N","75°46' 23"" W",39.71808,-75.77305,GPS,NAD83,212,FT,DE State Parks,Microstegium vimineum:Juncus effusus:Liquidambar styraciflua:Tridens flavus:Rubus sp.:Scirpus atrovirens,Mowed,meadow,0,N,meadow/ field in deciduous forest,recreation,Glenelg,Clay,800+,10000+,1,P,"Rhizomatous perennial grass, stems up to 4 feet tall, blades are erect, inflorescence is a panicle bearing pale green or yellowish spikelets.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:28 SEP 2016:MARSB and Smithsonian,,,,,1,,WEB,4-Mar,7.5YR 3/3 Dark Brown,16-Nov-16,PANICUM,anceps,2016,
Tridens flavus,POACEAE,TRFL2,28-Sep-16,MARSB-665,665,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,White Clay Creek State Park,Farm House at end of Creekside Trail,"From University of Delaware, travel south on Main Street and continue onto New London Road (896N). Turn right onto Wedgewood Road and continue until you reach parking lot at the end of the road. On foot, follow Mill Road and turn onto Creekside Trail. Follow Creekside trail until you reach clearing/ farm house. Population located in field adjacent to white farm house.","39°43' 5.1"" N","75°46' 23"" W",39.71808,-75.77305,GPS,NAD83,212,FT,DE State Parks,Panicum anceps:Rubus sp.:Liquidambar styraciflua:Microstegium vimineum:Scirpus atrovirens,Mowed,meadow,0,N,meadow on hillside surrounded by decedious forest,recreation,Glenelg,Clay,500 plants sampled,5000+,1,P,Bunchgrass with purple/ reddish panicle inflorescence.,,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:28 SEP 2016:Smithsonian and MARSB,,,,,1,,WEB,6-Mar,7.5YR 3/3 Dark Brown,16-Nov-16,TRIDENS,flavus,2016,
Rhus copallinum,ANACARDIACEAE,RHCO,2-Oct-16,MARSB-668,668,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Cedar Swamp Wildlife Management Area,Reichart tract/ Thorough Neck Road,"From Odessa, travel south on route 9 until you reach Thorough Neck Road. Turn onto Thurough Neck Road into Cedar Swamp. Population is located on both sides of Thorough Neck Road starting passed the House and continuing until the end of the road.","39°22' 18.8"" N","75°33' 11.7"" W",39.37188,-75.55325,GPS,NAD83,47,FT,DE division of Fish and Wildlife,Rubus sp.:Phragmites australis:Sorghastrum nutans:Solidago juncea:Microstegium vimineum:Viburnum dentatum,,field,0,N,Old Field,recreation,leipsic,Clay,60+,200+,3,P,"Woody plant with compound leaves and wings along rachis. Leaves are dark green and bark is dark brown. Terminal panicle with showy red flower cluster and later sticky, dark red fruit.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:02 OCT 2016:MARSB and Smithsonian,,,,,1,,WEB,9-Apr,10YR 3/2 Very Dark Grayish Brown,16-Nov-16,RHUS,copallinum,2016,
Zizania aquatica,POACEAE,ZIAQ,16-Oct-16,MARSB-681,681,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Russel Peterson Urban Wildlife Refuge,Board Walk and marsh,"From DE Memorial Bridge, continue on 295 S and take the I-95 exit toward Wilmington. Take exit 6 for DE-4/ Maryland Ave. Turn left onto DE-4 w/ Maryland Ave then again onto Beech St. Follow signs for Russel Peterson Urban Wildlife Refuge. From Parking lot, walk over bridge to the education center and walk down to the second floor. Walk onto marsh boardwalk. Population located throughout marsh and along boardwalk.","39°43' 17.8"" N","75°33' 39.8"" W",39.72161,-75.56105,GPS,NAD83,-8,FT,DE Nature Society,Typha angustifolia:Polygonum sp.:Hibiscus moscheutos,Flooded,wetland,0,S,Fresh water wetland,education,Udorthento,Clay,90+,5000+,4,P,"Tall grass with terminal, Fan-shaped inflorescence. Culms tall, erect and hallow. Flat leaves up to 1 m long, 4 cm, wide with purple markings.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:16 OCT 2016:MARSB and SMITHSONIAN,,,,,1,,WEB,10-Jun,7.5 YR 3/1 Very Dark Grey,16-Nov-16,ZIZANIA,aquatica,2016,
Andropogon gerardii,POACEAE,ANGE,16-Oct-16,MARSB-683,683,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,Sussex,Assawoman Bay Wildlife Management Area,Deer stand 13 near entrance,"Follow State road 20, continue then turn left (North-east) onto Daisy RD. Then turn left onto Bayard RD, onto Doublebridge RD. Then follow Camp Barnes RD into Assawoman Bay WMA. Before turning onto Mullberry landing/ main entrance, turn off behind the large map/ billboard of the property. Population is located in the field adjacent to map of the site.","38°29' 43.8"" N","75°6' .4"" W",38.4955,-75.10011,GPS,NAD83,-13,FT,DE Division of Fish and Wildlife,Schizachyrium littorale:Rubus sp.:Pinus sp.:Acer rubrum:Lonicera japonica,Mowed,meadow,0,,meadow surrounded by coastal pine forest,recreation,Hammington,Sand,2500 plants sampled,8000+,1,P,"Grows 1-3 meters tall. bunchgrass with bluish/purple stems when mature. Terminal seed heads with three spike-like, turkey-foot-shaped projections.",,::,2:16 OCT 2016:MARSB and Smithsonian,,,,,1,,WEB,5-Mar,10YR 5/3 Brown,25-Oct-16,ANDROPOGON,gerardii,2016,
Symphyotrichum subulatum,COMPOSITAE,SYSU5,16-Oct-16,MARSB-685,685,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,Sussex,Assawoman Bay Wildlife Management Area,Strawberry Landing,"Follow State RD 20. Continue then turn left (North-east) onto Daisy RD. Turn left onto Bayard RD, then turn onto Doublebridges RD. Follow Camp Bayard RD into Assawoman WMA. Drive down Strawberry landing (follow signs) From parking lot, walk toward dock and follow trail on right into the marsh. Population located throughout marsh.","38°29' 57.9"" N","75°4' 8.9"" W",38.49941,-75.06913,GPS,NAD83,18,FT,DE Fish and Wildlife,Phragmites australis:Spartina alterniflora:Spartina patens:Distichlis spicata:Pluchea odorata,Flooded,wetland,39.17,"SE, S",coastal marsh,recreation,Broadkill,Silt,150+,500+,2,P,Upright perennial with white flowers. It has long narrow leaves.,,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:16 OCT 2016:MARSB and Smithsonian,,,,,1,,WEB,3-Feb,7.5YR 2.5/1 Black,16-Nov-16,SYMPHYOTRICHUM,subulatum,2016,
Symphyotrichum subulatum,COMPOSITAE,SYSU5,18-Nov-16,MARSB-690,691,MARSB,,BG & GTK,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,Kent,Little Creek Wildlife Management Area,Port Mahon Road,"Traveling north on Roue 9 From Dover, turn east (left) onto Port Mahon Road. Follow road for about two miles until in Little Creek Property. The population is located on both sides of road in marsh for about 0.5 miles.","39°10' 19.5"" N","75°25' 24.9"" W",39.17208,-75.42358,GPS,NAD83,-8,FT,Delaware Fish and Wildlife,Phragmites australis:Solidago sempervirens:Distichlis spicata:Spartina patens:Pluchea odorata:Spartina alterniflora,Flooded,wetland,0,N,coastal marsh,recreation and conservation,broadkill,Clay,80+,800+,2,P,Upright perennial with white flowers. It has long narrow leaves.,,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:18 OCT 2016:Smithsonian and MARSB,,,,,1,,WEB,4-Feb,5YR 2.5/1,16-Nov-16,SYMPHYOTRICHUM,subulatum,2016,
Tridens flavus,POACEAE,TRFL2,22-Oct-16,MARSB-693,693,MARSB,,BG & GTK,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Coverdale Farm Preserve,Field near Way Road in front of preserve,"From Greenville Place neighborhood on Kennett Pike Road (52 North), go north for about 2.3 miles. Then turn left onto Old Kennett Road and continue for about one mile. Turn left onto Way Road and in half of a mile, turn right into preserve. Population is in field on southeast part of the preserve, next to Way Road.","39°48' 31.0"" N","075°37' 59.3"" W",39.80861,-75.63313,GPS,NAD83,493,FT,Delaware Nature Society,Elymus sp.:Quercus shumardii:Panicum rigidulum,Mowed,field,0,N,field next to agriculture,farming,glenelg,Silt,1000 plants sampled,50000+,0.5,P,Large grass with dark purple seeds. The seeds are also oily and droop. Branching is opposite.,,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:22 OCT 2016:Smithsonian and MARSB,,,,,1,,WEB,5-Feb,7.5YR3-3,16-Nov-16,TRIDENS,flavus,2016,
Sorghastrum nutans,POACEAE,SONU2,22-Oct-16,MARSB-694,694,MARSB,,GTK and BG,US,63E,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Ahsland Nature Center,Field by nature center,"From the intersection of limestone RD and NEw Port Gap Highway, go on New Port Gap Pike for about 2.6 miles, then turn right onto Loveville RD. Go about 1 mile, turn right on to Willmington RD, then in .5 miles turn right onto Drackenville RD. then in 1 mile turn left onto Barely Mill RD and into the Nature Center parking lot. from the parking lot, follow the stairs leading to the Nature Center. Continue on path past nature center until you reach the open fields. Population is located throughout those fields.","39°47' 51.5"" N","75°39' 44.1"" W",39.79763,-75.66225,GPS,NAD83,209,FT,Delaware Nature Society,Fraxinus sp.:Tridens flavus:Schizachyrium scoparium:Asclepias syriaca,Mowed,hilly medow,0,N,medow in hardwood forest composed of liquidambar and fraxinus.,"education, recreation",delanco-codorus-hatboro,Silt,500+,50000+,1,P,"Tall grass with bright yellow and orange flowers. It has a ""rifle-sight"" ligule where the leaf blade attaches to the leaf sheath. It grows pretty straight with branching panicles.",,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:22 OCT 2016:Smithsonian and MASRB,,,,,1,,WEB,6-May,10YR 3/2 Very Dark Grayish brown,16-Nov-16,SORGHASTRUM,nutans,2016,
Eupatorium hyssopifolium,ASTERACEAE,EUHY,24-Oct-16,MARSB-696,696,MARSB,,GTK and BG,US,84E,Atlantic Coastal Pine Barrens (Omernik),Delaware,Sussex,Delaware Seashore State park Fresh Ponds,parking lot,"From the intersection of Hudson Rd and Central Ave, go north on central ave for about 1 mile, then turn right onto Hickman RD. Continue on Hickman RD for .5 miles until it ends at a parking lot for the State park. From the parking lot, the population is located in the field on both sides of the parking lot.","38°33' 50.1"" N","75°4' 22.1"" W",38.56391,-75.0728,GPS,NAD83,14,FT,State parks,Tridens flavus:Andropogon virginicus:Rubus sp.:Quercus sp.:Quercus sp.:Pinus sp.,,meadow,0,N,meadow surrounded by pine forest,recreation,ingleside,Other : sandy-silt,plants sampled,,,,,,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:24 OCT 2016:Smithsonian and MARSB,,,,,1,,WEB,,7.5 YR 3/2 Dark Brown,16-Mar-17,EUPATORIUM,hyssopifolium,2016,
