Accession,Inventory,Accession Prefix,Accession Number,Name,Source Code,lbs Shipped,100-Sd (g),Est Seed,Divisor,NCGRP,-20°C,4°C,Seeds/Lb,Species Code,Common Name,Genus,Species,label ss,Taxon,SubSpecies,label var,Variety,NAME,GENUS,SPECIES,FAMILY,ABBREV_NAME,COLL_DT,COLL_YR,ACC_NUM,COLL_NUM,COLL_ID,SECONDARY_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,KEYWORD,MISC,SECOND_COLL_DT,DATE_AS_GIVEN,CREATED_BY,ACC_DT,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,ASSOCIATED_TAXA_FULL,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,GEOLOGY,SOIL_TYPE,DESCRIPTION,PSOURCE_FULL,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8,USER9,USER10
W6 55480,W6 55480 2018o SD,W6,55480,CA360-155,STOC2-SOS-CA360-155,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,148429,STOC2,western needlegrass,Stipa,occidentale,spp.,Stipa occidentale,occidentale,,,Stipa occidentale spp. Occidentale,,,POACEAE,STOC2,27-Jul-17,2017,CA360-155,155,CA360,,,Amanda Weiss,US,78E,Klamath Mountains/California High North Coast Range (Omernik),California,Siskiyou,Klamath National Forest,Pluto's Cave,"From Redding field office take I5 north to Weed. Take exit for highway 97. Follow road for about 12 miles to A12 road. Drive about 3 miles, take left for Pluto's Cave, road ends in parking lot. Population is scattered around there.","41°34' 13.96"" N","122°16' 44.42"" W",41.57054,-122.279,GPS,NAD83,3311,FT,Forest Service,,,31-Jul-17,8/8/2017,WEB,28-Aug-17,600 plants sampled,"3,000",10,P,Juniperus occidentalis:Artemisia tridentata:Stipa comata:Stipa thurberiana:Penstemon deustus:Eriogonum umbellatum:Eriogonum luteolum:Bromus tectorum,Volcanic lava flow,3,W,Sagebrush Steppe,Recent volcanic flow rocks,Other : Loamy sand,Likes to grow near/in volcanic rock deposits. Has a 90 degree bent awn.,,Recreational,,,"Twyla Miller, Botanist Shasta-Trinity NF:In Field:12 JUL 2017","3:08 AUG 2017:Smithsonian, Chico State Herbarium, Redding BLM field office",,,3-Feb,10YR 5/2 grayish brown,1
W6 55481,W6 55481 2018o SD,W6,55481,CA360-156,ASFA-SOS-CA360-156-TEHAMA-17,Dup Entry,Dup Entry,Dup Entry,Deaccession,Deaccession,Deaccession,Deaccession,79439,ASFA,Mexican whorled milkweed,Asclepias,fascicularis,,Asclepias fascicularis,,,,Asclepias fascicularis,ASCLEPIAS,fascicularis,ASCLEPIADACEAE,ASFA,7-Aug-17,2017,CA360-156,156,CA360,,,Amanda Weiss,US,6E,Central California Foothills and Coastal Mountains (Omernik),California,Tehama,Sacramento River Bend,Bend Ferry Road,"From Redding field office, take I5 south take the Jelly's Ferry exit, turn left. Drive for about 5 miles and turn right onto Bend Ferry Road. Follow road through housing community, once you reach the recreational area take second BLM gate on right. Drive through gate and keep left at the fork. Population of milkweed is scattered around vernal pool past the water creek.","40°16' 19.5"" N","122°11' 05.8"" W",40.27208,-122.18494,GPS,NAD83,401,FT,BLM,,,9-Aug-17,"08/14/2017, 08/16/2017",WEB,28-Aug-17,308 plants sampled,"3,000",4,P,Agrostis gigantea:Avena fatua:Mentha spicata:Quercus douglasii:Centaurea solstitialis,Savannah,5,E,Blue oak Grassland,Tertiary pyroclastic and volcanic mudflow deposits,Other : Silty Clay,"Flowers white to pink, milky latex when plant is damaged. Plants are growing among tall grasses",,Recreational,,,"Julie Nelson, USDA Forest Service Shasta-Trinity NF:From pressed specimen on another date:28 JUN 2017","3:08 JUN 2017:Smithsonian, Chico State Herbarium, Redding FO",,,3-Feb,10YR 5/4 yellowish brown,2
W6 55482,W6 55482 2018o SD,W6,55482,CA930D-16,NEME-SOS-CA930D-16-SLO-17,0.0607,0.4143,6646,5,11.016,11.013,5.51,109459,NEME,baby blue eyes,Nemophila,menziesii,,Nemophila menziesii,,,,Nemophila menziesii,NEMOPHILA,menziesii,HYDROPHYLLACEAE,NEME,9-May-17,2017,CA930D-16,16,CA930D,,,"Schneider, HE., True, C., Hernandez, H.., True, C., Hernandez, H., Leonatti, A.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National MonumentPlain National Monument,Soda Lake Overlook hill,South side of Soda Lake Rd. on the front of Soda Lake Overlook Hill facing Soda Lake.,"35°14' 28.1"" N","119°54' 28.2"" W",35.24113,-119.90783,GPS,WGS84,590,M,BLM,,,,,WEB,31-Oct-17,50 plants sampled,5000,0.5,P,Erodium cicutarium:Amsinckia sp.:Delphinium parryi ssp. purpureum:Bromus rubens:Lupinus sp.:Thysanocarpus curvipes,hill,20,NE,sloping grassland and with forbs near Soda Lake,well-drained soils formed in shale/sandstones in foothills,"Clay, Silt","blue and white petals, some with black/brown speckles. lacy leaves, loose cymes",,historically grazed,Trampled:recreation area,,"Schneider, HE:In Field:20 MAR 2017",3:20 MAR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,0.5,,2
W6 55483,W6 55483 2018o SD,W6,55483,CA930D-17,PHCI-SOS-CA930D-17-SLO-17,0.0568,0.2227,11569,3,8.596,8.598,8.596,203590,PHCI,caterpillar phacelia,Phacelia,cicutaria,,Phacelia cicutaria,,,,Phacelia ciliata,PHACELIA,ciliata,HYDROPHYLLACEAE,PHCI2,9-May-17,2017,CA930D-17,17,CA930D,,,"Schneider, HE., True, C., Hernandez, H.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Soda Lake Rd.,North side of Soda Lake Rd.approximately 8 miles south of Hwy. 58. near Soda Lake.,"35°14' 6.3"" N","119°54' 12.99"" W",35.23508,-119.9036,GPS,WGS84,588,M,BLM,,,,,WEB,30-Oct-17,500 plants sampled,10000,1.5,P,Amsinckia sp.:Erodium cicutarium:Hordeum murinum:Atriplex sp.,valley,0,,grassland,,Silt,Blue/purple flower with coiled cyme,,historically grazed,recreation,,"Schneider, HE:In Field:20 MAR 2017","3:20 MAR 2017:Smithsonian Institute, Rancho Santa Ana Botanic Garden, Santa Barbara Botanic Garden",,,0.5,,2
W6 55484,W6 55484 2018o SD,W6,55484,CA930D-18,POSES6-SOS-CA930D-18-SLO-17,0.0116,0.0395,13321,3,1.769,1.768,1.767,1145454,POSES6,one-sided bluegrass,Poa,secunda,spp.,Poa secunda,secunda,,,Poa secunda,POA,secunda,POACEAE,POSE,28-Apr-17,2017,CA930D-18,18,CA930D,,,"Schneider, HE., True, C., Hernandez, H., Hernandez, H.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,,Spur road off of Soda Lake Rd. ~16 miles of Maricopa and Hwy 166,"35°5' 6.3"" N","119°41' 10.4"" W",35.08508,-119.68622,GPS,WGS84,662,M,BLM,,,,,WEB,31-Oct-17,200 plants sampled,500,0.5,P,Amsinckia sp.:Lomatium sp.:Lasthenia gracilis:Vulpia microstachys:Plagiobothrys sp.:Monolopia lanceolata,hill base,10,,native forbland with native perennial bunchgrass,belly spring-panoza complex,Clay,"small perennial bunch grass, linear leaves",,recreation; historically grazed,,,"True, C.:In Field:20 MAR 2017",3:20 MAR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,2,,2
W6 55485,W6 55485 2018o SD,W6,55485,CA930D-19,COCA9-SOS-CA390D-19-SLO-17,0.0358,0.1405,11558,3,5.418,5.419,5.422,322617,COCA9,leafsteam tickseed,Coreopsis,calliopsidea,,Coreopsis calliopsidea,,,,Coreopsis calliopsidea,COREOPSIS,calliopsidea,ASTERACEAE,COCA9,25-Apr-17,2017,CA930D-19,19,CA930D,,,"Schneider, HE., True, C., Hernandez, H.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Soda Lake Rd.,North side of Soda Lake Road on a hill near the eastern end of the park.,"35°00 44.8"" N","119°31' 1.1"" W",35.01244,-119.51697,GPS,WGS84,867,M,BLM,,,,,WEB,30-Oct-17,300 plants sampled,5000,0.25,P,Erodium cicutarium:Amsinckia sp.:Eschscholzia lemmonii ssp. lemmonii:Monolopia lanceolata,hill,50,S,forbland,,Clay,yellow ray flowers with dark gold/orange disk flowers. Fern-like foliage. Triangular/deltoid sepals.,,historically grazed,,,"Schneider, HE:In Field:21 MAR 2017","3:21 MAR 2017:Smithsonian Institute, Rancho Santa Barbara Botanic Garden, Rancho Santa Ana Botanic Garden",,,1,,2
W6 55486,W6 55486 2018o SD,W6,55486,CA930D-21,PHCI-SOS-CA930D-21-SLO-17,0.0431,0.1743,11216,3,6.531,6.53,6.525,260091,PHCI,caterpillar phacelia,Phacelia,cicutaria,,Phacelia cicutaria,,,,Phacelia ciliata,PHACELIA,ciliata,HYDROPHYLLACEAE,PHCI2,1-May-17,2017,CA930D-21,21,CA930D,,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Elkhorn Plain,South end of Elkhorn Road on the Elkhorn Plain. 5 miles SW of Maricopa and Hwy. 166,"35°1' 52"" N","119°29' 1.6"" W",35.03111,-119.48377,GPS,WGS84,703,M,BLM,,,,,WEB,31-Oct-17,200 plants sampled,100000,2,P,Descurainia pinnata:Erodium cicutarium:Lasthenia gracilis:Amsinckia sp.:Microsteris gracilis,plain,0,,"open plain, expansive forbland","deep, well drained soils formed in calcareous sedimentary alluvium; alluvial fan",Other : polonio loam,Purple flower with white center. lobed leaves. hairy but not prickly.,,recreation; historically grazed,,,"Schneider, HE:In Field:29 MAR 2017",3:29 MAR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,1,,2
W6 55487,W6 55487 2018o SD,W6,55487,CA930D-26,MOLA3-SOS-CA930D-26-SLO-17,0.0249,0.0987,11443,3,3.76,3.76,3.754,459109,MOLA3,common monolopia,Monolopia,lanceolata,,Monolopia lanceolata,,,,Monolopia lanceolata,MONOLOPIA,lanceolata,ASTERACEAE,MOLA3,9-May-17,2017,CA930D-26,26,CA930D,,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Elkhorn Rd,"North side of Elkhorn Rd., approximately 9 miles west of jct. Hwy 33/166 and Maricopa, CA","35°04' 38.8"" N","119°33' 32.9"" W",35.07744,-119.55913,GPS,WGS84,727,M,BLM,,,,,WEB,31-Oct-17,200 plants sampled,100000,1,P,Guillenia lasiophylla:Descurainia pinnata:Erodium cicutarium,plain,0,,"open plain, forbland",padres sandy loam,Other : sandy loam,"Yellow ray and disk flowers. Rays 3-notched, leaves lanceolate to barely lobed. Hairy stem and leaves.",,recreation; historically grazed,,,"True, C.:In Field:29 MAR 2017",3:29 MAR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,2,,2
W6 55488,W6 55488 2018o SD,W6,55488,CA930D-27,LAPL-SOS-CA930D-27-SLO-17,0.0222,0.0765,13163,3,3.36,3.36,3.356,592167,LAPL,coastal tidytips,Layia,platyglossa,,Layia platyglossa,,,,Layia platyglossa,LAYIA,platyglossa,ASTERACEAE,LAPL,9-May-17,2017,CA930D-27,27,CA930D,41,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Simmler Rd.,"Simmler Rd., halfway between Elkhorn Rd. and Soda Lake Rd.","35°14' 30.7"" N","119°50' 58.1"" W",35.24186,-119.84947,GPS,WGS84,592,M,BLM,,,,,WEB,30-Oct-17,300 plants sampled,1000,1,P,Hordeum sp.:Phacelia ciliata:Lasthenia gracilis:Guillenia lasiophylla:Erodium cicutarium:Erodium cicutarium,plain,0,,Atriplex scrub with native forbs,,,"Yellow ray flowers with white tips, orange disk flowers. glandular, scented stem",,"recreation, historically grazed",,,"Schneider, HE:In Field:30 MAR 2017","3:30 MAR 2017:Smithsonian Institute, Rancho Santa Ana Botanic Garden, Santa Barbara Botanic Garden",,,1,,2
W6 55489,W6 55489 2018o SD,W6,55489,CA930D-28,MOST-SOS-CA930D-28-SLO-17,0.015,0.0577,11792,3,2.271,2.27,2.273,784775,MOST,woolly hillside daisy,Monolopia,stricta,,Monolopia stricta,,,,Monolopia stricta,MONOLOPIA,stricta,ASTERACEAE,MOST,28-Apr-17,2017,CA930D-28,28,CA930D,42,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Simmler Rd.,"Simmler Road near Soda Lake, hallways between Elkhorn and Soda Lake roads.","35°04' 38.8"" N","119°33' 32.9"" W",35.07744,-119.55913,GPS,WGS84,589,M,BLM,,,,,WEB,31-Oct-17,300 plants sampled,100000,1,P,Layia platyglossa:Erodium cicutarium:Hordeum sp.,plain,0,,forb and grassland,chicote complex; moderately well-drained soils formed in alluvium from sedimentary rock on lake plains,Other : silt-clay loam,"short, yellow ray flowers with 1 notch at the tip; yellow disk flowers; silver, hairy vegetation",,recreation; historically grazed,,,"True, C.:In Field:30 MAR 2017",3:30 MAR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,2,,2
W6 55490,W6 55490 2018o SD,W6,55490,CA930D-29,CAAN-SOS-CA930D-29-SLO-17,0.0112,0.0447,11365,3,1.69,1.69,1.683,1012500,CAAN25,Lemmon's mustard,Caulanthus,anceps,,Caulanthus anceps,,,,Caulanthus anceps,CAULANTHUS,anceps,BRASSICACEAE,CAAN25,9-May-17,2017,CA930D-29,29,CA930D,44,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Simmler Rd.,Simmler Rd. between Elkhorn Rd and Soda Lake Rd. Three large patches across >500 m,"35°13' 55"" N","119°50' 58.9"" W",35.23194,-119.84969,GPS,WGS84,594,M,BLM,,,,,WEB,31-Oct-17,100 plants sampled,10000,1,P,Monolopia stricta:Hordeum sp.:Amsinckia sp.:Layia platyglossa,plain,0,,native forbland,,,"White/lavender flowers, sweet scent, thin, pendant fruits",,recreation; historically grazed,,,"Schneider, HE:In Field:30 MAR 2017",3:30 MAR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,3,,2
W6 55491,W6 55491 2018o SD,W6,55491,CA930D-30,COCA9-SOS-CA930D-30-SLO-17,0.0356,0.1413,11428,3,5.373,5.374,5.373,320792,COCA9,leafsteam tickseed,Coreopsis,calliopsidea,,Coreopsis calliopsidea,,,,Coreopsis calliopsidea,COREOPSIS,calliopsidea,ASTERACEAE,COCA9,9-May-17,2017,CA930D-30,30,CA930D,45,,"Schneider, HE., True, C., Hernandez, H.., True, C., Hernandez, H., Leonatti, A.rnandez, H., Leonatti, A.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Simmler Rd,Simmler Rd. near Soda Lake between Soda Lake Rd. and Elkhorn Rd.,"35°13' 3.3"" N","119°51' 18.7"" W",35.21758,-119.85519,GPS,WGS84,595,M,BLM,,,,,WEB,31-Oct-17,300 plants sampled,100000,0.5,P,Hordeum sp.:Amsinckia sp.:Monolopia stricta,plain,0,,open forbland around Soda Lake,chicote complex; moderately well-drained soils formed in alluvium from sedimentary rock on lake plains,Other : silty clay-loam,"yellow ray flowers, orange disk flowers, basal leaves only",,recreation; historically grazed,,,"True, C.:In Field:30 MAR 2017",3:30 MAR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,2,,2
W6 55492,W6 55492 2018o SD,W6,55492,CA930D-31,MOLA3-SOS-CA930D-31-SLO-17,0.031,0.1045,13456,3,4.692,4.691,4.677,433652,MOLA3,common monolopia,Monolopia,lanceolata,,Monolopia lanceolata,,,,Monolopia lanceolata,MONOLOPIA,lanceolata,ASTERACEAE,MOLA3,23-May-17,2017,CA930D-31,31,CA930D,,,"Schneider, HE., True, C., Hernandez, H.., True, C., Hernandez, H., Leonatti, A.., Hernandez, H.., True, C., Hernandez, H., Leonatti, A.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,,"28 miles west of Maricopa, CA and Hwy 166. Near Soda Lake on Carrizo Plain National Monument","35°11' 24.1"" N","119°51' 31.2"" W",35.19002,-119.85866,GPS,WGS84,598,M,BLM,,,,,WEB,31-Oct-17,200 plants sampled,100000,0.5,P,Amsinckia sp.:Layia platyglossa:Erodium cicutarium:Hordeum sp.:Phacelia ciliata,plain,0,,invasive annual grassland with native forbs,"thomhill loam - well-drained soil, alluvial material",Clay,Yellow ray flowers with yellow disks,,recreation; historically grazed,,,"Schneider, HE:In Field:30 MAR 2017",0,,,2,,2
W6 55493,W6 55493 2018o SD,W6,55493,CA930D-32,LAPL-SOS-CA930D-32,0.0185,0.0695,12074,3,2.792,2.792,2.789,651724,LAPL,coastal tidytips,Layia,platyglossa,,Layia platyglossa,,,,Layia platyglossa,LAYIA,platyglossa,ASTERACEAE,LAPL,23-May-17,2017,CA930D-32,32,CA930D,,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Soda Lake Rd.,Soda Lake Rd. across from Selby Campground turnoff,"35°10' 59.6"" N","119°50' 39.2"" W",35.18322,-119.84422,GPS,WGS84,594,M,BLM,,,,,WEB,31-Oct-17,200 plants sampled,100000,0.5,P,Phacelia ciliata:Monolopia lanceolata:Lasthenia gracilis,plain,0,,forbe and wildflower dominated grassland,wasioja-polonio complex; well-drained soils; sedimentary,Other : sandy loam,yellow ray flowers with white tips that are 3-notched; yellow disk flowers; lanceolate leaves,,historically grazed,,,"Schneider, HE:In Field:07 APR 2017",3:07 APR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,2,,2
W6 55494,W6 55494 2018o SD,W6,55494,CA930D-33,LAGR10-SOS-CA930D-33-SLO-17,0.0027,0.0101,12126,3,0.416,0.416,0.417,4447058,LAGR10,needle goldfields,Lasthenia,gracilis,,Lasthenia gracilis,,,,Lasthenia gracilis,LASTHENIA,gracilis,ASTERACEAE,LAGR10,7-Apr-17,2017,CA930D-33,33,CA930D,,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,,"off of Soda Lake Road, 21.5 miles NW of Maricopa and Hwy. 166","35°8' 35.7"" N","119°46' 5.5"" W",35.14325,-119.76819,GPS,WGS84,609,M,BLM,,,,,WEB,31-Oct-17,100 plants sampled,100000,0.5,P,Erodium cicutarium:Layia platyglossa:Lepidium sp.,plain,0,,grassland with annual forbs mixed in,wasioja-polonio complex; well-drained soils; sedimentary,Other : sandy loam,"Diminutive herb, yellow ray and disk flower",,recreation; historically grazed,,,"Schneider, HE:In Field:30 MAR 2017",,,,0.5,,2
W6 55495,W6 55495 2018o SD,W6,55495,CA930D-34,COCA9-SOS-CA930D-34-SLO-17,0.0296,0.1589,7200,5,5.363,5.363,2.678,285283,COCA9,leafsteam tickseed,Coreopsis,calliopsidea,,Coreopsis calliopsidea,,,,Coreopsis calliopsidea,COREOPSIS,calliopsidea,ASTERACEAE,COCA9,9-May-17,2017,CA930D-34,34,CA930D,,,"Schneider, H., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Soda Lake Overlook,Hillside near Soda Lake overlook turnout off of Soda Lake Rd.,"35°14' 26.3760"" N","119°54' 24.5160"" W",35.24066,-119.90681,GPS,WGS84,596,M,BLM,,,,,WEB,14-Aug-17,300 plants sampled,20000,0.5,P,Delphinium gypsophilum:Bromus rubens:Nemophila menziesii:Lupinus microcarpus:Poa secunda,Hillside,20,NE,Native forbland with some invasive annual grass,Wasioja loam,Other : Loam,Yellow ray flowers with orange disk flowers. Triangular bracts.,,"Historically grazed, recreation",Trampled,,"Schneider, H.:In Field:07 APR 2017","3:07 APR 2017:Smithsonian, Santa Barbara Botanic Garden, Rancho Santa Ana Botanic Garden",,,2,,2
W6 55496,W6 55496 2018o SD,W6,55496,CA930D-35,PHME3-SOS-CA930D-35-SLO-17,0.1146,0.4585,11337,3,17.315,17.318,17.323,98909,PHME3,white fiestaflower,Pholistoma,membranaceum,,Pholistoma membranaceum,,,,Pholistoma membranaceum,PHOLISTOMA,membranaceum,HYDROPHYLLACEAE,PHME3,28-Apr-17,2017,CA930D-35,35,CA930D,,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,,Small dirt road off of Soda Lake Rd. 13 miles west of Maricopa and Hwy 166. Near Traver Ranch.,"35°03' 8.1"" N","119°37' 56.5"" W",35.05225,-119.63236,GPS,WGS84,708,M,BLM,,,,,WEB,31-Oct-17,50 plants sampled,200,1,P,Eremalche parryi ssp. kernensis:Amsinckia sp.:Ephedra californica:Lasthenia gracilis:Erodium cicutarium,plain with gentle hills,0,,Ephedra scrub,padres sandy loam,Other : sandy loam,"white flowers, sometimes with a purple spot, coiled cymes, glaucous leaves",,historically grazed; recreation,,,"True, C.:In Field:29 APR 2017",0,,,3,,2
W6 55497,W6 55497 2018o SD,W6,55497,CA930D-36,CLPUQ-SOS-CA930D-36-SLO-17,0.0096,0.0379,11489,3,1.447,1.447,1.442,1193684,CLPUQ,winecup clarkia,Clarkia,purpurea,,Clarkia purpurea,,var.,quadrivulnera,Clarkia purpurea ssp. quadrivulnera,CLARKIA,purpurea,ONAGRACEAE,CLPUQ,2-Jun-17,2017,CA930D-36,36,CA930D,68,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Soda Lake Overlook Hill,Hillside facing Soda Lake on Soda Lake Overlook hill.,"35°14' 28"" N","119°54' 27.5"" W",35.24111,-119.90763,GPS,WGS84,591,M,BLM,,,,,WEB,31-Oct-17,60 plants sampled,300,0.5,P,Allium peninsulare:Bromus hordeaceus:Bromus rubens:Croton setigerus:Delphinium parryi ssp. purpureum,hill,26,NE,hillside with abundant invasives and native forbs,well-drained soils formed in shale/sandstone,Other : Kilmer-hillbrick complex,dark wine red flower with lanceolate leaves,,recreation and historically grazed,Trampled:recreation,,"Schneier, H.:In Field:05 JUL 2017",3:29 APR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,2,,2
W6 55498,W6 55498 2018o SD,W6,55498,CA930D-37,ALPE-SOS-CA930D-37-SLO-17,0.081,0.3143,11690,3,12.238,12.238,12.229,144274,ALPE,Mexicali onion,Allium,peninsulare,,Allium peninsulare,,,,Allium peninsulare,ALLIUM,peninsulare,ALLIACEAE,ALPE,23-May-17,2017,CA930D-37,37,CA930D,69,,"Schneider, HE., True, C.",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Soda Lake Overlook Hill,Soda Lake Overlook Hill - off of Soda Lake Rd. across from Soda Lake,"35°14' 28"" N","119°54' 27.5"" W",35.24111,-119.90763,GPS,WGS84,591,M,BLM,,,,,WEB,31-Oct-17,200 plants sampled,400,0.5,P,Clarkia purpurea ssp. quadrivulnera:Bromus hordeaceus:Bromus rubens:Croton setigerus:Erodium cicutarium:Delphinium parryi ssp. purpureum,hill,26,NE,hillside with abundant native forbs and invasive annuals,well drained soils formed in shale/sandstone,Other : kilmer-hillbrick complex,"pink/purple flower clusters, long linear leaves, small bulb",,recreation; historically grazed,Trampled,,"True, C.:In Field:28 APR 2017",3:28 APR 2017:Smithsonian InstituteûRancho Santa Ana Botanic GardenûSanta Barbara Botanic Garden,,,1,,2
W6 55499,W6 55499 2018o SD,W6,55499,CA930D-38,ERFAP-SOS-CA930D-38-SLO-17,0.0546,0.1801,13751,3,8.264,8.264,8.271,251720,ERFAP,Eastern Mojave buckwheat,Eriogonum,fasciculatum,,Eriogonum fasciculatum,,var.,polifolium,Eriogonum fasciculatum var. polifolium,ERIOGONUM,fasciculatum,POLYGONACEAE,ERFAP,20-Jul-17,2017,CA930D-38,38,CA930D,,,"Schneider, HE",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,San Luis Obispo,Carrizo Plain National Monument,Elkhorn Rd,"Approx. 9.75 miles SW of Taft, CA and 15 miles SE of Soda Lake along Simmler Rd toward the southeastern end of Carrizo Plain National Monument","35°7' 1.6"" N","119°37' 11.4"" W",35.11711,-119.61983,GPS,WGS84,699,M,BLM,,,,,WEB,31-Oct-17,300 plants sampled,3000,3,P,Eriogonum temblorense:Amsinckia vernicosa var. furcata:Bromus rubens:Ephedra californica,hill,varied,"N, E, S, W",Shale hillside with buckwheat scrub,shale,,No specimen collected,,recreation,,,"True, C:In Field:30 MAR 2017",0,,,3,,2
W6 55500,W6 55500 2018o SD,W6,55500,CO932-349,OXSE-SOS-CO932-349-CHAFFEE-17,0.0151,0.2315,2959,2,3.414,3.416,NA,195922,OXSE,white locoweed,Oxytropis,sericea,,Oxytropis sericea,,,,Oxytropis sericea,OXYTROPIS,sericea,FABACEAE,OXSE,7-Jul-17,2017,CO932-349,349,CO932,,,"Palmer B., Krening P.",US,21E,Southern Rockies (Omernik),Colorado,Chaffee,Shavano Wildlife Management Area/Droney Gulch,Forest Service Road 5630,"From thejunction of Hwy 24 and Hwy285 near Buena Vista, head south on Hwy 285 and continue for about 20 miles. Turn right onto County Road 140. Continue for 1.7 miles then turn right onto County Road 250. After about 0.6 miles, road will become a dirt road (still CR 250); continue for 1.9 miles, until you reach fork in the road in junction with CR-250 and Forest Service Road 5630/Wash Out Rd. Population is found on either side of the road, typically closer to road in open meadows near Pinion-Juniper woodland.","38°33' 51"" N","106°7' 60"" W",38.56416,-106.13333,GPS,WGS84,8521,FT,Bureau of Land Management,,,,,WEB,24-Aug-17,145 plants sampled,300,8,P,Pinus ponderosa:Pinus edulis:Juniperus scopulorum:Bouteloua gracilis:Elymus elymoides:Astragalus sp.:Hymenoxys richardsonii var. floribunda,Fan terraces,9-Mar,W,"Mountain outwash (R048AY311CO) to dry mountain outwash (R048AY316CO); Pinion-Juniper Woodland within 21d sub-ecoregion, the Foothill Shrublands.","Pierian gravelly sandy loam; parent material stony and cobbly, course textured alluvium and course-textured outwash",Other : Gravelly Sandy Loam,Flowers are white with purple stripe along a maculate keel; leaves odd-pinnately compound.,,Recreation - Camping,NA,,"P. Krening, BLM:In Field:22 JUN 2017","0::(Plant population found in fruiting stage, no good flowering specimens - will have to come back next year for proper vouchers)",,,0.5-1,Brown (10 yr. 4/3),2
