Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR
'SOS-NM080-199,PEPA2-SOS-NM080-199-EDDY-18,0.0122,2270270,0.0199,PEPA2,manybristle cinchweed,Pectis,papposa,,,,,Pectis papposa,ASTERACEAE,PEPA2,29-Oct-18,NM080-199,199,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Nimenim Ridge,"From CFO, head E on Hobbs Highway (180). Turn N on Potash Mines Road (200). When you come to a fork, turn N onto Bluestem Road (360). After 6.02mi, turn N onto Grubbs Road/Duvall Shaft Road (251). After 2.38mi, turn E onto an unnamed lease road. After 0.46mi, turn N onto an unnamed lease road. Park 0.31mi down road, at a pad. Location is cross-country up the dunes that are located under a nearby power line.","32°42' 57"" N","103°57' 48"" W",32.71583,-103.96333,GPS,WGS84,3450,FT,BLM,Gutierrezia sp.:Prosopis glandulosa:Croton sp.:Artemisia filifolia:Quercus havardii:Cenchrus spinifex:Palafoxia sphacelata,Grazed:Oil and Gas,Dunes,2,SW,"Kermit-Berino fine sands, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Eolian Deposits/Piedmont Alluvial Deposits,Other : Silty Clay Loam,360 plants sampled,500,2,P,Lemon aroma; leaves filiform or narrowly linear; flowers yellow; 1-6 heads clustered in leafy cymes; fruit black and 4-5mm long.,,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:12 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201810291030,WEB,0.25,5 YR 4/6,16-Dec-18,PECTIS,papposa,2018
'SOS-NM080-201,BOBR-SOS-NM080-201-EDDY-18,0.0433,1139698,0.0397,BOBR,gypsum grama,Bouteloua,breviseta,,,,,Bouteloua breviseta,POACEAE,BOBR,30-Oct-18,NM080-201,201,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Hart Canyon,"From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. After 0.16mi, turn NE onto the east-most lease road at the fork. Location is 0.2mi down road.","32°51' 48"" N","104°13' 16"" W",32.86333,-104.22111,GPS,WGS84,3565,FT,BLM,Prosopis glandulosa:Machaeranthera pinnatifida:Atriplex sp.:Muhlenbergia porteri:Yucca elata:Pleuraphis mutica:Setaria leucopila:Scleropogon,Grazed:Oil and Gas,Flat/Low Rolling Plain,2,N,"Reeves-Gypsum land complex, 0 to 3 percent slopes; 25-30 Deg. F. / 6-12","Grazing, Oil and Gas",Salado Formation,Other : Sandy Clay Loam,1332 plants sampled,>5000,2.5,P,Perennial; woody at base; white chalky substance in distal portion of lower internodes; typically found in gypseous soils.,,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:30 OCT 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201810301230,WEB,1,5 YR 4/4,16-Dec-18,BOUTELOUA,breviseta,2018
'SOS-NM080-202,BOHI2-SOS-NM080-202-EDDY-18,0.0143,795789,0.0569,BOHI2,hairy grama,Bouteloua,hirsuta,,,,,Bouteloua hirsuta,POACEAE,BOHI2,31-Oct-18,NM080-202,202,NM080,,C. Wiechman,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,McKittrick Canyon-Black River,"From CFO, head S on National Parks Highway (180/62). Turn W onto Washington Ranch Rd (418). Follow road SW. At intersection with Mayes Ranch Road (422), continue straight to second split. At split, stay W on Washington Ranch Road. Turn W/NW onto unnamed vehicle trail 2.06mi after the split. Location is 1.8mi down trail. Plants are on the N side of the road.","32°02' 22"" N","104°34' 04"" W",32.03944,-104.56777,GPS,WGS84,4071,FT,BLM,Bouteloua eriopoda:Bouteloua curtipendula:Yucca elata:Juniperus sp.:Aristida purpurea:Croton sp.:Viguiera stenoloba:Agave sp.:Prosopis glandulosa:Sporobolus airoides:Opuntia sp.:Bothriochloa barbinodis:Eragrostis sp.,Grazed:Oil and Gas,Mountain/Hill,11,E,"Ector-Reagan association, 0 to 9 percent slopes; 25-30 Deg. F. / 6-12","Grazing, Oil and Gas",Piedmont Alluvial Deposits,Other : Loam,880 plants sampled,1000-3000,3,P,Inflorescence branches extending 5-10mm beyond base of the terminal spikelets; spikelets green to dark purple.,,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:31 OCT 2018:Smithsonian ûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201810310830,WEB,1,7.5 YR 4/3,16-Dec-18,BOUTELOUA,hirsuta,2018
'SOS-NM080-204,MAPI-SOS-NM080-204-EDDY-18,0.0062,1905882,0.0237,MAPI,lacy tansyaster,Machaeranthera,pinnatifida,,,,,Machaeranthera pinnatifida,ASTERACEAE,MAPI,5-Nov-18,NM080-204,204,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carslbad Resource Area,Clayton Basin,"From CFO, head E on Hobbs Highway (180). Turn N on Potash Mines Road (200). When you come to a fork, turn NE onto Shugart Road (222). The location is 0.52mi down the road.","32°36' 21"" N","103°57' 43"" W",32.60583,-103.96194,GPS,WGS84,3219,FT,BLM,Prosopis glandulosa:Setaria leucopila:Gaillardia pinnatifida:Bothriochloa barbinodis,Grazed:Oil and Gas,Flat/Low Rolling Plain,3,SE,"Reeves-Gypsum land complex, 0 to 3 percent slopes; 25-30 Deg. F. / 6-12","Grazing, Oil, and Gas",Quartermaster and Rustler Formations,Other : Sandy Clay Loam,1250 plants sampled,3000,1,P,"Showy, yellow, radiate flower heads; perennial; sometimes woody at the base.",,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:05 NOV 2018:Smithsonian ûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201811050800,WEB,0.5,7.5 YR 3/3,16-Dec-18,MACHAERANTHERA,pinnatifida,2018
'SOS-NM080-206,BOGR2-SOS-NM080-206-EDDY-18,0.0112,1890000,0.0239,BOGR2,blue grama,Bouteloua,gracilis,,,,,Bouteloua gracilis,POACEAE,BOGR2,6-Nov-18,NM080-206,206,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Outlet Dunnaway Draw,"From CFO, head N on Seven Rivers Highway (285). Turn SW onto Queens Highway (137). At the fork, turn W (right) onto H Bar Y Ranch Road (405). Location is 0.1mi down road. Plants are on both sides of road.","32°21' 39"" N","104°34' 34"" W",32.36083,-104.57611,GPS,WGS84,4129,FT,BLM,Prosopis glandulosa:Rhus sp.:Bouteloua curtipendula:Aristida purpurea:Senecio sp.:Yucca elata:Solanum sp.:Croton sp.:Sporobolus airoides,Grazed:Oil and Gas,Mountian/Hill,1,SW,"Reeves-Reagan loams, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Queen and Grayburg Formation,Other : Clay Loam,1859 plants sampled,>5000,3,P,Perennial; forms ring; panicles with 1-4 curved branches; blue-green leaves that become curly and straw colored when they dry out; ligule of minute hairs; lower most lemmas 3.5-4.0mm.,,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:06 NOV 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201811060815,WEB,0.75,10 YR 5/4,16-Dec-18,BOUTELOUA,gracilis,2018
'SOS-NM080-207,SERI2-SOS-NM080-207-EDDY-18,0.0177,633519,0.0715,SERI2,Riddell's ragwort,Senecio,riddellii,,,,,Senecio riddellii,ASTERACEAE,SERI2,15-Nov-18,NM080-207,207,NM080,,"L. Schroeder, C. Wiechman",US,25E,Western High Plains (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Nimenim Ridge,"From CFO, head NE on Hobbs Highway (180). Turn N onto Potash Mines Road (360). Turn NE onto Shugart Road (222). After 8.2mi (2mi N/NE of intersection with Grubbs Road), turn W onto unnamed lease road. Location is 2.66mi down road, off both sides of road.","32°44' 26"" N","103°55' 41"" W",32.74055,-103.92805,GPS,WGS84,3538,FT,BLM,Yucca elata:Sporobolus giganteus:Quercus havardii:Prosopis glandulosa:Andropogon gerardii:Schizachyrium scoparium:Cenchrus spinifex,Grazed:Oil and Gas,Dunes,2,E,"Kermit-Palomas fine sands, 0 to 12 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Eolian Deposits/Piedmont Alluvial Deposits,Other : Sandy Loam,334 plants sampled,500,2,P,"Subshrub; showy yellow flower heads; woody base; leaves distinctly green (do not have a minty color); shares many traits in common with S. spartoides, but S. riddellii has calyculi few to several, inconspicuous, to 1/3rd phyllaries.",,"K. Sandbom, BLM:From pressed specimen on day of collection:15 NOV 2018",3:15 NOV 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201811151300,WEB,3.5,5 YR 3/4,16-Dec-18,SENECIO,riddellii,2018
'SOS-NM080-208,VEEN-SOS-NM080-208-EDDY-18,0.0443,281040,0.1613,VEEN,golden crownbeard,Verbesina,encelioides,,,,,Verbesina encelioides,ASTERACEAE,VEEN,19-Nov-18,NM080-208,208,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Sand Dunes Oil Fields,"From CFO, head SE on Pecos Highway (285). Turn E on Potash Mines Road (31). Turn E onto Jal Highway (281). Turn S onto Mobley Ranch Road (795). After 0.68mi, turn SE onto unnamed lease road. Location is 4.4mi down road.","32°15' 47"" N","103°52' 06"" W",32.26305,-103.86833,GPS,WGS84,3388,FT,BLM,Prosopis glandulosa:Croton sp.:Setaria leucopila:Artemisia filifolia:Sporobolus flexuosus:Muhlenbergia porteri:Yucca elata,Grazed:Oil and Gas,Flat/Low Rolling Plain,1,NE,"Kermit-Berino fine sands, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Eolian Deposits/Piedmont Alluvial Deposits,Other : Sandy Loam,474 plants sampled,500,2,P,Alternate leaves that are triangular in shape; flower heads showy and yellow; achenes circular in shape with a grey to black center and a tan to white margin.,,"C. Wiechman, BLM:In Field:19 NOV 2018",0::,,,,,2,CFO201811190830,WEB,3,5 YR 4/6,16-Dec-18,VERBESINA,encelioides,2018
'SOS-NM080-209,SPCO4--SOS-NM080-209-LEA-18,0.0055,2548314,0.0177,SPCO4,spike dropseed,Sporobolus,contractus,,,,,Sporobolus contractus,POACEAE,SPCO4,21-Nov-18,NM080-209,209,NM080,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Lea,Carlsbad Resource Area,Ross Place,"From CFO, head SE on Pecos Highway (285). Turn E on Potash Mines Road (31). Turn E onto Jal Highway (281). Turn S on Orla Road (1). After 1.06mi, turn W onto unnamed lease road. Location is in sand dunes around road.","32°12' 7.3"" N","103°40' 19.8"" W",32.20202,-103.67216,GPS,WGS84,3580,FT,BLM,Prosopis glandulosa:Yucca elata:Artemisia filifolia:Quercus havardii:Croton dioicus:Acacia greggii:Ephedra coryi:Eriogonum annuum:Senecio riddellii:Chamaesaracha:Oenothera sp.:Linum aristatum:Heterotheca subaxillaris:Pectis papposa:Palafoxia sphacelata:Datura quercifolia:Cenchrus spinifex:Munroa squarrosa:Paspalum setaceum:Aristida purpurea:Andropogon scoparius:Schizachyrium scoparium:Bothriochloa barbinodis:Sporobolus flexuosus:Bouteloua hirsuta:Bouteloua eriopoda:Eragrostis sp.:Chamaesyce sp.:Bouteloua barbata:Dimorphocarpa wislizeni:Phyllanthus abnormis:Salsola kali:Setaria leucopila,"Grazed:Oil and Gas, Power Transmission",Dunes,4,NW,"Kermit-Palomas fine sands, 0 to 12 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas, Power Transmission",Eolian Deposits/Piedmont Alluvial Deposits,Other : Sandy Clay Loam,120 plants sampled,1000,1,P,"Single seeded spikelet; panicle tightly contracted, but sometimes open upon maturity; leaf sheaths with conspicuous tuft of hair.",,"K. Sandbom, BLM:From pressed specimen on another date:06 DEC 2018",3:21 NOV 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201811211237,WEB,4,5 YR 4/6,16-Dec-18,SPOROBOLUS,contractus,2018
'SOS-NM080-211,HESU3-SOS-NM080-211-LEA-18,0.0243,852631,0.0531,HESU3,camphorweed,Heterotheca,subaxillaris,,,,,Heterotheca subaxillaris,ASTERACEAE,HESU3,21-Nov-18,NM080-211,211,NM080,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Lea,Carlsbad Resource Area,Ross Place,"From CFO, head SE on Pecos Highway (285). Turn E on Potash Mines Road (31). Turn E onto Jal Highway (281). Turn S on Orla Road (1). After 1.06mi, turn W onto unnamed lease road. Location is in sand dunes around road.","32°12' 7.3"" N","103°40' 19.8"" W",32.20202,-103.67216,GPS,WGS84,3580,FT,BLM,Prosopis glandulosa:Yucca elata:Artemisia filifolia:Quercus havardii:Croton dioicus:Acacia greggii:Ephedra coryi:Eriogonum annuum:Senecio riddellii:Linum aristatum:Oenothera sp.:Sporobolus contractus:Chamaesyce sp.:Pectis papposa:Palafoxia sphacelata:Datura quercifolia:Cenchrus spinifex:Munroa squarrosa:Paspalum setaceum:Aristida purpurea:Schizachyrium scoparium:Sporobolus contractus:Bouteloua barbata:Sporobolus flexuosus:Bouteloua hirsuta:Bouteloua eriopoda:Eragrostis sp.:Dimorphocarpa wislizeni:Phyllanthus abnormis:Salsola kali:Setaria leucopila,"Grazed:Oil and Gas, Power Transmission",Flat/Low Rolling Plain,4,NW,"Kermit-Palomas fine sands, 0 to 12 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas, Power Transmission",Eolian Deposits/Piedmont Alluvial Deposits,Other : Sandy Clay Loam,132 plants sampled,500,2,P,Erect annual; sticky-glandular foliage; clasping leaves; showy yellow flower heads.,,"K. Sandbom, BLM:In Field:21 NOV 2018",0::,,,23-Nov-18,,2,CFO201811211330,WEB,2,5 YR 4/6,16-Dec-18,HETEROTHECA,subaxillaris,2018
'SOS-NM080-212,LIAR3-SOS-NM080-212-LEA-18,0.0111,1059813,0.0427,LIAR3,bristle flax,Linum,aristatum,,,,,Linum aristatum,LINACEAE,LIAR3,23-Nov-18,NM080-212,212,NM080,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Lea,Carlsbad Resource Area,Ross Place,"From CFO, head SE on Pecos Highway (285). Turn E on Potash Mines Road (31). Turn E onto Jal Highway (281). Turn S on Orla Road (1). After 1.06mi, turn W onto unnamed lease road. Location is in sand dunes S of the road.","32°12' 1.2"" N","103°40' 41.0"" W",32.20033,-103.67805,GPS,WGS84,3560,FT,BLM,Prosopis glandulosa:Yucca elata:Artemisia filifolia:Quercus havardii:Croton dioicus:Acacia greggii:Ephedra coryi:Eriogonum annuum:Senecio riddellii:Oenothera sp.:Linum aristatum:Sporobolus contractus:Chamaesyce sp.:Heterotheca subaxillaris:Pectis papposa:Palafoxia sphacelata:Datura quercifolia:Cenchrus spinifex:Munroa squarrosa:Paspalum setaceum:Aristida purpurea:Schizachyrium scoparium:Bouteloua barbata:Sporobolus flexuosus:Bouteloua hirsuta:Bouteloua eriopoda:Eragrostis sp.:Dimorphocarpa wislizeni:Phyllanthus abnormis:Salsola kali:Setaria leucopila,"Grazed:Oil and Gas, Power Transmission",Dunes,4,NW,Pyote loamy fine sand; 25 - 30 Deg. F. / 6 - 12,"Grazing, Oil and Gas, Power Transmission",Eolian Deposits/Piedmont Alluvial Deposits,Other : Sandy Clay Loam,140 plants sampled,5000,0.5,P,"Small, showy, yellow-gold flowers with 5 petals; flowers solitary at branch tips; slender, erect, branching stems.",,"K. Sandbom, BLM:In Field:21 NOV 2018",0::,,,,,2,CFO201811231407,WEB,1.5,5 YR 4/6,16-Dec-18,LINUM,aristatum,2018
'SOS-NM080-213,BOER4-SOS-NM080-213-LEA-18,0.0129,872307,0.0519,BOER4,black grama,Bouteloua,eriopoda,,,,,Bouteloua eriopoda,POACEAE,BOER4,23-Nov-18,NM080-213,213,NM080,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Lea,Carlsbad Resource Area,Sand Dunes Oil Fields,"From CFO, head SE on Pecos Highway (285). Turn E on Potash Mines Road (31). Turn E onto Jal Highway (281). Turn NE onto Paduca Breaks Lane. Location is 0.62mi down road, off the NW side of the road.","32°14' 46.6"" N","103°43' 0.4"" W",32.24627,-103.71677,GPS,WGS84,3550,FT,BLM,Aristida purpurea:Eragrostis sp.:Setaria leucopila:Quercus havardii:Prosopis glandulosa:Munroa squarrosa:Cenchrus spinifex:Cenchrus spinifex:Artemisia filifolia:Artemisia filifolia:Croton dioicus:Melampodium leucanthum,Grazed:Oil and Gas,Dunes,4,S,"Maljamar and palomas fine sands, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Eolian Deposits/Piedmont Alluvial Deposits,Other : Sandy Loam,1500 plants sampled,5000,1,P,"Spreading, wooly stolons; dark internodes with hairy pubescence; leaf sheaths not hairy; inflorescence branches with tufts of hair at base.",,"K. Sandbom, BLM:In Field:23 NOV 2018",3:23 NOV 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,2-Dec-18,,2,CFO201811211515,WEB,2.2,5 YR 4/4,16-Dec-18,BOUTELOUA,eriopoda,2018
'SOS-NM080-216,SCSC-SOS-NM080-216-EDDY-18,0.7936,350000,0.1295,SCSC,little bluestem,Schizachyrium,scoparium,,,,,Schizachyrium scoparium,POACEAE,SCSC,28-Nov-18,NM080-216,216,NM080,,"L. Schroeder, C. Wiechman",US,25E,Western High Plains (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Nimenim Ridge,"From CFO, head NE on Hobbs Highway (180). Turn N onto Potash Mines Road (360). Turn NE onto Shugart Road (222). After 8.2mi (2mi N/NE of intersection with Grubbs Road), turn W onto unnamed lease road. Location is 3.2mi down road, in depressions in dunes on both sides of road.","32°44' 21"" N","103°56' 14"" W",32.73916,-103.93722,GPS,WGS84,3556,FT,BLM,Prosopis glandulosa:Quercus havardii:Andropogon gerardii:Sporobolus giganteus:Yucca elata:Dasyochloa pulchella:Eriogonum annuum:Eriogonum annuum:Croton sp.:Artemisia filifolia:Machaeranthera pinnatifida,"Grazed:Oil and Gas, Power Transmission",Dunes,2,E,"Kermit-Berino fine sands, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas, Power Transmission",Eolian Deposits/Piedmont Alluvial Deposits,Other : Sandy Loam,867 plants sampled,1000,6,P,"Perennial bunchgrass; inflorescences with single branch, lined with spikelets grouped in pairs; tufts of hairs on backs of glumes; stem bases compressed.",,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:28 NOV 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201811280845,WEB,2.5,5 YR 3/4,17-Dec-18,SCHIZACHYRIUM,scoparium,2018
'SOS-NM080-218,BOGR2-SOS-NM080-218-EDDY-18,0.0178,1391411,0.0325,BOGR2,blue grama,Bouteloua,gracilis,,,,,Bouteloua gracilis,POACEAE,BOGR2,3-Dec-18,NM080-218,218,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Threemile Draw-Black River,"From CFO, head S on National Parks Highway (180/62). Just N of mile marker 19, across from Means Road, turn W onto an unnamed lease road. Location is 0.74mi down road. Plants mostly along roadside.","32°12' 24"" N","104°20' 14"" W",32.20666,-104.33722,GPS,WGS84,3719,FT,BLM,Setaria leucopila:Bouteloua curtipendula:Bouteloua eriopoda:Larrea tridentata:Yucca elata:Aristida purpurea:Solanum sp.:Prosopis glandulosa:Baileya sp.:Fouquieria splendens:Dasylirion wheeleri:Opuntia sp.,Grazed:Oil and Gas,Mountain/Hill,1,NE,"Ector stony loam, 0 to 9 percent slopes; 30-35 Deg. F. / 6-12","Grazing, Oil and Gas, Camping",Tansil and Yates Formations,Other : Silty Clay,474 plants sampled,500-2000,7,P,Perennial; forms ring; 1-4 curved branches per panicle; blue-green leaves that become curly and straw colored when dry; ligule of minute hairs; lowermost lemmas 3.5-4.0mm.,,"K. Sandbom, BLM:From pressed specimen on day of collection:03 DEC 2018",3:03 DEC 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201812030950,WEB,1.2,2.5 YR 4/6,17-Dec-18,BOUTELOUA,gracilis,2018
'SOS-NM080-219,NIOB-SOS-NM080-219-EDDY-18,0.0017,9450000,0.0047,NIOB,desert tobacco,Nicotiana,obtusifolia,,,,,Nicotiana obtusifolia,SOLANACEAE,NIOB,12-Aug-18,NM080-219,219,NM080,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Los Medranos,"From CFO, take E Hobbs Highway (180) NE. Turn E onto U.S. Refinery Road (605). Turn NE onto Potash Mines Road (31). Turn E onto Jal Highway (128). Turn N onto Nash Draw Road (794). Location is at end of road, around Mosaic Shaft #6, 7.","32°21' 14.71"" N","103°52' 58.11"" W",32.35408,-103.8828,GPS,WGS84,974,M,BLM,Croton dioicus:Senna roemeriana:Gutierrezia sarothrae:Melampodium leucanthum:Bahia pedata:Verbesina encelioides:Setaria leucopila:Prosopis glandulosa:Atriplex canescens:Peganum harmala:Amaranthus sp.:Lepidium montanum:Nerisyrenia camporum:Laennecia coulteri:Chamaesaracha:Glandularia wrightii:Gutierrezia sarothrae:Larrea tridentata:Verbena perennis,Grazed:Mining,Flat/Low Rolling Plain,6,SE,"Simona-Bippus complex, 0 to 5 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Mining",Rustler Formation,Other : Sandy Loam,200 plants sampled,300,1,P,Alternate leaves along stem; flowers white and tube-shaped; capsule ovoid; seeds dark red-brown.,,"K. Sandbom, BLM:In Field:12 AUG 2018",3:12 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201808121435,WEB,2,7.5 YR 4/4,17-Dec-18,NICOTIANA,obtusifolia,2018
'SOS-WY050-180,OXSE-SOS-WY050-180-FREMONT-18,0.0884,184390,0.2459,OXSE,white locoweed,Oxytropis,sericea,,,,,Oxytropis sericea var. sericea,FABACEAE,OXSES,11-Jul-18,WY050-180,180,WY050,,"Cross, R., Tevlin, D.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Miner's Delight,"From Lander, take 287 South for 8.8 miles, then continue straight onto WY-28W for 17.4 miles. Turn left on Dickinson Ave for 1.5 miles, then turn left on Atlantic City Rd. for 1.5 miles, then another left on Fort Stambaugh Loop Rd #2324 for 3 miles. Miner's Delight will be on a gravel road to your left with a sign. Park by the cemetery; plants are located in field directly east of graveyard.","42°31' 53.289"" N","108°40' 39.743"" W",42.53146,-108.6777,GPS,NAD83,"8,275",FT,BLM,Artemisia tridentata ssp. vaseyana:Artemisia nova:Delphinium nuttallianum:Viola nuttallii:Dodecatheon conjugens:Gutierrezia sarothrae:Phlox multiflora,,Rolling Hills,5,"N, NE, E, NW",Mixed Mountain Sagebrush Community,"Grazing, Recreation",White River Formation,Other : Loam,"1,556","5,000",1,P,White flowers with a purple keel.,,E. Freeland- BLM:From pressed specimen on another date:24 JUL 2018,"3:05 JUN 2018:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,12-Jul-18,7/16/2018,2,Tevlin 24,WEB,0.3,10YR 2/2 Wet,26-Sep-18,OXYTROPIS,sericea,2018
'SOS-WY050-181,ASMIP2-SOS-WY050-181-FREMONT-18,0.0106,191231,0.2371,ASMIP2,Yellowstone milkvetch,Astragalus,miser,,,var.,praeteritus,Astragalus miser var. praeteritus,FABACEAE,ASMIP2,12-Jul-18,WY050-181,181,WY050,,"Cross, R., Tevlin, D.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Miner's Delight,"From Lander, take 287 S for 8.8 mi., then continue straight on WY-28 W for 17.4 mi. Turn left on Dickinson Ave for 1.5 mi., then another left on Atlantic City Rd for 1.5 mi. Take a left on Fort Stambaugh Loop Road #2324 for 3 mi. Miner's Delight will be on a gravel road to your left with a sign. Park by cemetery, plants are found on hill top near cemetery and on surrounding hillsides.","42°31' 53.491"" N","108°40' 39.52"" W",42.53152,-108.67764,GPS,NAD83,8275,FT,BLM,Artemisia tridentata ssp. vaseyana:Artemisia nova:Gutierrezia sarothrae:Phlox multiflora:Oxytropis sericea var. sericea,Grazed,Rolling Hills,5,"N, NE, E, W",Mixed Mountain Sagebrush Community,Grazing/Recreation,White River Formation,Other : Loam,3509 plants sampled,>5000,1.5,P,Very small purple flowers with pointed keel,,E. Freeland - BLM :From pressed specimen on another date:24 AUG 2018,"3:05 JUN 2018:Rocky Mountain, Lander Field Office, Smithsonian",,,16-Jul-18,"07/17/18, 07/18/18",2,Tevlin 23,WEB,0.2,10 YR 2/2 Wet,26-Sep-18,ASTRAGALUS,miser,2018
'SOS-WY050-182,LIKI2-SOS-WY050-182-FREMONT-18,0.016,713207,0.0635,LIKI2,King's flax,Linum,kingii,,,,,Linum kingii,LINACEAE,LIKI2,9-Jul-18,WY050-182,182,WY050,,"Cross, R., Freeland, E., Tevlin, D.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Cedar Rim Rd,"From Lander, take 287 South for 39 miles, then turn left onto WY-135N Sand Draw Hwy for about 7 air miles. Turn right onto Cedar Rim Rd and continue for 3.5 miles. Take two-track on left going north for about a half mile. Plants are found on South/Southwest facing slopes near road.","42°41' 10.234"" N","108°7' 42.058"" W",42.68617,-108.12834,GPS,NAD83,"7,080",FT,BLM,Comandra umbellata:Psoralidium lanceolatum:Yermo xanthocephalus:Astragalus spatulatus:Draba sp.,Grazed,Rocky Slope,15,"SE, S, SW",Sparsely Vegetated Grassland Slopes,"Recrational, Grazing",Miocene Rocks,Other : Sandy Loam,"1,016","10,000",1,P,Needs herbarium specimens.,,E. Freeland- BLM:In Field:09 JUL 2018,::Needs Vouchers,,,10-Jul-18,,2,Tevlin 28,WEB,0.3,10YR 3/2 Wet,4-Oct-18,LINUM,kingii,2018
