Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Hymenoxys hoopesii,NA,NA,Wild material,NA,"flowers: dark yellow to orange ray and disc flowers, ray flowers drooping and 2 lobed at apex; inflorescence: branching with solitary heads; leaves: dense basal rosette, leaves up stem alternate, pubescent; stem: pubescent, red at base becoming green at top",8/20/2020,"United States, Colorado, Grand","United States, Idaho",100,Wild Habitat,Grazed:Trampled,Populus tremuloides:Erigeron speciosus:Achillea millefolium:Poa sp.:Daucus sp.,"Sub Unit Description :BLM area/ Geology Description : Trail/ Locality Description: From Wolford Reservoir Overlook, take US-40 south to CO-134. Turn west onto CO-134, follow for 2 miles. Turn west onto County Highway 19, follow for 3.8 miles where the road become Forest Road 100. Continue on 100. Turn northeast onto Forest Road 101 to Red Dirt Reservoir, follow 101 for 3.1 miles and take the first east turn toward the reservoir. Park at gate that leads out east over dam. Walk over dam and follow trail north around reservoir about 1.5 miles. Population is west of trail in aspen grove and sagebrush north and east of trees.",2807,40.19564,-106.57347,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,40,40,Southwest,SW,Sand,Clay,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-408,Collector identifier,NA,MG23,Other or unclassified name,NA,NA,"2:16 JUL 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",NA,"Gardner, M., Varone, E.:In Field:16 JUL 2020",NA
NA,W6,NA,W6,NA,NA,SD,Heliomeris multiflora,NA,NA,Wild material,NA,"Stems branching, leaves linear to ovate, short hairy, singular flower heads, yellow ray flowers, yellow disk flowers",8/26/2020,"United States, Colorado, Jackson","United States, Idaho",1000,Wild Habitat,NA,Populus tremuloides:Poa sp.:Wyethia amplexicaulis:Erigeron speciosus:Eriogonum umbellatum:Artemisia tridentata:Lupinus sp.,"Sub Unit Description :BLM Area/ Geology Description : Dirt trail/ Locality Description: Take CO-14 E off Us-40 E, follow road about .5 miles, there are small pull-offs on either side of road, park car and go under fenced gate, follow game trails south up the hill about another .5 miles to GPS point",2647,40.38469,-106.57036,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,20,20,Northwest,NW,Clay,Silt,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-409,Collector identifier,NA,EV16,Other or unclassified name,NA,NA,"2:03 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:03 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Erigeron speciosus,NA,NA,Wild material,NA,"Erect stems, cauline leaves oblanceolate to ovate, glabrous, involucre glandular, flowers in terminal groups, blue violet rays, yellow disks",8/27/2020,"United States, Colorado, Grand","United States, Idaho",400,Wild Habitat,NA,Pinus sp.:Populus tremuloides:Poa sp.:Achillea millefolium:Purshia tridentata:Cirsium sp.:Elymus elymoides:Aster sp.,"Sub Unit Description :BLM Area/ Geology Description : Dirt road, trail/ Locality Description: From Tabernash, head south on US-40E, turn left/east onto CO HWY 83, turn left/north onto CO Rd 84/FS 129, turn left/north onto Strawberry Rd, continue onto US Forest Service Road 2751 for about 2.4 miles to GPS point",2793,40.02327,-106.84023,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,4,4,Southeast,SE,Silt,"Silt, Sand",Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-410,Collector identifier,NA,EV22,Other or unclassified name,NA,NA,"2:03 SEP 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:03 SEP 2020",NA
NA,W6,NA,W6,NA,NA,SD,Erigeron speciosus,NA,NA,Wild material,NA,"flowers: light purple ray, yellow disc; leaves: alternate, slightly toothed, sessile, oblanceolate, pubescent; stems: green, pubescent",9/2/2020,"United States, Colorado, Routt","United States, Idaho",500,Wild Habitat,NA,Artemisia tridentata:Ericameria parryi:Populus tremuloides:Poa sp.:Artemisia sp.,"Sub Unit Description :BLM area/ Geology Description : Dirt road/trail/ Locality Description: From Toponas going south CO-131, 2.4 miles after passing CO-134 turn off, turn into King Mountain Trailhead parking lot. Park and walk southwest up old dirt road about 0.55 miles where footpath head northwest off dirt road toward aspen grove. Population is about 0.2 miles down trail, on both sides of trail in sagebrush.",2551,40.02767,-106.79265,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,24,24,Northeast,NE,Clay,Clay,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-411,Collector identifier,NA,MG33,Other or unclassified name,NA,NA,"2:02 SEP 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",NA,"Gardner, M., Varone, E.:In Field:02 SEP 2020",NA
NA,W6,NA,W6,NA,NA,SD,Orthocarpus luteus,NA,NA,Wild material,NA,"flowers: yellow, partly covered by calyx; leaves: sessile, lanceolate, purple to reddish, green toward top of stem, pubescent; stem: red to purple, pubescent; seed pods: brown and dry if mature, green when immature",9/3/2020,"United States, Colorado, Grand","United States, Idaho",500,Wild Habitat,NA,Populus tremuloides:Erigeron speciosus:Pascopyrum smithii:Ericameria parryi:Juniperus scopulorum:Pinus sp.:Poa sp.,"Sub Unit Description :BLM area/ Geology Description : Dirt road/trail/ Locality Description: From Tabernash going south on US-40, go east onto Co HWY 83. At the split go north on USFS 129/County Rd 84. Follow 84 for 0.8 miles and go west onto Strawberry Rd. Follow Strawberry Rd/USFS 2751 for 2.8 miles. Pull into camp spot on southwest side of road. Population is in field at campsite, along USFS 2751, and along trail that goes from campsite on east side of road. Trail runs parallel to 2751 and comes out at pull off to the east 0.6 miles from campsite.",2783,40.01967,-106.84244,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,2,2,Southeast,SE,Silt,"Clay, Other : loam",Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-412,Collector identifier,NA,MG34,Other or unclassified name,NA,NA,"2:03 SEP 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",NA,"Gardner, M., Varone, E.:In Field:27 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Mentzelia multiflora,NA,NA,Wild material,NA,"flowers: yellow petals, orange-yellow sepals; leaves: linear on stem and lobed at base, hirsute; stem: brownish red, hirsute, highly branched",9/10/2020,"United States, Colorado, Eagle","United States, Idaho",50,Wild Habitat,NA,Artemisia tridentata:Juniperus scopulorum:Senecio spartioides:Pinus edulis:Ericameria nauseosa:Opuntia sp.,"Sub Unit Description :BLM area/ Geology Description : Dirt road/ Locality Description: Take CO-131 south from Toponas, turn south west on Colorado River Rd headed southwest toward Bond. Follow Colorado River Rd for 1 mile. Population is on northwest side of road on berm.",2050,39.91121,-106.74414,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,0,0,Southeast,SE,Clay,"Clay, Other : loam",Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-413,Collector identifier,NA,MG35,Other or unclassified name,NA,NA,"2:10 SEP 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",NA,"Gardner, M., Varone, E.:In Field:02 SEP 2020",NA
NA,W6,NA,W6,NA,NA,SD,Ericameria nauseosa,NA,NA,Wild material,NA,"flowers: yellow disc, lacking rays, terminal cymose clusters; leaves: sage/green leaves, tomentose, sessile, alternate; stem: green at top, turning gray, flaky and woody with age",9/15/2020,"United States, Colorado, Jackson","United States, Idaho",1000,Wild Habitat,NA,Artemisia tridentata:Agoseris glauca:Eriogonum umbellatum:Chrysothamnus viscidiflorus:Achnatherum hymenoides:Crepis acuminata,"Sub Unit Description :BLM area/ Geology Description : OHV area/ Locality Description: From Cowdrey go north on 125, turn east onto 6E, follow 6E for 3.4 miles and turn southeast toward North Sand Hills. Continue southeast for 2.3 miles driving past the information center. Turn northeast up hill toward dunefield 0.8 miles past info center. Travel northeast up sandy road 0.24 miles until arriving at aspen grove camp site. Population is northeast and southeast of camp site/aspen grove in sagebrush shrubland.",2590,40.87054,-106.2068,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,12,12,Southwest,SW,Clay,Sand,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-414,Collector identifier,NA,MG29,Other or unclassified name,NA,NA,"2:13 AUG 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",NA,"Gardner, M., Varone, E.:In Field:29 JUL 2020",NA
NA,W6,NA,W6,NA,NA,SD,Elymus elymoides,NA,NA,Wild material,NA,"Culms erect to spreading, sheaths open, glabrous to pubescent, purplish, blades flat to folded to in-rolled, ascending, inflorescence compact to open, entire rachis disarticulate, fading to straw",9/15/2020,"United States, Colorado, Jackson","United States, Idaho",1015,Wild Habitat,NA,Artemisia tridentata:Aster sp.:Juncus sp.:Carex sp.:Poa sp.:Salix sp.:Sarcobatus sp.:Populus tremuloides,"Sub Unit Description :BLM Area/ Geology Description : NA/ Locality Description: From US-40E/CO-14E intersection take CO-14E for 17.4 miles, turn right/east onto CO Rd 34, follow for about 3 miles, take a slight right/southeast and follow dirt road to GPS point. Population is in grassy fields",2493,40.56422,-106.34797,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,0,0,Undefined,NA,Clay,Sand,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-415,Collector identifier,NA,EV21,Other or unclassified name,NA,NA,"2:26 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:26 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Asclepias speciosa,NA,NA,Wild material,NA,"Unbranched erect stem, leaves opposite, larger, lance-ovate, pubescent, solitary umbels, dense white pubescent, terminal, corolla pink-cream, horns present",9/16/2020,"United States, Colorado, Eagle","United States, Idaho",100,Wild Habitat,NA,Artemisia tridentata:Bromus sp.:Poa sp.:Rumex sp.,"Sub Unit Description :BLM Area/ Geology Description : CO-131/ Locality Description: From Wolcott, follow CO-131 north to GPS point, about .4 miles. Collection is along ditch .4 miles up/west the road",2163,39.7045,-106.68017,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,0,0,Undefined,NA,Clay,Clay,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-416,Collector identifier,NA,EV13,Other or unclassified name,NA,NA,"2:21 JUL 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:21 JUL 2020",NA
NA,W6,NA,W6,NA,NA,SD,Chrysothamnus viscidiflorus,NA,NA,Wild material,NA,"Tan/gray flaky bark, leaves opposite, sessile, twisted, flower dense panicle above leaf, 3-5 bracts, tips acute to obtuse/round, imbricate, sticky, disk flowers yellow",9/16/2020,"United States, Colorado, Grand","United States, Idaho",1000,Wild Habitat,NA,Artemisia tridentata:Eriogonum umbellatum:Penstemon sp.:Poa sp.:Achillea millefolium:Ericameria parryi:Aster sp.,"Sub Unit Description :BLM Area/ Geology Description : Dirt road/ Locality Description: From Parshall take CO HWY 20 from US-40 E, follow for about 3.7 miles, park and walk to GPS point",2553,40.0659,-106.13358,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,5,5,Northwest,NW,Silt,Silt,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-417,Collector identifier,NA,EV17,Other or unclassified name,NA,NA,"2:12 AUG 0202:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:12 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Ericameria nauseosa,NA,NA,Wild material,NA,"flowers: yellow disc, lacking rays, terminal cymose clusters; leaves: sage/green leaves, tomentose, sessile, alternate; stem: green at top, turning gray, flaky and woody with age",9/17/2020,"United States, Colorado, Jackson","United States, Idaho",1500,Wild Habitat,NA,Artemisia tridentata:Lupinus argenteus:Eriogonum umbellatum:Symphoricarpos rotundifolius:Chrysothamnus viscidiflorus,"Sub Unit Description :BLM area/ Geology Description : Dirt road/ Locality Description: From Coalmont on 26, take CO-14 southwest for 9 miles. Turn west onto dirt road with mailbox at the end running parallel to Lawrence Number 1 Ditch. Follow for 0.2 miles and veer south at split in road. Population is 0.15 miles down road, both northwest and southeast sides of road.",2566,40.44431,-106.45126,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,11,11,Northwest,NW,Sand,Clay,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-419,Collector identifier,NA,MG36,Other or unclassified name,NA,NA,"2:17 SEP 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",NA,"Gardner, M., Varone, E.:In Field:17 SEP 2020",NA
NA,W6,NA,W6,NA,NA,SD,Chrysothamnus viscidiflorus,NA,NA,Wild material,NA,"Tan/gray flaky bark, leaves opposite, sessile, twisted, flower dense panicle above leaf, 3-5 bracts, tips acute to obtuse/round, imbricate, sticky, disk flowers yellow",9/24/2020,"United States, Colorado, Grand","United States, Idaho",1000,Wild Habitat,NA,Artemisia tridentata:Amelanchier alnifolia:Poa sp.:Ericameria nauseosa:Balsamorhiza sagittata:Aster sp.,"Sub Unit Description :BLM Area/ Geology Description : NA/ Locality Description: Highway 9 to Williams Peak Rd/FS200, go through gate, follow dirt road about 1.5 miles to GPS point. Collected on right/south side continuing uphill",2526,34.91487,-106.30196,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,2,2,Northwest,NW,Sand,Silt,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-423,Collector identifier,NA,EV18,Other or unclassified name,NA,NA,"2:12 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:12 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Ericameria nauseosa,NA,NA,Wild material,NA,"Flexible, dense tomentum, white-greenish stems, leaves linear, alternate, crowded terminal cymose clusters, involucre strongly imbricate, ray flowers yellow",9/24/2020,"United States, Colorado, Grand","United States, Idaho",1000,Wild Habitat,NA,Artemisia tridentata:Symphoricarpos rotundifolius:Amelanchier alnifolia:Eriogonum umbellatum:Ericameria parryi:Chrysothamnus viscidiflorus:Achillea millefolium:Populus tremuloides:Poa sp.,"Sub Unit Description :BLM Area/ Geology Description : NA/ Locality Description: From Kremmling head east on Park Ave/US-40, turn left/north onto 22nd St, continue onto CO HWY 22 for about 8.3 miles, turn left/north onto County Rd 2, follow for about 5.3 miles to GPS point",2528,40.20125,-106.33041,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,25,25,Northeast,NE,Sand,Clay,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-424,Collector identifier,NA,EV19,Other or unclassified name,NA,NA,"2:17 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:17 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Chrysothamnus viscidiflorus,NA,NA,Wild material,NA,"flowers: disc bright yellow, lacking rays, 1-3 florets per head; leaves: alternate, sessile, twisted; stem: brown and flaky at base and green at top",9/30/2020,"United States, Colorado, Eagle","United States, Idaho",1000,Wild Habitat,NA,Artemisia tridentata:Artemisia nova:Juniperus scopulorum:Senecio spartioides:Pinus edulis:Ericameria nauseosa:Astragalus pardalinus:Opuntia sp.,"Sub Unit Description :BLM area/ Geology Description : Dirt road/ Locality Description: Take CO-131 south from Toponas, turn south west on Colorado River Rd, follow for 1.4 miles and turn north 8600. Follow 8600 for 0.4 miles taking the two-track northwest. Stop at Y. Population is about 0.1 miles on both west and east sides of ditch spreading up the hillsides.",2045,39.91041,-106.75167,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,0,0,Southwest,SW,Sand,Clay,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-425,Collector identifier,NA,MG31,Other or unclassified name,NA,NA,"2:25 AUG 2020:Smithsonian (USA), Denver Botanic Gardens (KHD)",NA,"Gardner, M., Varone, E.:In Field:25 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Ericameria nauseosa,NA,NA,Wild material,NA,"Flexible, dense tomentum, white-greenish stems, leaves linear, alternate, crowded terminal cymose clusters, involucre strongly imbricate, ray flowers yellow",9/30/2020,"United States, Colorado, Eagle","United States, Idaho",2000,Wild Habitat,NA,Artemisia tridentata:Chrysothamnus viscidiflorus:Senecio spartioides:Juniperus sp.:Pinus sp.:Aster sp.:Poa sp.:Opuntia sp.:Astragalus sp.,"Sub Unit Description :BLM Area/ Geology Description : NA/ Locality Description: From Toponas, head south on CO-131 S, after about 2 miles take a right/west onto Colorado River Rd, follow for about 1.5 miles then take a right/north onto 8600, follow for about .4 miles, park and walk out to GPS point",2045,39.91042,-106.75168,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,0,0,Southwest,SW,Sand,Clay,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-426,Collector identifier,NA,EV20,Other or unclassified name,NA,NA,"2:25 AUG 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:25 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Ericameria nauseosa,NA,NA,Wild material,NA,"Flexible, dense tomentum, white-greenish stems, leaves linear, alternate, crowded terminal cymose clusters, involucre strongly imbricate, ray flowers yellow",10/8/2020,"United States, Colorado, Grand","United States, Idaho",2000,Wild Habitat,NA,Artemisia tridentata:Populus tremuloides:Chrysothamnus viscidiflorus:Salix sp.:Carex sp.:Juncus sp.:Juniperus sp.:Bromus sp.:Poa sp.,"Sub Unit Description :BLM Area/ Geology Description : NA/ Locality Description: From Kremmling head south on CO-9S/6th St for about 2 miles, turn left/east onto CO HWY 33, follow for 6 miles to pull off on left/north, park and walk over to GPS point",2306,40.46068,-106.26926,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,2,2,West,W,Unspecified,Clay,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-427,Collector identifier,NA,EV26,Other or unclassified name,NA,NA,"2:08 OCT 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:08 OCT 2020",NA
NA,W6,NA,W6,NA,NA,SD,Artemisia tridentata ssp. vaseyana,NA,NA,Wild material,NA,"Silky tomentose throughout vegetative parts, leaves 3-lobed at tip, wedge shaped at base, floral erect, dense narrow panicles, rays lacking, disks yellow",10/22/2020,"United States, Colorado, Routt","United States, Idaho",1000,Wild Habitat,NA,Wyethia arizonica:Aster sp.:Quercus sp.:Populus tremuloides:Pinus sp.:Lupinus sp.:Poa sp.:Pascopyrum smithii,"Sub Unit Description :BLM Area/ Geology Description : Ridge Trail/ Locality Description: From Steamboat Springs take US-40W/S Lincoln Ave north, turn left/northwest onto 13th St, continue onto CO Rd 33, turn left/south onto CO Rd 45, for .9 miles to Emerald Mountain, park in the lot and walk up the multi-use trail, species is in lot and follows trails",2085,40.45432,-106.91705,WGS84,Lat/lon determined by GPS,"Gardner, M., Varone, E.","Bureau of Land Management, SOS project",NA,CO932,NA,NA,10,10,Undefined,"SW, W",Sand,Silt,Southern Rockies,Southern Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO932-428,Collector identifier,NA,EV24,Other or unclassified name,NA,NA,"2:09 SEP 2020:Smithsonian (US), Denver Botanic Gardens (KHD)",NA,"M. Gardner, E. Varone DBG:In Field:09 SEP 2020",NA
NA,W6,NA,W6,NA,NA,SD,Puccinellia nuttalliana,NA,NA,Wild material,NA,NA,8/25/2020,"United States, California, Mono","United States, Idaho",200,Wild Habitat,NA,Distichlis sp.:Hordeum jubatum:Sarcobatus vermiculatus:Sarcobatus sp.,Sub Unit Description :Inyo National Forest/ Geology Description : Mono Lake/ Locality Description: Grassy area near lakeshore. North of large rabbitbrush patch.,1947.672,38.05291,-119.07544,Google Map,Lat/lon determined by GPS,"McCreary, M., Mahlmeister, K.","Bureau of Land Management, SOS project",NA,NV030,NA,NA,NA,NA,Undefined,NA,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1506,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,D. Tonenna - BLM:From pressed specimen on day of collection:25 AUG 2020,NA
NA,W6,NA,W6,NA,NA,SD,Eriogonum umbellatum,NA,NA,Wild material,NA,NA,9/2/2020,"United States, California, Mono","United States, Idaho",5000,Wild Habitat,NA,Purshia tridentata:Artemisia tridentata:Ribes cereum,"Sub Unit Description :Inyo National Forest/ Geology Description : Grant Lake/ Locality Description: End of service road. West of 158, drive to turnaround point, hike East towards Grant Lake Marina, between road and first ""shelf""/plateau",NA,37.83488,-119.12738,Google Map,Lat/lon determined by GPS,"McCreary, M., Mahlmeister, K.","Bureau of Land Management, SOS project",NA,NV030,NA,NA,45,45,East,E,Sand,Sand,Sierra Nevada,Sierra Nevada (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1507,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,D. Tonenna -- BLM:From pressed specimen on day of collection:02 SEP 2020,NA
NA,W6,NA,W6,NA,NA,SD,Angelica lineariloba,NA,NA,Wild material,NA,NA,9/3/2020,"United States, California, Mono","United States, Idaho",500,Wild Habitat,NA,Purshia tridentata:Chrysothamnus viscidiflorus:Artemisia tridentata ssp. vaseyana:Pinus jeffreyi:Achnatherum hymenoides:Eriogonum umbellatum,"Sub Unit Description :Inyo National Forest/ Geology Description : Mono Craters/ Locality Description: From 395 S, turn east onto HWY 120. Follow 120 for approx. 3 miles. Then turn left onto Mono Craters road. Follow dirt road for approx. 0.3 miles, keeping left at fork. Road ends in parking area. Follow hiking path around the mountain and up through the valley for approx. 1.5 miles, Plants are on either side of trail up and down slope.",2208.5808,37.85044,-119.08277,Google Map,Lat/lon determined by GPS,"McCreary, M., Mahlmeister, K., Tonenna, D.","Bureau of Land Management, SOS project",NA,NV030,NA,NA,45,45,Undefined,NA,Silt,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1508,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,D. Tonenna - BLM:In Field:10 AUG 2020,NA
NA,W6,NA,W6,NA,NA,SD,Asclepias fascicularis,NA,NA,Wild material,NA,NA,9/10/2020,"United States, Nevada, Washoe","United States, Idaho",75,Wild Habitat,Grazed:Human foot traffic,Artemisia tridentata:Ericameria nauseosa:Tetradymia canescens,"Sub Unit Description :Washoe Lake State Park/ Geology Description : Miner's Mayhem parking lot/ Locality Description: West of Eastlake Blvd., off of County road 222. Around parking lot with mine maze and between this parking lot and the group area parking lot.",1534.0584000000001,39.23925,-119.7673,NA,Lat/lon determined by GPS,"McCreary, M., Mahlmeister, K., Tonenna, D.","Bureau of Land Management, SOS project",NA,NV030,NA,NA,NA,NA,Undefined,NA,Silt,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1509,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,D. Tonenna - BLM:In Field:10 SEP 2020,NA
