Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Distichlis spicata,NA,NA,Wild material,NA,˚Soft flat lying grass (more upright in sheltered areas) with bottle brush shaped seed head that is green and plump upon maturity˚,26-Sep-17,"United States, Massachusetts, Barnstable","United States, Idaho",326 plants sampled,Wild Habitat,Flooded,:Spartina patens:Spartina patens:Iva frutescens,Sub Unit Description :Long Pasture Wildlife Sanctuary/ Geology Description : Along either side of the beach boardwalk/ Locality Description: From Boston take 93S to MA3. Follow MA-3 and US-6 to Willow Ave in Yarmouth. Take exit 7 and turn left onto Main St. Turn right onto Bone Hill Rd and the sanctuary is on the left. Walk past visitor center to Salt Marsh boardwalk.,2.1336,41.71047,-70.27494,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Tokarz, E.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Silt, Sand",Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-735,Collector identifier,NA,104,Other or unclassified name,NA,NA,1:26 SEP 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:26 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Iva frutescens,NA,NA,Wild material,NA,NA,11-Oct-17,"United States, Virginia, Accomack","United States, Idaho",75 plants sampled,Wild Habitat,NA,Borrichia frutescens:Distichlis spicata:Juniperus virginiana:Salicornia depressa:Limonium carolinianum:Spartina alterniflora,"Sub Unit Description :Corratock Preserve/ Geology Description : N/A/ Locality Description: From Corratock House, continue on Teackle Rd to end. Population in marsh.",0.6096,37.59194,-75.92122,"NAD83",Lat/lon determined by GPS,"Dakar, J., Faucette, A., Healy, C.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,0,0,Undefined,NA,Unspecified,Other : Sandy loam,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-744,Collector identifier,NA,ALF-615,Other or unclassified name,NA,NA,"2:11 OCT 2017:NCU, US",NA,"A. Faucette, NCBG:In Field:11 OCT 2017",NA
NA,W6,NA,W6,NA,NA,SD,Fimbristylis castanea,NA,NA,Wild material,NA,NA,21-Sep-16,"United States, Virginia, Accomack","United States, Idaho",210 plants sampled,Wild Habitat,NA,Digitaria sp.:Lespedeza cuneata:Diodia teres:Phragmites australis:Mikania scandens:Panicum amarum:Pinus taeda:Baccharis halimifolia,"Sub Unit Description :Chincoteaugue NWR/ Geology Description : Service Rd/ Locality Description: From Wildlife Loop, continue onto Service Rd at NW corner of loop, drive 0.8 miles, population on both sides of road.",1.524,37.92105,-75.32616,WGS84,Lat/lon determined by GPS,"Walker, S., Healy, C., Flood, M.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Fine sand,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-520,Collector identifier,NA,SW-15,Other or unclassified name,NA,NA,"2:21 SEP 2016:NCU, US",NA,S. Walker - NCBG:In Field:21 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Carex scoparia var. scoparia,NA,NA,Wild material,NA,"~0.5 inch long small rounded spikelets alternate in a densely packed cluster on stem, sometimes drooping",1-Sep-17,"United States, Massachusetts, Hampshire","United States, Idaho",207 plants sampled,Wild Habitat,Mowed,Solidago sp.:Carex crinita:Juncus effusus:Carex lurida:Carex lurida:Populus tremuloides:Carex scoparia var. scoparia,"Sub Unit Description :Guyette Farm, Plainfield/ Geology Description : Guyette trail/ Locality Description: Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow a little less than a mile down the trail through the woods.",384.9624,42.48563,-72.89522,"NAD83",Lat/lon determined by GPS,"Tokarz, E.; Cecil, A.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,5,5,Northeast,NE,Unspecified,"Clay, Silt",Custom Category,Northeastern Highlands (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-703,Collector identifier,NA,72,Other or unclassified name,NA,NA,"2:01 SEP 2017:NEWFS, Smithsnian",NA,M. Piantedosi - NEWFS:In Field:01 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Carex lurida,NA,NA,Wild material,NA,"1-2"" spikes with inflated perigynia pointed straight outward; 1-5 spikes per stem˚",29-Aug-17,"United States, Rhode Island, Newport","United States, Idaho",360 plants sampled,Wild Habitat,Mowed:Flooded,Carex intumescens:Juncus effusus:Solidago sp.:Carex lupulina,"Sub Unit Description :John C. Whitehead Preserve/ Geology Description : Hope's Path; Dundery Brook/ Locality Description: Take MA-24 S to Fish Rd in Tiverton; take the Fish Rd exit from RI-24 S; take RI-77 S to Meetinghouse Ln in Little Compton, a small parking area should be to your left right before the Meetinghouse Ln intersection",28.956000000000003,41.50991,-71.18991,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,Silt,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-693,Collector identifier,NA,62,Other or unclassified name,NA,NA,2:29 AUG 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:29 AUG 2017,NA
NA,W6,NA,W6,NA,NA,SD,Hudsonia tomentosa,NA,NA,Wild material,NA,"Flowers yellow, remain folded into stem. Seed heads light brown. Leaves, light bluish-green, are also folded into stem.",14-Jul-15,"United States, New York, Suffolk","United States, Idaho",550 +,Wild Habitat,NA,Juniperus virginiana:Pinus sp.:Morella pensylvanica:Phragmites australis:Toxicodendron radicans:Carex silicea:Pityopsis falcata,"Sub Unit Description :Heckscher State Park/ Geology Description : Fitness Trail, Parking Lot 7/ Locality Description: Enter Heckscher State Park. Continue towards the beach and turn right into the first parking lot. There is a patch West of the parking lot, and the population extends East along the beach",1.2192,40.70163,-73.17405,"NAD83",Lat/lon determined by GPS,"Feinberg, L.; Russell, K.","Bureau of Land Management, SOS project",NA,MARSB,NA,NA,0,0,Undefined,NA,Unspecified,Sand,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARSB-137,Collector identifier,NA,9913,Other or unclassified name,NA,NA,"2:14 JUL 2015:MARSB, Smithsonian",NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Pycnanthemum muticum,NA,NA,Wild material,NA,"˚aromatic musky minty scent, green inflorescences look like monochromatic sunflowers with brown seeds poking out of comb holes˚",4-Oct-17,"United States, Rhode Island, NA","United States, Idaho",533 plants sampled,Wild Habitat,Mowed,:Eutrochium dubium:Ilex glabra:Lespedeza capitata:Schizachyrium scoparium,"Sub Unit Description :Great Swamp WMA/ Geology Description : Great Neck Road, adjacent to wetland, powerline cut/ Locality Description: From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk down trail at end of Great Neck Rd. Population under southern power lines, over a km in.",29.260800000000003,41.46677,-71.5833,"NAD83",Lat/lon determined by GPS,"Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-753,Collector identifier,NA,122,Other or unclassified name,NA,NA,2:04 OCT 2017:Smithsonian ˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:04 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Fimbristylis castanea,NA,NA,Wild material,NA,NA,28-Sep-16,"United States, Virginia, Virginia Beach","United States, Idaho",60 plants sampled,Wild Habitat,NA,Distichlis spicata:Spartina alterniflora:Juniperus virginiana:Symphyotrichum tenuifolium:Iva frutescens:Juncus roemerianus,"Sub Unit Description :First Landing State Park/ Geology Description : 64 St. entrance/ Locality Description: From Visitor's Center head south on Shore Drive toward VA-343 S and onto Atlantic ave., turn right onto 64th St. Population is along path on either side of boardwalk.",1.2192,36.88821,-76.00551,WGS84,Lat/lon determined by GPS,"Healy, C., Walker, S., Flood, M.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Muck,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-562,Collector identifier,NA,SW-17,Other or unclassified name,NA,NA,"2:28 SEP 2016:NCU,US",NA,S. Walker:In Field:28 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Limonium carolinianum,NA,NA,Wild material,NA,NA,30-Oct-15,"United States, New York, Suffolk","United States, Idaho",350 +,Wild Habitat,NA,Juniperus virginiana:Prunus maritima:Morella pensylvanica:Spartina alterniflora:Spartina patens:Distichlis spicata:Solidago sempervirens:Schizachyrium littorale:Panicum virgatum,"Sub Unit Description :Orient Point State park/ Geology Description : Beaches, Marsh/ Locality Description: Enter Orient Point State Park. Park in the lot at the end, and walk along beaches",1.2192,41.12511,-72.27755,"NAD83",Lat/lon determined by GPS,"Feinberg, L., Russell, K.","Bureau of Land Management, SOS project",NA,MARSB,NA,NA,NA,NA,Undefined,NA,Unspecified,Sand,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARSB-415,Collector identifier,NA,10351,Other or unclassified name,NA,NA,2:30 OCT 2015:MARSB˚Smithsonian,NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Spartina cynosuroides,NA,NA,Wild material,NA,NA,22-Oct-15,"United States, Virginia, King George","United States, Idaho",75 plants sampled,Wild Habitat,NA,NA,"Sub Unit Description :Caledon State Park/ Geology Description : Caledon Marsh Trail/ Locality Description: From visitors center, follow Boyd's Hole Trail northwest. Continue left at triangle field and follow the Caledon Marsh trail. Population located at the end of trail along Caledon Marsh edge towards the beach.",2.4384,38.34408,-77.1683,WGS84,Lat/lon determined by GPS,"Dakar, J., Heraty, M.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,: Loam,Southeastern Plains,Southeastern Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-383,Collector identifier,NA,JD-138,Other or unclassified name,NA,NA,"2:22 OCT 2015:NCU, US",NA,J. DAKAR:In Field:22 OCT 2015,NA
NA,W6,NA,W6,NA,NA,SD,Typha angustifolia,NA,NA,Wild material,NA,NA,21-Sep-16,"United States, Virginia, Prince William","United States, Idaho",50 plants sampled,Wild Habitat,NA,Hibiscus moscheutos:Sagittaria sp.:Pontederia cordata:Polygonum arifolium:Scirpus cyperinus:Rosa palustris,"Sub Unit Description :Occoquan Bay NWR/ Geology Description : Easy Rd/ Locality Description: From entrance, follow road to SW corner of parking lot, go through gate, turn left at fork, drive 3300 ft, population on left in marsh.",0.3048,38.63883,-77.22994,"NAD83",Lat/lon determined by GPS,"Dakar, J.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Mucky silt loam,Southeastern Plains,Southeastern Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-534,Collector identifier,NA,JD-179,Other or unclassified name,NA,NA,"2:21 SEP 2016:NCU, US",NA,J. Dakar - NCBG:In Field:21 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Bolboschoenus maritimus,NA,NA,Wild material,NA,˚long bract subtends axillary inflorescence˚,19-Oct-17,"United States, Connecticut, NA","United States, Idaho",50 plants sampled,Wild Habitat,Flooded,Distichlis spicata:Salicornia depressa:Spartina patens:Iva frutescens:Solidago sempervirens:Limonium carolinianum:Atriplex prostrata,Sub Unit Description :Barn Island WMA/ Geology Description : Wequetequock Cove/ Locality Description: CT DEEP,0.6096,41.33825,-71.87538,"NAD83",Lat/lon determined by GPS,"Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-812,Collector identifier,NA,181,Other or unclassified name,NA,NA,2:19 OCT 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:19 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Limonium carolinianum,NA,NA,Wild material,NA,˚Pale purple flower on open lattice-like inflorescence˚,13-Oct-17,"United States, Massachusetts, Norfolk","United States, Idaho",234 plants sampled,Wild Habitat,Flooded:Tidal forces,Spartina patens:Solidago sempervirens:Distichlis spicata:Spartina alterniflora,"Sub Unit Description :Grape Island, Boston Harbor Islands/ Geology Description : Salt marsh area/ Locality Description: Take ferry to the island from Boston Harbor. Turn right from the dock and the population is to the left lining the salt marsh",2.1336,42.26875,-70.92058,"NAD83",Lat/lon determined by GPS,"Piantedosi, M.; Cecil, A.; Estevez, C.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-792,Collector identifier,NA,161,Other or unclassified name,NA,NA,1:13 OCT 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:13 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Spartina pectinata,NA,NA,Wild material,NA,NA,18-Oct-17,"United States, Massachusetts, Essex","United States, Idaho",plants sampled,Wild Habitat,Flooded,Vaccinium macrocarpon:Scirpus cyperinus:Toxicodendron radicans:Schoenoplectus americanus:Iris versicolor,"Sub Unit Description :Parker River NWR/ Geology Description : Roadside/ Locality Description: Take 95N to exit 56. Follow Scotland Rd to Parker St. At the traffic circle, take State St. and make right on Parker St. Right on MA 1AS, left on Rolfe√¢‚˙¨‚¸¢s Ln. Right on Water St., right on Sunset Dr. to enter refuge. Population is located in cranberry bog a couple miles up the main road from the entrance.",1.524,42.72483,-70.78494,"NAD83",Lat/lon determined by GPS,"Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-802,Collector identifier,NA,171,Other or unclassified name,NA,NA,2:18 OCT 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:18 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Triglochin maritima,NA,NA,Wild material,NA,Capsular fruit regularly spaced on a long spike with at least three seeds per capsule˚,25-Jul-17,"United States, Massachusetts, Essex","United States, Idaho",200 plants sampled,Wild Habitat,Flooded,Juncus gerardii:Distichlis spicata:Spartina alterniflora:Spartina patens:Iva frutescens:Salicornia depressa,"Sub Unit Description :Parker River National Wildlife Refuge/ Geology Description : NA/ Locality Description: Take 95N to exit 56. Follow Scotland Rd to Parker St. At the traffic circle, take State St. and make right on Parker St. Right on MA 1AS, left on Rolfe√˚¬¢√¢‚Äö¬¨√¢‚Äû¬¢s Ln. Right on Water St., right on Sunset Dr. to enter refuge. Population is to right side of road towards the mainland side of the island just past the park gate.",2.1336,42.72483,-70.78494,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Tokarz, E.; Piantedosi, M.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-641,Collector identifier,NA,10,Other or unclassified name,NA,NA,2:25 JUL 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi; NEWFS:In Field:25 JUL 2017,NA
NA,W6,NA,W6,NA,NA,SD,Alnus serrulata,NA,NA,Wild material,NA,"Fruit narrowly winged, pistillate catkins pedunculate and spaced out, leaves obtuse to short-acuminate at tip.",21-Sep-15,"United States, Virginia, Westmoreland","United States, Idaho",50 plants sampled,Wild Habitat,NA,Ilex opaca:Sagittaria latifolia:Hibiscus moscheutos:Polygonum arifolium:Polygonum sagittatum:Toxicodendron radicans,"Sub Unit Description :Voorhees Nature Preserve/ Geology Description : Bridge over Owl Hollow Creek/ Locality Description: From I-95 N, take exit 104, continue on VA-207 E, take US-301 N and VA-3 E to Berry Farm Lane in Washington: from VA-3 E turn right onto Claymont Rd., then right onto state Rte. 637, then right onto Berry Farm Lane, park at farm store and walk to trailhead.",1.524,38.14833,-77.04913,WGS84,Lat/lon determined by GPS,"Heraty, M., Dakar, J.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,"Sand, Other : Loam",Southeastern Plains,Southeastern Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-292,Collector identifier,NA,MH-20,Other or unclassified name,NA,NA,"2:21 SEP 2015:US, NCU",NA,M. Heraty - NCBG:In Field:21 SEP 2015,NA
NA,W6,NA,W6,NA,NA,SD,Typha latifolia,NA,NA,Wild material,NA,NA,4-Oct-16,"United States, Maryland, Charles","United States, Idaho",50 plants sampled,Wild Habitat,NA,Sparganium americanum:Polygonum sagittatum:Salix nigra:Cephalanthus occidentalis:Saururus cernuus:Alnus serrulata,"Sub Unit Description :Smallwood State Park/ Geology Description : Sweden Point Rd/ Locality Description: From Marbury, MD, head sw on MD-224 S for 1.7 miles. turn right onto Sweden Point Rd. Population on other side of creek",1.524,38.556,-77.1848,WGS84,Lat/lon determined by GPS,"Dakar, J., Faucette, A.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Loam,Southeastern Plains,Southeastern Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-579,Collector identifier,NA,ALF-551,Other or unclassified name,NA,NA,"2:04 OCT 2016:NCU, US",NA,A. Faucette-NCBG:In Field:04 OCT 2016,NA
NA,W6,NA,W6,NA,NA,SD,Schizachyrium scoparium,NA,NA,Wild material,NA,NA,4-Oct-16,"United States, Maryland, Cecil","United States, Idaho",300 plants sampled,Wild Habitat,Mowed,Asclepias syriaca:Panicum anceps:Tridens flavus:Pycnanthemum tenuifolium:Rosa sp.:Rubus sp.:Liquidambar styraciflua,"Sub Unit Description :Elk Neck State Park/ Geology Description : Fields at Turkey Point Lighthouse Trail/ Locality Description: From Northeast, MD, head south on MD 272, once road ends continue onto Turkey Point Lighthouse Trail for approx 1 mile. Population in fields on left and right.",23.4696,39.45269,-76.00752,"NAD83",Lat/lon determined by GPS,"Flood, M., Walker, S.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,"Silt, Other : Loam",Southeastern Plains,Southeastern Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-580,Collector identifier,NA,SW-22,Other or unclassified name,NA,NA,"2:04 OCT 2016:NCU, US",NA,S. Walker-NCBG:In Field:04 OCT 2016,NA
NA,W6,NA,W6,NA,NA,SD,Agalinis maritima,NA,NA,Wild material,NA,"˚flower can range from purple/blue, red/pink, or white. flower is bilaterally symmetrical with 5 petals and sometimes are found on axillary branches; leaves entire and opposite, fruit is a capsule that splits when ripe filled with tiny black seeds˚",5-Oct-17,"United States, Connecticut, New London","United States, Idaho",1361,Wild Habitat,Flooded,Iva frutescens:Spartina alterniflora:Spartina patens:Distichlis spicata:Symphyotrichum tenuifolium:Phragmites australis,"Sub Unit Description :Cottrell Marsh/ Geology Description : Marsh beside railroad tracks/ Locality Description: From Boston, take 95S and take exit 91 onto CT-234W. Turn left onto Main St. Turn right onto US-1/Stonington Rd. Turn left onto Latimer Point Rd. Marsh is across from railroad tracks.",0.9144000000000001,41.34138,-71.94991,"NAD83",Lat/lon determined by GPS,"Tokarz, E.; Kang, K.; Estevez, C.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,Silt,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-759,Collector identifier,NA,128,Other or unclassified name,NA,NA,2:05 OCT 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:05 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Schoenoplectus americanus,NA,NA,Wild material,NA,long single dark green stem with 2 to 3 small brown cones˚,5-Oct-17,"United States, Connecticut, New London","United States, Idaho",317 plants sampled,Wild Habitat,Flooded,Iva frutescens:Spartina alterniflora:Spartina alterniflora:Spartina patens:Distichlis spicata:Symphyotrichum tenuifolium:Panicum virgatum:Toxicodendron radicans,"Sub Unit Description :Cottrell Marsh/ Geology Description : Marsh beside railroad tracks/ Locality Description: From Boston, take 95S and take exit 91 onto CT-234W. Turn left onto Main St. Turn right onto US-1/Stonington Rd. Turn left onto Latimer Point Rd. Marsh is across from railroad tracks.",0.9144000000000001,41.34138,-71.94991,"NAD83",Lat/lon determined by GPS,"Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-760,Collector identifier,NA,129,Other or unclassified name,NA,NA,2:05 OCT 2017:Smithsonian ˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:05 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Typha latifolia,NA,NA,Wild material,NA,NA,28-Sep-16,"United States, North Carolina, Currituck","United States, Idaho",50 plants sampled,Wild Habitat,NA,Sagittaria latifolia:Baccharis halimifolia:Solidago sempervirens:Boehmeria cylindrica:Leersia oryzoides:Paspalum urvillei:Panicum virgatum:Acer rubrum,"Sub Unit Description :Mackay Island NWR/ Geology Description : Visitor Center Entrance Rd/ Locality Description: From Pungo, VA, head S on Princess Anne Rd for 13.4 miles. Continue onto NC-615 S for 6.2 miles. Turn right onto Visitor Center Entrance Rd. Population 0.3 miles on right.",0.3048,36.53572,-75.9935,WGS84,Lat/lon determined by GPS,"Dakar, J., Faucette, A.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Loam,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-552,Collector identifier,NA,ALF-542,Other or unclassified name,NA,NA,"2:28 SEP 2016:NCU, US",NA,J. Dakar - NCBG:In Field:28 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Smilax laurifolia,NA,NA,Wild material,NA,"PROMINENT MIDRIB ABAXIALLY, FEW LARGE PRICKLES ON PRIMARY STEMS",8-Oct-15,"United States, Virginia, NA","United States, Idaho",50 plants sampled,Wild Habitat,NA,Ilex opaca:Itea virginica:Clethra alnifolia:Smilax rotundifolia:Platanus occidentalis,"Sub Unit Description :GREAT DISMAL SWAMP NWR/ Geology Description : JERICHO DITCH TRAIL/ Locality Description: FROM REFUGE OFFICE, CONTINUE N ON RTE 604, TAKE RIGHT ONTO RTE 642. RIGHT ONTO JERICHO LANE ROAD. PARK AT GATE AND WALK ALONG JERICHO DITCH TRAIL. POPULATION ALONG TRAIL SIDES.",1.524,36.71108,-76.52341,WGS84,Lat/lon determined by GPS,"HERATY, M., DAKAR, J.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : MUCK,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-334,Collector identifier,NA,MH-30,Other or unclassified name,NA,NA,"2:08 OCT 2015:NCU, US",NA,M. HERATY - NCBG:In Field:08 OCT 2015,NA
