Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,Land Owner,Land Owner Original Value,Land Owner Evaluation Required,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Juncus arcticus subsp. littoralis,NA,NA,Wild material,NA,NA,07-14-2021,"United States, Wyoming, Fremont","United States, Idaho, Ada",10000,Wild Habitat,NA,Arnica fulgens:Balsamorhiza incana:Poa secunda:Pascopyrum smithii:Achillea millefolium:Thermopsis rhombifolia,"Sub Unit Description :Red Canyon Area of Critical Environmental Concern/ Geology Description : NA/ Locality Description: Foothills of the Wind River Range; Red Canyon, in the vicinity of Derby Springs. From the Red Canyon Scenic Overlook, travel W on Highway 28 approximately 1 mile to a large pulloff on the N side of the highway. The collection area is approximately 600 meters NW of here.",2164.08,42.5981,-108.63838,WGS84,Lat/lon determined by GPS,"Collections: Cross, R., Bella, K., Bukowski, K., Smith, K.","Bureau of Land Management, SOS project",NA,WY050,NA,NA,Public,BLM,NA,3,3,Uncertain,"N, NE, E, SE, S, SW, W, NW",Sandy clay loam,Other : Sandy Clay Loam,NA,Colorado Plateau (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,WY050-233,Collector identifier,NA,Cross s.n.,Other or unclassified name,NA,NA,NA,NA,,NA,E. Freeland - BLM,NA
NA,W6,NA,W6,NA,NA,SD,Artemisia tridentata subsp. wyomingensis,NA,NA,Wild material,NA,NA,10-18-2021,"United States, Wyoming, Fremont","United States, Idaho, Ada",5000,Wild Habitat,NA,Bouteloua gracilis:Elymus lanceolatus:Castilleja angustifolia,"Sub Unit Description :Government Draw Allotment/ Geology Description : NA/ Locality Description: From Hudson, travel E on E 1st for 1.5 miles to where the road turns south to enter public lands. Follow for approximately 2 miles. Collection site is along both sides of this road, called the Hudson Atlantic City Road.",NA,42.89561,-108.54266,WGS84,Lat/lon determined by GPS,"Collections: Freeland, E., Cross, R., Yandow, L., Mott, J., Renner, S., Coyne, M., Clingerman, G., Whitford, N., Hegg, S., Mahoney, A.","Bureau of Land Management, SOS project",NA,WY050,NA,NA,Public,BLM,NA,5,5,Uncertain,"N, NE, E, SE, S, SW, W, NW",Loam,Other : Loam,NA,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,WY050-234,Collector identifier,NA,Emma E. Freeland 8402,Other or unclassified name,NA,NA,NA,NA,,NA,E. Freeland - BLM,NA
NA,W6,NA,W6,NA,NA,SD,Carex luzulina,NA,NA,Wild material,NA,Plants are cespitose or short rhizomed  stems 15 90 cm  leaves 3 9 mm wide and glabrous  Upper spikelet of inflorescence sometimes clustered  lateral spikelets pistillate or tips staminate  perigynia mostly purple or green with reddish purple spots ,07-07-2021,"United States, Oregon, Douglas","United States, Idaho, Ada",100,Wild Habitat,NA,Acer circinatum:Pseudotsuga menziesii:Rhododendron macrophyllum:Sidalcea nelsoniana:Pedicularis racemosa:Rudbeckia occidentalis:Senecio triangularis:Senecio triangularis,"Sub Unit Description :Upper Willamette Field Office/ Geology Description : Elk Meadow/ Locality Description: Take I-5 south to Cottage Grove exit 172, Cottage Grove Lake. Turn left at the off-ramp traffic light onto 6th St, which turns into the London Road, and drive south around the reservoir. Drive past the junction with Cottage Grove Reservoir Road and continue through the town of London Springs to Big River Road (approximately 4.1 miles past the London school). Turn left and follow this paved road, which is also called BLM road 23-3-5.4, approximately 8.6 miles to spur road 23-2-35.1 (make sure to stay right when the paved road splits before going up away from the river bottom) and go through the yellow gate. The spur road isnÃ¢âú¬âü¢t paved, but the road is good enough for a regular car. If you forget the key itÃ¢âú¬âü¢s not a long walk to the site so you can park at the gate and walk in.",1284.732,43.52796,-122,NA,Lat/lon determined by GPS,"Collections: Linden, S., Wittkop, E.","Bureau of Land Management, SOS project",NA,OR090B,NA,NA,Public,BLM,NA,2.5,0-5,Uncertain,NA,Loam,Other : Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR090B-307,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,E. Wittkop -- Institute for Applied Ecology,NA
NA,W6,NA,W6,NA,NA,SD,Castilleja hispida,NA,NA,Wild material,NA,Plants clustered  stems erect and generally unbranched  hispid  Leaves lanceolate to ovate with upper stem leaves sometimes divided into 3  shallow lobes  Lateral lobes of bracts and upper leaves are short  arising at or above bract midpoint  Bracts bright scarlet or sometimes yellow ,07-13-2021,"United States, Oregon, Linn","United States, Idaho, Ada",130,Wild Habitat,NA,Plectritis congesta:Eriophyllum lanatum:Zigadenus venenosus:Danthonia californica,"Sub Unit Description :Upper Willamette Field Office/ Geology Description : Horse Rock Ridge/ Locality Description: Take I-5 south to exit 216 (Brownsville, Halsey). Exit and go towards Brownsville (228 E). Stay on 228 through the outskirts of Brownsville, drive through Crawfordsville, and take a right onto Brush Creek Rd (<0.5mi east of Crawfordsville). Stay on Brush Creek Rd. for several miles, then stay right the entire way. After you pass the town of Mabel, turn right onto Shotgun Creek Rd (#16-1-5). Veer right at Shotgun Creek Recreation Site, and again at Crooked Creek Staging Area. Follow the paved road past a hairpin turn and onto the top of an open area. Drive back into the woods past a shooting area and the road with parking will be after that. Turn left and park at either the first left parking area or further up the side road up near the boulder pile.",762,44.29916,-122,NA,Lat/lon determined by GPS,"Collections: Wittkop, E., Linden, S.","Bureau of Land Management, SOS project",NA,OR090B,NA,NA,Public,BLM,NA,25,0-50,Uncertain,"S, SW",Loam,Other : Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR090B-308,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,E. Wittkop,NA
NA,W6,NA,W6,NA,NA,SD,Eriophyllum lanatum,NA,NA,Wild material,NA,Low growing subshrub  Stems erect to decumbent and usually wooly  Leaves are  5 3 in long  linear to oval  pinnately divided or entire  sessile or petiolate  Inflorescences bright yellow  ray flowers 6 20 mm  oblong to elliptic  5 15 phyllaries ,07-23-2021,"United States, Oregon, Lane","United States, Idaho, Ada",100,Wild Habitat,NA,Achillea millefolium:Gilia capitata:Lupinus oreganus:Plectritis congesta,"Sub Unit Description :Upper Willamette Field Office/ Geology Description : Eagle s Rest/ Locality Description: Head south on I-5 from Corvallis. Take exit 188 for OR-58 toward Oakridge/Klamath Falls. Continue onto OR-58 for about 11 miles and turn right onto Lost Creek Rd. The Road will veer left; continue on Lost Creek Rd. In about three miles, turn left onto Eagles Rest Rd. Continue for 2.1 miles and turn left onto US Forest Service Rd. 509. In about 1.8 miles your destination will be on the left side.",287.7312,4543.75015,-122,NA,Lat/lon determined by GPS,"Collections: E. Wittkop, S. Linden","Bureau of Land Management, SOS project",NA,OR090B,NA,NA,Public,BLM,NA,50,50,Uncertain,"S, SW",Loam,Other : Loam,NA,Willamette Valley (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR090B-310,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,E. Wittkop,NA
NA,W6,NA,W6,NA,NA,SD,Potentilla glandulosa,NA,NA,Wild material,NA,Upright and tufted plant with abundant glandular hairs at base  Leaf glabrous to glandular and pinnately divided into 5 9 ovate leaflets  with teeth Â  Â  way to midvein  Flowers in loose cluster with leafy bracts  Petals generally elliptic  yellow to cream in color ,07-13-2021,"United States, Oregon, Linn","United States, Idaho, Ada",125,Wild Habitat,Burned,Plectritis congesta:Danthonia californica:Eriophyllum lanatum:Holodiscus discolor,"Sub Unit Description :Upper Willamette Field Office/ Geology Description : Horse Rock Ridge/ Locality Description: Take I-5 south to exit 216 (Brownsville, Halsey). Exit and go towards Brownsville (228 E). Stay on 228 through the outskirts of Brownsville, drive through Crawfordsville, and take a right onto Brush Creek Rd (<0.5mi east of Crawfordsville). Stay on Brush Creek Rd. for several miles, then stay right the entire way. After you pass the town of Mabel, turn right onto Shotgun Creek Rd (#16-1-5). Veer right at Shotgun Creek Recreation Site, and again at Crooked Creek Staging Area. Follow the paved road past a hairpin turn and onto the top of an open area. Drive back into the woods past a shooting area and the road with parking will be after that. Turn left and park at either the first left parking area or further up the side road up near the boulder pile.",762,44.29916,-122,NA,Lat/lon determined by GPS,"Collections: Wittkop, E., Linden, S.","Bureau of Land Management, SOS project",NA,OR090B,NA,NA,Public,BLM,NA,25,0-50,Uncertain,"S, SW",Loam,Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR090B-311,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,E. Wittkop,NA
NA,W6,NA,W6,NA,NA,SD,Rudbeckia occidentalis,NA,NA,Wild material,NA,Perennial and rhizomatous plant  generally unbranched or sparsely branched  glabrous to glaucous  Leaves 12 30 cm long  3 9 cm wide  blade elliptic and coarsely serrate to entire  short hairs present on both sides of the blade  Flower heads are discoid  dark purple to brown  with no ray flowers  The cones turn black when in seed ,08-17-2021,"United States, Oregon, Douglas","United States, Idaho, Ada",125,Wild Habitat,NA,Acer circinatum:Senecio triangularis:Sidalcea nelsoniana:Frasera umpquaensis,"Sub Unit Description :Upper Willamette Field Office/ Geology Description : Elk Meadow/ Locality Description: Take I-5 south to Cottage Grove exit 172, â€œCottage Grove Lakeâ€. Turn left at the off-ramp traffic light onto 6th St, which turns into the London Road, and drive south around the reservoir. Drive past the junction with Cottage Grove Reservoir Road and continue through the town of London Springs to Big River Road (approximately 4.1 miles past the London school). Turn left and follow this paved road, which is also called BLM road 23-3-5.4, approximately 8.6 miles to spur road 23-2-35.1 (make sure to stay right when the paved road splits before going up away from the river bottom) and go through the yellow gate. The spur road isnâ€™t paved, but the road is good enough for a regular car. If you forget the key itâ€™s not a long walk to the site so you can park at the gate and walk in",1284.732,43.52796,-122,NA,Lat/lon determined by GPS,"Collections: Linden, S., Wittkop. E","Bureau of Land Management, SOS project",NA,OR090B,NA,NA,Public,BLM,NA,2.5,0-5,South,S,Loam,Other : Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR090B-312,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,E. Wittkop,NA
NA,W6,NA,W6,NA,NA,SD,Zigadenus venenosus,NA,NA,Wild material,NA,Bulbs 12 25 mm in diameter  ovate with brownish outer coat  Stems 15 70 cm  erect  glabrous  Leaves 10 40 cm  4 10 mm wide  scabrous ciliate  Inflorescences generally in a raceme  5 25 cm in length  Flowers bisexual and stamens longer than petals  perianth 4 6 mm  ovate to obtuse  white to cream colored ,07-13-2021,"United States, Oregon, Linn","United States, Idaho, Ada",100,Wild Habitat,NA,Castilleja hispida:Eriophyllum lanatum:Ranunculus occidentalis:Festuca idahoensis:Plectritis congesta,"Sub Unit Description :Upper Willamette Field Office/ Geology Description : Horse Rock Ridge/ Locality Description: Take I-5 south to exit 216 (Brownsville, Halsey). Exit and go towards Brownsville (228 E). Stay on 228 through the outskirts of Brownsville, drive through Crawfordsville, and take a right onto Brush Creek Rd (<0.5mi east of Crawfordsville). Stay on Brush Creek Rd. for several miles, then stay right the entire way. After you pass the town of Mabel, turn right onto Shotgun Creek Rd (#16-1-5). Veer right at Shotgun Creek Recreation Site, and again at Crooked Creek Staging Area. Follow the paved road past a hairpin turn and onto the top of an open area. Drive back into the woods past a shooting area and the road with parking will be after that. Turn left and park at the either the first left parking area or further up the side road up near the boulder pile.",762,44.29916,-122,NA,Lat/lon determined by GPS,"Collections: E. Wittkop, S. Linden","Bureau of Land Management, SOS project",NA,OR090B,NA,NA,Public,BLM,NA,25,0-50,Uncertain,"S, SW",Loam,Other : Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR090B-314,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,E. Wittkop,NA
NA,W6,NA,W6,NA,NA,SD,Castilleja hispida,NA,NA,Wild material,NA,Plants clustered  stems erect and generally unbranched  hispid  Leavesûlanceolate to ovate with upper stem leaves sometimes divided into 3 ûshallow lobes  Lateral lobes of bracts and upper leaves are short  arising atûor above bract midpoint  bracts bright scarlet or sometime yellow ,06-23-2021,"United States, Oregon, Lane","United States, Idaho, Ada",50,Wild Habitat,NA,Zigadenus venenosus:Eriophyllum lanatum:Eriogonum nudum:Madia gracilis:Koeleria macrantha:Calochortus tolmiei:Dichanthelium acuminatum,"Sub Unit Description :Upper Willamette Field Office/ Geology Description : Blue Mountain/ Locality Description: I-5 to Exit 174 â€œCottage Grove, Dorena Lake.â€ Turn left at the end of the off-ramp onto â€œE Cottage Grove Con.â€ Follow Row River Rd/Row River Cutoff Rd for about 1 mile. Turn right onto â€œRow River Conn #1.â€ Turn left on Blue Mtn Peak/Mosby Creek Rd. Set your odometer to zero. At mile 3.6 bear left to stay on Mosby creek Rd. At mile 7.9 turn left onto a gravel road with no street sign (BLM maps Rd 21-2-31). At mile 9.8 there will be a meadow on the left. At mile 10.7 turn left, at mile 12.3 keep left, and at mile 12.4 the road dead ends at the top of Blue Mountain. There will be lots of graffitied rocks and trash. Take the trail leading into the woods to the West and follow briefly till you reach the meadow.",841.8576,43.70722,-122,NA,Lat/lon determined by GPS,"Collections: Linden, S, Wittkop, E.","Bureau of Land Management, SOS project",NA,OR090B,NA,NA,Public,BLM,NA,20,20-May,Southwest,SW,Sandy loam,Other : Sandy Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR090B-316,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,E.Wittkop,NA
NA,W6,NA,W6,NA,NA,SD,Phlox speciosa,NA,NA,Wild material,NA,Pink to white corolla ,06-17-2021,"United States, Washington, Chelan","United States, Idaho, Ada",500,Wild Habitat,NA,Balsamorhiza sagittata:Lomatium nudicaule:Purshia tridentata:Pseudoroegneria spicata:Achillea millefolium:Carex geyeri:Pinus ponderosa:Lathyrus pauciflorus:Pseudotsuga menziesii,"Sub Unit Description :BLM/ Geology Description : Entiat Foot Hills/ Locality Description: From the junction of HWY 97A and the Entiat River Road, travel up the Entiat River Road for ~6.8 miles to Crum Canyon Road. Drive up Crum Canyon Road for ~2.0 miles to a FS road on the right (5302). Drive up the road for ~0.5 miles to the fork in the road. At the fork take the road to the right. Follow this road to the top of the ridge.",844.9056,47.69805,-120.28705,"NAD83",Lat/lon determined by GPS,"Collections: McGrew, R., Boyter, M.","Bureau of Land Management, SOS project",NA,OR134,NA,NA,Public,BLM,NA,15,15,Northwest,NW,Loam,Other : Loam,NA,North Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR134-63,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"McGrew, R., Boyter, M.",NA
NA,W6,NA,W6,NA,NA,SD,Purshia tridentata,NA,NA,Wild material,NA,Yellow corolla,06-28-2021,"United States, Washington, Chelan","United States, Idaho, Ada",150,Wild Habitat,NA,Balsamorhiza sagittata:Lomatium nudicaule:Purshia tridentata:Pseudoroegneria spicata:Achillea millefolium:Carex geyeri:Pinus ponderosa:Lathyrus pauciflorus:Pseudotsuga menziesii,"Sub Unit Description :BLM/ Geology Description : Entiat Foot Hills/ Locality Description: From the junction of HWY 97A and the Entiat River Road, travel up the Entiat River Road for ~6.8 miles to Crum Canyon Road. Drive up Crum Canyon Road for ~2.0 miles to a FS road on the right (5302). Drive up the road for ~0.5 miles to the fork in the road. At the fork take the road to the right. Follow this road to the top of the ridge.",844.9056,47.69805,-120.28705,"NAD83",Lat/lon determined by GPS,"Collections: McGrew, R., Boyter, M.","Bureau of Land Management, SOS project",NA,OR134,NA,NA,Public,BLM,NA,15,15,Northwest,NW,Loam,Other : Loam,NA,North Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR134-64,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"McGrew, R., Boyter, M.",NA
NA,W6,NA,W6,NA,NA,SD,Lomatium nudicaule,NA,NA,Wild material,NA,Yellow corolla ,06-28-2021,"United States, Washington, Chelan","United States, Idaho, Ada",250,Wild Habitat,NA,Balsamorhiza sagittata:Purshia tridentata:Pseudoroegneria spicata:Achillea millefolium:Carex geyeri:Pinus ponderosa:Lathyrus pauciflorus:Pseudotsuga menziesii,"Sub Unit Description :BLM/ Geology Description : Entiat Foot Hills/ Locality Description: From the junction of HWY 97A and the Entiat River Road, travel up the Entiat River Road for ~6.8 miles to Crum Canyon Road. Drive up Crum Canyon Road for ~2.0 miles to a FS road on the right (5302). Drive up the road for ~0.5 miles to the fork in the road. At the fork take the road to the right. Follow this road to the top of the ridge.",NA,47.69805,-120.28705,"NAD83",Lat/lon determined by GPS,"Collections: McGrew, R., Boyter, M","Bureau of Land Management, SOS project",NA,OR134,NA,NA,Public,BLM,NA,15,15,Northwest,NW,Loam,Other : Loam,NA,North Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR134-65,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"McGrew, R., Boyter, M.",NA
NA,W6,NA,W6,NA,NA,SD,Echinocereus engelmannii,NA,NA,Wild material,NA,Pink to magenta flowers,05-26-2021,"United States, Nevada, Nye","United States, Idaho, Ada",296,Wild Habitat,None,Yucca schidigera:Larrea tridentata:Ferocactus cylindraceus:Agave utahensis:Amphipappus fremontii:Ambrosia salsola:Ambrosia dumosa:Atriplex sp.:Ephedra sp.:Eriogonum inflatum:Psorothamnus sp.:Hymenoclea salsola:Eriogonum inflatum:Bromus rubens:Thamnosma montana,"Sub Unit Description :Amargosa Desert/ Geology Description : Specter Range/ Locality Description: From the intersection of US-95 and NV-160 in Amargosa Valley, turn north onto a dirt road. Go past the gate and follow north for ~2.5 miles. The population begins just south of the NDOW water tank and follows the wash/canyon slopes north for ~1 mile along road.",927.8112000000001,36.60527,-116.11416,"NAD83",Lat/lon determined by GPS,"Collections: Depies, M., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,35,May-35,Uncertain,"E, S, W",Clay loam,Other : Clay Loam,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-960,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, Chicago Botanic Garden",NA
NA,W6,NA,W6,NA,NA,SD,Echinocereus engelmannii,NA,NA,Wild material,NA,Pink magenta flowers,05-14-2021,"United States, Nevada, Clark","United States, Idaho, Ada",190,Wild Habitat,None,Opuntia basilaris:Ferocactus cylindraceus:Encelia farinosa:Hyptis emoryi:Larrea tridentata:Eriogonum fasciculatum:Xylorhiza tortifolia:Senegalia greggii:Bromus rubens,"Sub Unit Description :Newberry Mountains Laughlin  NV/ Geology Description : Bridge Canyon/ Locality Description: From the intersection of US 95-S and Laughlin Hwy, follow the latter east for 10.7 miles. The population extends east and west along a powerline ROW on granite outcrops.",704.0880000000001,35.18027,-114.68,"NAD83",Lat/lon determined by GPS,"Collections: Depies, M., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,10,10,Uncertain,"N, E, S",Sandy loam,Other : Sandy Loam,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-961,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, Chicago Botanic Garden",NA
NA,W6,NA,W6,NA,NA,SD,Hyptis emoryi,NA,NA,Wild material,NA,Small clusters of purple flowers  strong scent when leaves are crushed,05-10-2021,"United States, Nevada, Clark","United States, Idaho, Ada",850,Wild Habitat,None,Hymenoclea salsola:Larrea tridentata:Senegalia greggii:Opuntia basilaris:Echinocereus engelmannii:Funastrum hirtellum:Asclepias subulata:Bromus rubens:Krameria sp.:Oenothera sp.:Ferocactus cylindraceus,"Sub Unit Description :Newberry Mountains Laughlin  NV/ Geology Description : Bridge Canyon/ Locality Description: From the intersection of HWY 95 S and Laughlin HWY, follow the latter east for 11 miles. Turn east onto a powerline ROW and follow for 1.5 miles to the start of the population. The population follows the canyon drainages east for another 2 miles along ROW leading into a wash.",436.16880000000003,35.17333,-114.65027,"NAD83",Lat/lon determined by GPS,"Collections: Depies, M., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,10,10,Uncertain,"N, E",Sandy loam,Other : Sandy Loam,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-962,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, R. Ubalde (Chicago Botanic Garden)",NA
NA,W6,NA,W6,NA,NA,SD,Bouteloua aristidoides var. aristidoides,NA,NA,Wild material,NA,Annual grass following monsoon rains  seeds with 3 awns,08-17-2021,"United States, Nevada, Clark","United States, Idaho, Ada",5,Wild Habitat,None,Yucca brevifolia:Pectis papposa:Bouteloua aristidoides var. aristidoides:Amaranthus fimbriatus:Boerhavia wrightii:Hilaria rigida:Yucca schidigera:Lycium cooperi:Larrea tridentata:Bouteloua eriopoda:Boerhavia triquetra:Portulaca oleracea:Ambrosia salsola:Hymenoclea salsola:Bouteloua barbata:Muhlenbergia porteri:Tribulus terrestris,"Sub Unit Description :Wee Thump Joshua Tree Wilderness/ Geology Description : Wee Thump East Road/ Locality Description: From Searchlight, NV, follow NV-164 west for 8.2 mi, turning N onto Wee Thump E. Road. The population extends North & South of NV-164 and is extremely common groundcover.",1269.492,35.51352,-115.05627,"NAD83",Lat/lon determined by GPS,"Collections: Depies, M., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,Uncertain,"E, SE",Loamy sand,Other : Loamy Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-963,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, R. Ubalde (Chicago Botanic Garden)",NA
NA,W6,NA,W6,NA,NA,SD,Boerhavia wrightii,NA,NA,Wild material,NA,Very sticky  perianth white to pale pink  stems glandular  not hairy ,08-17-2021,"United States, Nevada, Clark","United States, Idaho, Ada",3306,Wild Habitat,None,Lycium cooperi:Yucca brevifolia:Yucca schidigera:Larrea tridentata:Bouteloua barbata:Bouteloua barbata var. barbata:Bouteloua aristidoides var. aristidoides:Hilaria rigida:Amaranthus fimbriatus:Pectis papposa:Lycium cooperi:Hymenoclea salsola:Hymenoclea salsola:Portulaca oleracea:Boerhavia triquetra:Muhlenbergia porteri,"Sub Unit Description :Wee Thump/ Geology Description : Wee Thump East Road/ Locality Description: From Searchlight, NV, follow NV-164 West for 8.2 mi, turning North onto Wee Thump E Road. Population is scattered throughout the area, but it is most commonly found in disturbed areas and drainages.",1262.4816,35.51046,-115.05485,"NAD83",Lat/lon determined by GPS,"Collections: Depies, M., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,Uncertain,"E, SE",Loamy sand,Other : Loamy Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-964,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, R. Ubalde (Chicago Botanic Garden)",NA
NA,W6,NA,W6,NA,NA,SD,Amaranthus fimbriatus,NA,NA,Wild material,NA,Annual  perianth fan shaped  cream tinged with green  dark black smooth  shiny seeds ,08-17-2021,"United States, Nevada, Clark","United States, Idaho, Ada",950,Wild Habitat,None,Hymenoclea salsola:Larrea tridentata:Boerhavia:Boerhavia wrightii:Bouteloua barbata:Lycium cooperi:Pectis papposa:Bouteloua aristidoides:Yucca brevifolia:Yucca schidigera:Boerhavia triquetra:Hymenoclea salsola:Pleuraphis rigida:Muhlenbergia porteri:Portulaca oleracea:Bouteloua eriopoda:Bouteloua eriopoda:Bouteloua eriopoda,"Sub Unit Description :Wee Thump/ Geology Description : Wee Thump East Road/ Locality Description: From Searchlight, NV, follow NV-164 W for 8.2 mi and turn North onto Wee Thump E Road. Population follows disturbed areas and drainages throughout the area and along NV-164.",1265.2248,35.50728,-115.05687,"NAD83",Lat/lon determined by GPS,"Collections: Depies, M., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,Uncertain,"E, SE",Loamy sand,Other : Loamy Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NV052-965,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"M. Depies, R. Ubalde (Chicago Botanic Garden)",NA
